,word,ipa
7224,এবারই,ebɐɾi
7225,এবারও,ebɐɾo
7226,এবারে,ebɐɾe
7227,এবারেও,ebɐɾe͡o̯
7228,এবারের,ebɐɾeɾ
7229,এবায়েদুল,ebɐʲed̪ul
7230,এবি,ebi
7231,এবি।,ebi।
7232,এবিএম,ebi͡e̯m
7233,এবিটি,ebiti
7234,এবিটির,ebitiɾ
7235,এব্যাপারে,ebɛpɐɾe
7236,এভাবে,ebʱɐbe
7237,এভাবে-,ebʱɐbe-
7238,এভাবে।,ebʱɐbe।
7239,এভাবেই,ebʱɐbe͡i̯
7240,এভাবের,ebʱɐbeɾ
7241,"এভারগ্রীন-৯২,","ebʱɐɾgɾin-৯২,"
7242,এভারজবস।,ebʱɐɾɟoboss।
7243,এভারটনকে,ebʱɐɾinke
7244,এভারটনের,ebʱɐɾineɾ
7245,এভারেজ,ebʱɐɾeɟ
7246,এভারেস্টের,ebʱɐɾesteɾ
7247,এভার্ট,ebʱɐɾt
7248,এভি,ebʱi
7249,এভিডেন্স,ebʱidens
7250,এভিডেন্স’,ebʱidens’
7251,এভিন,ebʱin
7252,এভিনিউ,ebʱini͡u̯
7253,এভিয়েশন।,ebʱiʲoʃon।
7254,এভিয়েশনের,ebʱiʲeʃoneɾ
7255,এম,em
7256,এমআই-১৭১,emɐ͡ɐ̯-১৭১
7257,এমআর,emɐɾ
7258,এমআরআই,emɐ͡ɐ̯ɾɐ͡i̯
7259,"এমআরই,","emɐ͡ɐ̯ɾi,"
7260,এমআরএস,emɐ͡ɐ̯ɾos
7261,এমআরকেএসপি,emɐ͡ɐ̯ɾkeʃopi
7262,এমআরপিতে,emɐ͡ɐ̯ɾɔpit̪e
7263,"এমআরসিপি,","emɐ͡ɐ̯ɾosipi,"
7264,এমএ,eme
7265,এমএইচসেভেন্টিন,eme͡i̯cʃententin
7266,এমএড,emed
7267,এমএনএস,emenoʃ
7268,এমএনএসে’র,emeneʃe’ɾo
7269,এমএফএস’র,emepʰ͡e̯s’ɾo
7270,এমএম,emem
7271,এমএমডি,ememdi
7272,এমএলএসএস,emo͡e̯lseʃ
7273,এমএস,emeʃ
7274,এমএসযোগ্যতা,emo͡e̯ʃoggot̪ɐ
7275,এমএসসি,emessi
7276,এমওপি,emopi
7277,এমকম,emokɔm
7278,এমকি,emki
7279,এমকে,emke
7280,এমকেআই,emke͡ɐ̯i
7281,এমটবের,emtobeɾ
7282,এমডব্লিউ,emodobli͡u̯
7283,এমডি,emdi
7284,এমডিকে,emdike
7285,এমডির,emdiɾ
7286,এমতাবস্থায়,ɛmot̪ɐbɔst̪ʰɐʲ
7287,এমদাদ,ɛmod̪ɐd̪
7288,এমদাদুল,ɛmod̪ɐd̪ul
7289,এমন,ɛmon
7290,এমন-,ɛmon-
7291,এমনই,ɛmoni
7292,এমনও,ɛmono
7293,এমনকি,ɛmonki
7294,"এমনকি,","ɛmonki,"
7295,এমনকী,ɛmonki
7296,এমনটা,ɛmontɐ
7297,এমনটাই,ɛmontɐ͡i̯
7298,এমনটি,ɛmonti
7299,এমনটিই,ɛmonti͡i̯
7300,এমনভাবে,ɛmonbʱɐbe
7301,এমনি,emni
7302,এমনিতে,emnit̪e
7303,এমনিতেই,emnit̪e͡i̯
7304,এমপি,empi
7305,এমপি।,empi।
7306,এমপিই,empi͡i̯
7307,এমপিও,empi͡o̯
7308,এমপিওভুক্ত,empi͡o̯bʱukt̪o
7309,এমপিকে,empike
7310,এমপিদের,empid̪eɾ
7311,এমপিদের।,empid̪eɾ।
7312,এমপির,empiɾ
7313,এমপিসহ,empiʃɔho
7314,এমপি’র,empi’ɾo
7315,এমপ্লয়ার্স,emplɔʲɐɾs
7316,এমফিল,empʰil
7317,এমবাপ্পেকে,embɐppeke
7318,এমবাপ্পের,emobɐppeɾ
7319,এমবালালার,emobɐlɐlɐɾ
7320,এমবিএ,embik
7321,এমবিবিএস,emobibi͡e̯s
7322,এমব্রায়ো,emobɾɐʲ
7323,এমভি,embʱi
7324,এমভিএ,embʱi͡e̯
7325,এমরানকে,ɛmɾɐnke
7326,এমসিকিউ,emoʃikik
7327,এমসিসি,emoʃiʃi
7328,এমানুল,emɐnul
7329,এমিরেটাস,emiɾetɐs
7330,এম্পলিফায়ার,empolipʰɐʲɐɾ
7331,এম্বালুলা,emlɐbɐlɐ
7332,এম৯,em৯
7333,এর,eɾ
7334,এরআগে,eɾɐge
7335,এরই,eɾi
7336,এরইমধ্যে,eɾimod̪d̪ʱe
7337,এরও,eɾo
7338,এরকম,eɾokom
7339,এরকম-,eɾokom-
7340,এরদোগান,eɾd̪ogɐn
7341,এরদোগানকে,ɛɾd̪ogɐnke
7342,এরদোগানের,eɾd̪ogɐneɾ
7343,এরপর,eɾpɔɾ
7344,এরপরই,eɾpɔɾi
7345,এরপরও,eɾpɔɾo
7346,এরপরে,eɾpoɾe
7347,এরপরেই,eɾpɔɾe͡i̯
7348,এরপরেও,eɾpɔɾe͡o̯
7349,এরপরের,eɾpoɾeɾ
7350,এরফলে,eɾpʰle
7351,এরফানুল,eɾpʰɐnul
7352,এরমধ্যে,eɾmodd̪ʱe
7353,এরশাদ,eɾʃɐd̪
7354,এরশাদ।,eɾʃɐd̪।
7355,এরশাদকে,eɾʃɐd̪ke
7356,এরশাদবিরোধী,eɾʃɐd̪biɾod̪ʱi
7357,এরশাদুলকে,eɾʃɐd̪ulke
7358,এরশাদের,eɾʃɐd̪eɾ
7359,এরা,eɾɐ
7360,এরা।,eɾɐ।
7361,এরাই,eɾɐ͡i̯
7362,এরাদ,eɾɐd̪
7363,এরাবিয়ার,eɾɐbiʲɐɾ
7364,এরি,eɾi
7365,এরিক,eɾik
7366,এরিয়া,eɾiʲɐ
7367,এরিয়া),eɾiʲɐ)
7368,এরিয়ায়,eɾiʲɐʲ
7369,এরিয়া’,eɾiʲɐ’
7370,এরূপ,eɾup
7371,এরেস্ট,eɾest
7372,এল,el
7373,"এল,","elo,"
7374,এল।,elo।
7375,এলআইজিটিটি,elɐ͡i̯ɟititi
7376,এলআইসিটি-,elɐ͡i̯siti-
7377,এলআর,elɐɾ
7378,"এলআরবি,","elɐ͡ɐ̯boɟi,"
7379,এলআরবিসহ,elɐ͡ɐ̯ɾɔbiʃɔho
7380,এলইডি,ɛlidi
7381,এলএনজি,elenɟi
7382,এলএলবি/এলএলএমঅভিজ্ঞতা,eleʃbi/elel
7383,এলওসির,elo͡o̯siɾ
7384,এলগার।,elgɐɾ।
7385,এলজি,elɟi
7386,"এলজি,","elɟi,"
7387,এলজিআরডি,elɟi͡ɐ̯ɾɔdi
7388,এলজিইডি,elɟi͡i̯di
7389,এলজিইডি।,elɟi͡i̯di।
7390,এলজিইডির,elɟi͡i̯diɾ
7391,এলজিএসপি-১,elɟi͡e̯spi-১
7392,এলজিএসপি-২,elɟi͡e̯spi-২
7393,এলজিএসপির,elɟit̪ʃopiɾ
7394,"এলটিআর,","elti͡ɐ̯ɾ,"
7395,এলন,elon
7396,এলপিআর’এ,elpi͡ɐ̯ɾ’e
7397,এলপিজি,elpiɟi
7398,এলবিডব্লুর,elobibdulɔɾ
7399,এলবিডাব্লউ'র,elobidɐblu'ɾo
7400,এলভিস,elobʱiʃ
7401,এলসা,elʃɐ
7402,এলসি,elʃi
7403,"এলসি,","elʃi,"
7404,এলসির,eloʃiɾ
7405,এলাকা,elɐkɐ
7406,"এলাকা,","elɐkɐ,"
7407,এলাকা।,elɐkɐ।
7408,এলাকাকে,elɐkɐke
7409,এলাকাগুলোতে,elɐkɐgulot̪e
7410,এলাকাগুলোয়ও,elɐkɐguloʲo
7411,এলাকাজুড়ে,elɐkɐɟuɽe
7412,এলাকাজুড়ে।,elɐkɐɟuɽe।
7413,এলাকাটি,elɐkɐti
7414,এলাকাটিতে,elɐkɐtit̪e
7415,এলাকাতে,elɐkɐt̪e
7416,এলাকাতেই,elɐkɐt̪e͡i̯
7417,এলাকাতেও,elɐkɐt̪e͡o̯
7418,এলাকাবাসী,elɐkɐbɐʃi
7419,এলাকাবাসী।,elɐkɐbɐʃi।
7420,এলাকাবাসীকে,elɐkɐbɐʃike
7421,এলাকাবাসীর,elɐkɐbɐʃiɾ
7422,এলাকার,elɐkɐɾ
7423,এলাকার।,elɐkɐɾ।
7424,এলাকাসহ,elɐkɐʃɔho
7425,এলাকায়,elɐkɐʲ
7426,এলাকায়।,elɐkɐʲ।
7427,এলাকায়ও,elɐkɐʲo
7428,এলাঙ্গী,elɐŋgi
7429,"এলাচ,","elɐc,"
7430,"এলার্জি,","elɐɾɟi,"
7431,এলার্জিজনিত।,elɐɾɟoɟinit̪o।
7432,এলাশ,eʃɐʃ
7433,"এলাহাবাদ,","elɐhɐbɐd̪,"
7434,এলাহি,elɐhi
7435,এলাহির,elɐhiɾ
7436,এলাহী,elɐhi
7437,এলিজাবেথ,eliɟɐbet̪ʰ
7438,এলিজাবেথের,eliɟɐbet̪ʰeɾ
7439,এলিজিবল,eliɟibol
7440,এলিন,elin
7441,এলিনা,elinɐ
7442,এলিনার,elinɐɾ
7443,এলিফ্যান্ট,elipʰɛnt
7444,এলিভেটেড,elibʱeted
7445,এলিমিনেশন,elimineʃon
7446,এলিসন,eliʃɔn
7447,এলে,ele
7448,এলে।,ele।
7449,এলেই,ele͡i̯
7450,এলেও,ele͡o̯
7451,এলেঙ্গা,eleŋgɐ
7452,এলেন,elen
7453,এলেনবাড়ীতে,elenbɐɽit̪e
7454,এলেনা,elenɐ
7455,এলো,elo
7456,এলো।,elo।
7457,এলোপাতাড়ি,elopɐt̪ɐɽi
7458,এলোপাথাড়ি,elopɐt̪ʰɐɽi
7459,এলোমেলো,elomelo
7460,এশা,eʃɐ
7461,এশিয়া,eʃiʲɐ
7462,"এশিয়া,","eʃiʲɐ,"
7463,এশিয়া।,eʃiʲɐ।
7464,এশিয়ান,eʃiʲɐn
7465,এশিয়ার,eʃiʲɐɾ
7466,এশিয়ায়,eʃiʲɐʲ
7467,এশিয়ায়।,eʃiʲɐʲ।
7468,এশীয়,eʃiʲo
7469,এশীয়-আমেরিকানদের,eʃiʲo-ɐmeɾikɐnd̪eɾ
7470,এষ,eʃ
7471,এস,eʃo
7472,এসআই,eʃɐ͡i̯
7473,"এসআই,","eʃɐ͡ɐ̯,"
7474,এসআইসহ,eʃɐ͡i̯ʃɔho
7475,এসআইয়ের,eʃɐ͡i̯ʲeɾ
7476,এসআরওতে,eʃo͡ɐ̯ɾot̪e
7477,এসএ,eʃo͡e̯
7478,এসএই,eʃo͡e̯
7479,এসএএম,eʃe͡e̯m
7480,এসএফ,eʃo͡e̯pʰ
7481,এসএম,eʃem
7482,এসএমএ,eʃem
7483,এসএমএস,eʃemes
7484,এসএমপির,eʃo͡e̯mopiɾ
7485,এসএমসপির,eʃo͡e̯mspiɾ
7486,এসএলআর,eʃo͡e̯lɐɾ
7487,এসএলসি।,eʃo͡e̯lsi।
7488,এসএলসি’র,eʃo͡e̯lsi’ɾo
7489,এসএস,eʃo͡e̯s
7490,এসএসএফ।,eʃo͡e̯sepʰ।
7491,এসএসডি,eʃo͡e̯sdi
7492,এসএসপি,eʃo͡e̯spi
7493,এসএসসি,eʃo͡e̯ssi
7494,এসএসসিতে,eʃo͡e̯ssit̪e
7495,এসএসসির,eʃo͡e̯ssiɾ
7496,এসওপি,esopi
7497,এসকিউ,eʃoki͡u̯
7498,এসকে,eʃke
7499,এসকোয়্যার,ɛʃkoʷɐɾ
7500,এসক্যাপের,ɛʃokpɐpeɾ
7501,এসটিআই’র,eʃti͡ɐ̯͡i̯’ɾo
7502,এসডি,esdi
7503,এসডিআরএফ,eʃodi͡ɐ̯ɾepʰ
7504,এসডিএফ,eʃʃi͡e̯pʰ
7505,এসডিএফের,eʃʃi͡e̯pʰeɾ
7506,এসডিজি,eʃodiɟi
7507,এসডিজিবিষয়ক,eʃodiɟibiʃɔʲok
7508,এসডিজির,eʃodiɟiɾ
7509,এসডিজিস,eʃodiɟiʃ
7510,এসপি,edopi
7511,এসপিদের,eʃopid̪eɾ
7512,এসপির,eʃpiɾ
7513,এসপিরা,eʃpiɾɐ
7514,এসপি’র,espi’ɾo
7515,এসব,eʃɔb
7516,এসবই,eʃɔbi
7517,এসবও,eʃɔbo
7518,এসবার,eʃʃɐɾ
7519,এসবে,eʃɔbe
7520,এসবের,eʃɔbeɾ
7521,এসময়,eʃɔmoʲ
7522,এসময়,eʃɔmɔʲ
7523,এসময়ের,eʃɔmɔʲeɾ
7524,এসরার,eʃoɾɐɾ
7525,এসল্ট,estlo
7526,এসসিজিতে,eʃoʃiɟit̪e
7527,এসসির,eʃoʃiɾ
7528,এসাক,eʃɐk
7529,এসি,eʃi
7530,এসিআই,eʃi͡ɐ̯͡i̯
7531,এসিআইআই,eʃi͡ɐ̯͡ɐ̯͡ɐ̯
7532,এসিএ।,eʃi͡e̯।
7533,এসিএর,eʃi͡e̯ɾ
7534,এসিটিএইচ,eʃiti͡e̯͡i̯c
7535,এসিটিএস,eʃiti͡e̯s
7536,এসিড,eʃid
7537,এসির,eʃiɾ
7538,এসিল্যান্ড,eʃilɛnd
7539,এসিস্ট্যান্ট,eʃistɐntɐn
7540,এসে,eʃe
7541,এসে।,eʃe।
7542,এসেই,eʃe͡i̯
7543,এসেও,eʃe͡o̯
7544,এসেক্স।,eʃekʃo।
7545,"এসেছি,","eʃecʰi,"
7546,এসেছি।,eʃecʰi।
7547,এসেছিল,eʃecʰilo
7548,এসেছিল।,eʃecʰilo।
7549,এসেছিলাম,eʃecʰilɐm
7550,এসেছিলাম।,eʃecʰilɐm।
7551,এসেছিলেন,eʃecʰilen
7552,এসেছিলেন।,eʃecʰilen।
7553,এসেছে,eʃecʰe
7554,"এসেছে,","eʃecʰe,"
7555,এসেছে।,eʃecʰe।
7556,এসেছেন,eʃecʰen
7557,এসেছেন।,eʃecʰen।
7558,এসেট,eʃet
7559,এস্টেট,estet
7560,এস্পানলের,espɐnlɐɾ
7561,এস৮-এর,eʃo৮-eɾ
7562,এহতেশাম,ehot̪eʃɐm
7563,এহসান,ehosɐn
7564,এহসানুল,ehoʃɐnul
7565,এহসার,ehoʃɐɾ
7566,এহিয়া,ehiʲɐ
7567,এহুদ,ehod̪
7568,এহেতেশাম,ehet̪eʃɐm
7569,এহেন,ehen
7570,এ্যাডফার্মের,t̪ɛdɐpʰɐɾmeɾ
7571,এ্যানীকে,t̪ɛnike
7572,এ্যাপোলো,t̪ɛpolo
7573,"এ্যাম্বুলেন্স,","t̪ɛmulɐneɾ,"
7574,এ্যারোমা,t̪ɛmɐɾɐ
7575,এড়াতে,eɽɐt̪e
7576,এড়ানো,eɽɐno
7577,এড়ানোও,eɽɐno
7578,এড়ানোর,eɽɐnoɾ
7579,এড়িয়ে,eɽiʲe
7580,এড়িয়েছে।,eɽiʲecʰe।
7581,এয়াকুব,eʲɐkubo
7582,এয়ার,eʲɐɾ
7583,এয়ারএশিয়ার,eʲɐɾtʃiʲɐɾ
7584,এয়ারওয়েজ,eʲɐɾoʷeɟ
7585,এয়ারওয়েজে,eʲɐɾoʷeɟe
7586,এয়ারওয়েজের,eʲɐɾoʷeɟeɾ
7587,এয়ারকন্ডিশনার,eʲɐɾkondiʃonɐɾ
7588,এয়ারক্রাফটি,eʲɐɾkɾɐpʰti
7589,এয়ারক্রাফটে,eʲɐɾkɾɐpʰte
7590,এয়ারটেল,eʲɐɾtel
7591,এয়ারটেলের,eʲɐɾteleɾ
7592,এয়ারপোর্ট,eʲɐɾpoɾt
7593,এয়ারফোর্সের,eʲɐɾpʰoɾseɾ
7594,এয়ারবাস,eʲɐɾbɐs
7595,এয়ারলাইনসের,eʲɐɾlɐ͡i̯nʃeɾ
7596,এয়ারলাইন্সযোগে,eʲɐɾlɐ͡i̯nʃogege
7597,এয়ারলাইন্সের,eʲɐɾlɐ͡i̯nʃeɾ
7598,এয়ারের,eʲɐɾeɾ
7599,এয়ালাইন্সের,eʲɐlɐ͡i̯nseɾ
7600,"এ৫,","e৫,"
7601,এ৭,e৭
7602,ঐ,o͡i̯
7603,ঐকমত্যে,o͡i̯kmt̪e
7604,ঐকমত্যের,o͡i̯kmt̪t̪eɾ
7605,ঐক্য,o͡i̯kko
7606,ঐক্যজোট,o͡i̯kkoɟot
7607,ঐক্যজোট।,o͡i̯kkoɟot।
7608,ঐক্যবদ্ধ,o͡i̯kkobɔd̪d̪ʱo
7609,ঐক্যবদ্ধভাবে,o͡i̯kkobɔd̪d̪ʱobʱɐbe
7610,ঐক্যমত,o͡i̯kkomɔt̪o
7611,ঐক্যের,o͡i̯kkeɾ
7612,ঐক্য’,o͡i̯kko’
7613,ঐটা,o͡i̯
7614,ঐতিহাসিক,o͡i̯t̪ihɐʃik
7615,ঐতিহাসিকভাবে,ot̪it̪ɐhoʃikbʱɐbe
7616,ঐতিহাসিকভাবেই,ot̪it̪ɐhoʃikbʱɐ
7617,ঐতিহ্য,o͡i̯t̪iɟɟʱo
7618,"ঐতিহ্য,","o͡i̯t̪iɟɟʱo,"
7619,ঐতিহ্যকে,o͡i̯t̪iɟɟʱoke
7620,ঐতিহ্যগত,o͡i̯t̪iɟɟʱogɔt̪o
7621,ঐতিহ্যবাহী,o͡i̯t̪iɟɟʱobɐhi
7622,ঐদিন,o͡i̯d̪in
7623,ঐশী,o͡i̯ʃi
7624,ঐশীকে,o͡i̯ʃike
7625,ঐশীর,o͡i̯ʃiɾ
7626,ঐশ্বরিক,o͡i̯ʃʃoɾik
7627,ঐসব,o͡i̯b
7628,ঐসময়কার,o͡i̯moʷkɐɾ
7629,ও,o
7630,ও'কেফে।,o͡o̯'kepʰe।
7631,ও-প্রান্তে।,o͡o̯-pɾɐnt̪e।
7632,ওঁদের,õd̪eɾ
7633,ওঁলাদ।,õlɐd̪।
7634,ওঁৎ,õt̪
7635,ওআইসি,o͡ɐ̯isi
7636,ওআইসিকে,o͡ɐ̯isike
7637,ওআইসির,o͡ɐ̯isiɾ
7638,ওই,o͡i̯
7639,ওইদিন,o͡i̯d̪in
7640,ওইদিনই,o͡i̯d̪ini
7641,ওইভাবে,o͡i̯bʱɐbe
7642,ওইসংখ্যক,o͡i̯ʃɔŋkʰkok
7643,ওইসব,o͡i̯ʃɔb
7644,ওইসময়,o͡i̯ʃɔmɔʲ
7645,ওএএস।,o͡e̯es।
7646,"ওএমএস,","o͡e̯mes,"
7647,ওএমএসে,o͡e̯meʃe
7648,ওএমএসের,o͡e̯meʃeɾ
7649,ওএলইডি,o͡e̯lidi
7650,ওএস,o͡e̯s
7651,ওএসএস,o͡e̯ses
7652,ওকসের,okʃeɾ
7653,ওকিনাওয়া,okinɐ͡o̯ʷɐ
7654,ওকে,oke
7655,ওকে।,oke।
7656,ওকোয়া,okoʷɐ
7657,ওখান,okʰɐn
7658,ওখানে,okʰɐne
7659,ওচমানপুর,ocmɐnpuɾ
7660,ওজন,oɟon
7661,ওজনিয়াকি।,oɟniʲɐki।
7662,ওজনের,oɟoneɾ
7663,ওজায়ের,oɟɐʲeɾ
7664,ওজিলের,oɟileɾ
7665,ওঝা,oɟʱɐ
7666,ওটা,otɐ
7667,ওটাগো।,otɐgo।
7668,ওটাতে,otɐt̪e
7669,ওঠলে,otʰle
7670,ওঠা,otʰɐ
7671,ওঠা-নামা,otʰɐ-nɐmɐ
7672,ওঠা-নামার,otʰɐ-nɐmɐɾ
7673,ওঠানামা,otʰɐnɐmɐ
7674,ওঠানামার,otʰɐnɐmɐɾ
7675,ওঠার,otʰɐɾ
7676,ওঠায়,otʰɐʲ
7677,ওঠে,otʰe
7678,ওঠে।,otʰe।
7679,ওঠেন,otʰen
7680,ওঠেন।,otʰen।
7681,ওঠেনি,otʰeni
7682,ওঠেনি।,otʰeni।
7683,ওঠো,otʰo
7684,ওডি/ইফটি,odi/ipʰti
7685,ওডিআই,odi͡ɐ̯͡i̯
7686,ওডিআইতে,odi͡ɐ̯it̪e
7687,ওডিআইতে।,odi͡ɐ̯it̪e।
7688,ওডিআইতেও,odi͡ɐ̯it̪e͡o̯
7689,ওডিআইয়ের,odi͡ɐ̯iʲeɾ
7690,ওতপেতে,ot̪pet̪e
7691,ওতামেন্দিও,ot̪ɐmend̪i͡o̯
7692,ওতুজকো,ot̪uɟoko
7693,ওথেলোর,ot̪ʰoloɾ
7694,ওদনকাঠি,od̪onkɐtʰi
7695,ওদিক,od̪ik
7696,ওদুদ,od̪ud̪
7697,ওদের,od̪eɾ
7698,ওদেরই,od̪eɾi
7699,ওনসিওক,onoʃikok
7700,ওনার,onɐɾ
7701,ওনার্স,onɐɾs
7702,ওপর,upoɾ
7703,"ওপর,","upoɾ,"
7704,ওপর।,upoɾ।
7705,ওপরই,upoɾi
7706,ওপরও,upoɾo
7707,ওপরনিপীড়নের,opoponipiɽoneɾ
7708,ওপরে,upoɾe
7709,"ওপরে,","upoɾe,"
7710,ওপরে।,upoɾe।
7711,ওপরের,upoɾeɾ
7712,ওপর’-বার্সা,upoɾ’-bɐɾsɐ
7713,ওপাওয়ারের,opɐ͡o̯ʷɐɾeɾ
7714,ওপার,opɐɾ
7715,ওপারে,opɐɾe
7716,ওপাড়ার,opɐɽɐɾ
7717,ওপি,opi
7718,ওপেন,open
7719,ওপেনার,openɐɾ
7720,ওপেনার-,openɐɾ-
7721,ওপেনার।,openɐɾ।
7722,ওপেনিং,openiŋ
7723,ওপেনিংয়ে,openiŋʲe
7724,ওপেনে,opene
7725,ওপেনেই,opene͡i̯
7726,ওপেনের,openeɾ
7727,ওপ্রযুক্তি,opɾoɟukt̪i
7728,ওবাইদা,obɐ͡i̯d̪ɐ
7729,ওবাইদুর,obɐ͡i̯id̪ɾ
7730,ওবাইদুল,obɐ͡i̯id̪ul
7731,ওবাইদুলের,obɐ͡i̯id̪uleɾ
7732,ওবামা,obɐmɐ
7733,ওবামা।,obɐmɐ।
7734,ওবামাকে,obɐmɐke
7735,ওবামার,obɐmɐɾ
7736,ওবায়দুর,obɐʲd̪uɾ
7737,ওবায়দুল,obɐʲd̪ul
7738,ওবায়দুলকে,obɐʲd̪ulke
7739,ওবায়দুল্লাহ,obɐʲd̪ullɐh
7740,ওবায়েদ,obɐʲed̪
7741,ওবেরের,obeɾeɾ
7742,ওবেরয়সহ,obeɾɔʲoʃɔho
7743,ওব্যবহারে,obbɛhohɐɾe
7744,ওভাবে,obʱɐbe
7745,ওভার,obʱɐɾ
7746,ওভার।,obʱɐɾ।
7747,ওভারটাইম,obʱɐɾtɐ͡i̯m
7748,ওভারটেক,obʱɐɾtek
7749,ওভারলোড,obʱɐɾlod
7750,ওভারে,obʱɐɾe
7751,ওভারে।,obʱɐɾe।
7752,ওভারেই,obʱɐɾe͡i̯
7753,ওভারের,obʱɐɾeɾ
7754,ওভারেরও,obʱɐɾeɾo
7755,ওভালে,obʱɐle
7756,ওভালের,obʱɐleɾ
7757,ওভিউলেশন,obʱi͡u̯leʃon
7758,ওভেনে,obʱene
7759,ওম,om
7760,ওমর,umoɾ
7761,ওমরানের,omɾɐneɾ
7762,ওমরাবাদ,omɾɐbɐd̪
7763,ওমরাহ,omɾɐh
7764,ওমরের,umoɾeɾ
7765,ওমান,omɐn
7766,ওমান।,omɐn।
7767,ওমানে,omɐne
7768,ওমানের,omɐneɾ
7769,ওমানের।,omɐneɾ।
7770,ওমার,omɐɾ
7771,ওমেগা,omegɐ
7772,ওর,oɾ
7773,ওরতিজের,oɾit̪iɟeɾ
7774,ওরফে,oɾopʰe
7775,ওরস,oɾiʃ
7776,ওরসকে,oɾoʃke
7777,ওরসের,oɾʃeɾ
7778,ওরা,oɾɐ
7779,"ওরা,","oɾɐ,"
7780,ওরা।,oɾɐ।
7781,ওরাই,oɾɐ͡i̯
7782,ওরাল,oɾɐl
7783,ওরিও,oɾi͡o̯
7784,ওরিগি,oɾigi
7785,ওরিয়েন্টেশন,oɾiʲentenʃon
7786,ওরিয়েন্টেশনে,oɾiʲentenɐʃo
7787,ওর্তেগা,oɾt̪egɐ
7788,ওলভার্ডট,olobʱɐɾdt
7789,ওলমার্ট,olmɐɾt
7790,ওলমার্টকে,olmɐɾtoke
7791,ওলামা,olɐmɐ
7792,ওলিউর,oli͡u̯ɾ
7793,ওলিউল্লাহ,oli͡u̯llɐh
7794,ওলিদ,olid̪
7795,ওলিভিয়ে।,olibʱiʲe।
7796,ওলিয়ার,oliʲɐɾ
7797,ওল্ড,old
7798,ওশান।,oʃɐn।
7799,ওষুধ,oʃud̪ʱ
7800,"ওষুধ,","oʃud̪ʱ,"
7801,ওষুধ।,oʃud̪ʱ।
7802,ওষুধও,oʃud̪ʱo
7803,ওষুধগুলো,oʃud̪ʱgulo
7804,ওষুধসহ,oʃuʃd̪ʱɔho
7805,ওষুধে,oʃud̪ʱe
7806,ওষুধের,oʃud̪ʱeɾ
7807,ওষ্ঠাগত।,oʃtʰɐgɔt̪o।
7808,ওসমান,osmɐn
7809,ওসমান),osmɐn)
7810,ওসমানগঞ্জের,osmɐngɔnɟeɾ
7811,ওসমানী,osmɐni
7812,ওসমানীগর,osmɐnigɔɾ
7813,ওসমানীতে,osmɐnit̪e
7814,ওসমানীনগর,osmɐningɔɾ
7815,ওসমানীনগরে,osmɐningɔɾe
7816,ওসমানীনগরের,osmɐningɔɾeɾ
7817,ওসমানের,osmɐneɾ
7818,ওসি,osi
7819,ওসি-এলএসডি,osi-eleʃdi
7820,ওসি।,osi।
7821,ওসিকে,oʃike
7822,ওসির,osiɾ
7823,ওসিসহ,oʃiʃɔho
7824,ওসিসিসংশ্লিষ্টরা,oʃisiʃŋʃiʃontgɐɾɐ
7825,ওস্তাদ,ost̪ɐd̪
7826,ওহাইও,ohɐ͡i̯
7827,ওহাইওর,ohɐ͡i̯ɾoɾ
7828,ওহাব,ohɐb
7829,ওহাব।,ohɐb।
7830,ওহিওর,ohi͡o̯ɾ
7831,ওহিদ,ohid̪
7832,ওহিদুজ্জামানের,ohid̪uɟɟɐmɐneɾ
7833,ওহেদ,ohed̪
7834,ওহেদুজ্জামান,ohed̪uɟɟɐmɐn
7835,ওড়না,oɽnɐ
7836,ওড়নাটা,oɽnɐtɐ
7837,ওড়নার,oɽʱɔnɐɾ
7838,ওড়ানোর,oɽɐnoɾ
7839,ওড়ালেন,oɽɐlen
7840,ওড়ে,oɽe
7841,ওয়স্টেমাসটাউন,oʷstɐme͡ɐ̯tɐ͡u̯n
7842,ওয়া,oʷɐ
7843,ওয়াং,oʷɐŋ
7844,ওয়াংচুক।,oʷɐŋkuk।
7845,ওয়াংচুকের,oʷɐŋkukeɾ
7846,ওয়াংলি,oʷɐŋli
7847,ওয়াই-ফাই,oʷɐ͡i̯-pʰɐ͡i̯
7848,ওয়াইডেন,oʷɐ͡i̯den
7849,ওয়াইনট,oʷɐ͡i̯nt
7850,ওয়াইফ,oʷɐ͡i̯pʰ
7851,ওয়াইফাই,oʷɐ͡i̯pʰɐ͡i̯
7852,"ওয়াইফাই,","oʷɐ͡i̯pʰɐ͡i̯,"
7853,ওয়াইল্ড,oʷɐ͡i̯ld
7854,ওয়াইল্ডফ্লাওয়ার,oʷɐ͡i̯ldopʰlɐ͡o̯ʷɐɾ
7855,ওয়াকওভার,oʷɐkobʱɐɾ
7856,ওয়াকার,oʷɐkɐɾ
7857,ওয়াকারের,oʷɐkɐɾeɾ
7858,ওয়াকাস,oʷɐkɐʃ
7859,ওয়াকিটকি।,oʷɐkiti।
7860,ওয়াকিবহাল,oʷɐkibɔhɐl
7861,ওয়াচ,oʷɐc
7862,ওয়াচ-২০১৭,oʷɐc-২০১৭
7863,ওয়াচডগ,oʷɐcdg
7864,ওয়াছেক,oʷɐcʰek
7865,ওয়াজ,oʷɐɟ
7866,ওয়াজ।,oʷɐɟ।
