,column2
1707,মালয়েশিয়া
1708,সিঙ্গাপুর
1709,কুয়েত
1710,আর্জেন্টিনা
1711,ফ্রান্স
1712,নরওয়ে
1713,স্পেন
1714,নিউজিল্যান্ড
1715,ইন্দোনেশিয়া
1716,মায়ানমার
1717,বেলজিয়াম
1718,তুরস্ক
1719,সুইজারল্যান্ড
1720,আদ্রতা
1721,শুষ্কতা
1722,কচুরীপানা
1723,ঠকঠক কাঁপা
1726,শৈত্যপ্রবাহ
1727,তুষার
1728,সরিষার তেল
1730,শিউলি ফুল
1732,বকুল ফুল
1734,রজনীগন্ধা
1735,দোআঁশ মাটি
1737,এটেল মাটি
1739,বেলে মাটি
1741,সীমানা
1742,হাইকোর্ট
1743,সুপ্রিম
1744,কোর্ট
1745,কাকাতুয়া
1746,টিয়া
1747,চিল
1748,বাবুই
1749,কোকিল
1750,শকুন
1751,রাজহাঁস
1752,মোরগ
1753,সজারু
1754,গোবর পোকা
1756,কাকিলা মাছ
1758,শিংমাছ
1760,পটকা মাছ
1762,গুড়া মাছ
1766,কাতল মাছ
1768,মেনি মাছ
1770,চান্দা মাছ
1772,চিতল মাছ
1774,খলিশা মাছ
1776,ব্রডব্যান্ড
1777,ডায়লগ
1779,ডায়াল আপ
1781,প্রিপেইড
1782,ওয়েবসাইট
1783,মিসকল
1784,জিহ্বা
1785,ঠোঁট
1786,নখ
1787,র‌্যাব
1788,গ্রেনেড
1791,রায়
1792,নিরাপত্তা
1793,পাচারকারী
1794,সেনাবাহিনী
1795,নৌবাহিনী
1797,পেশা/চাকুরি
1799,প্রতিবেদন
1800,পদোন্নতি
1801,নির্লজ্জ
1802,ছাই রং
1804,গাঢ় রং
1807,হালকা রং
1809,গোমড়া
1810,অবৈতনিক
1811,ব্যতিক্রম
1812,বেতন স্কেল
1814,ইনক্রিমিন্ট
1815,ট্রাস্ট
1816,শিশু
1817,বৃত্ত
1818,কুশল বিনিময়
1820,থেতলানো
1821,দোমড়ানো
1822,নিয়ন্ত্রণ
1823,সমর্থন
1824,নীতিমালা
1825,গেট
1827,ফুপানো
1829,ফসকানো
1830,নত হওয়া
1832,ঝাপ
1833,সন্তুষ্টি
1834,ঢলাঢলি
1837,জন্য
1838,কাড়াকাড়ি
1839,পাশাপাশি
1840,অনুমোদন
1841,ডবল
1842,পাখির ডাক
1844,তুলনা
1845,তোতলা
1846,কর্মশক্তি
1847,বাসিন্দা
1849,প্রবেশ
1850,ছিলা
1851,ধারালো
1852,স্টীল
1854,এ্যালুমিনিয়াম
1855,আঁতুরঘর
1856,ফাঁকা
1857,ফাঁদ
1859,ফালি
1861,ফিটফাট
1862,বাবরি চুল
1864,বীর
1865,লোমহর্ষক
1866,চমকানো
1867,মাঝামাঝি
1868,মধ্যবিত্ত
1869,ভালো মন্দ বলা
1871,মাজা
1872,গুলতি
1873,উপায়
1874,উসখুস
1875,কীর্তন
1876,ঠিকানা
1877,ঠাসা
1878,ঠাঁই
1880,টুকটাক
1881,দরবার
1882,কাটা দাগ
1886,ময়লার দাগ
1890,জাপটে ধরা
1892,পোপ
1893,গুরুত্ব
1894,প্রদান
1895,মাঠকর্মী
1896,মন্তব্য
1897,অংশ
1898,অখন্ড
1899,অগণিত
1900,অপরাজিত
1901,অভিমান
1902,অল্প
1903,অশ্রু
1904,দম্পতি
1905,আস্তাবল
1906,হাতিশাল
1909,একচালা
1911,কুলি
1913,খাঁটি
1914,ক্ষয়
1915,গাঁজা
1916,চর্বি
1917,চাঁদাবাজি
1918,চামড়া
1919,জটলা
1920,দালাল
1921,তিলক
1922,তৈলাক্ত
1923,দাঁড়কাক
1924,কাছি দেয়া
1926,একাধিক
1927,পক্ষ
1929,অক্ষত
1930,ছবির ফিল্ম
1932,ছবির নেগেটিভ
1935,পুঁটলি
1936,ঘোমটা
1937,জয়ফল
1938,বেতফল
1942,বাঙ্গী
1943,করমচা
1944,মিছরি
1945,দইবড়া
1947,মোগলাই পরোটা
1949,কচুশাক
1951,ছোলা
1952,রেসপন্স
1953,ছবি ওয়াস
1954,বেসন
1955,ভিডিও রেকর্ড
1957,ঝাড়বাতি
1958,বড়শি
1959,ফোয়ারা
1960,টুথপিক
1961,পিয়ানো
1962,মাউথ অর্গান
1964,মন্দিরা
1965,খঞ্জনী
1966,অঙ্গহানি
1967,কাটা ঠোঁট
1969,কাটা তালু
1971,যকৃত
1972,নিঃশ্বাস
1973,রক্তস্বল্পতা
1974,পেশী
1975,জলমাথা
1977,টিউমার
1978,মৃগী রোগ
1980,ইনহেলার
1981,বিপি মেশিন
1983,স্পিচ থেরাপি
1985,কালী পূজা
1986,সরস্বতী পূজা
1988,গণেশ
1989,রাধা কৃষ্ণ
1990,শ্মশান
1991,দাহ করা
1993,শ্রাদ্ধ করা
1995,তাবলিগ
1996,গজল
1997,মোয়াজ্জিন
1998,মদিনা
1999,ত্রিপিটক
2000,দুর্গা পূজা
2001,ফিজিওথেরাপিস্ট
2002,স্পিচ থেরাপিস্ট
2004,উইকেট রক্ষক
2006,বোলার
2007,ব্যাটসম্যান
2009,বক্সিং
2010,পিকআপ ভ্যান
2012,পাকা রাস্তা
2016,কার্পেটিং
2017,কার্গো
2018,জাতিসংঘ দিবস
2020,পরিবেশ দিবস
2022,সাক্ষরতা দিবস
2024,শিশু দিবস
2026,মা দিবস
2028,পরিবার দিবস
2030,শান্তি দিবস
2032,ভালোবাসা দিবস
2034,শ্রম দিবস
2036,এইডস দিবস
2038,তামাক মুক্ত দিবস
2041,ধূমপান বর্জন দিবস
2044,আকিকা
2045,ইস্টার সানডে
2047,সম্মেলন
2048,বার/সপ্তাহের দিন
2051,ডেকোরেটর
2052,বিশ্বব্যাংক
2054,গ্রামীণ ব্যাংক
2056,কৃষি ব্যাংক
2058,স্বেচ্ছাশ্রম
2059,পেশা
2060,মেজর জেনারেল
2062,কর্ণেল
2063,ঘটক
2064,ডিজাইনার
2065,ঢুলি
2066,আর্মড পুলিশ
2068,পরিচালক
2069,পরিচালনা
2070,কমিশনার/জেলা প্রশাসক
2073,বাইদানি
2074,সমাজসেবক
2075,ভাষ্যকার
2076,মেথর
2078,ডিটারজেন্ট
2079,ডিউডরান্ট
2081,চুল ঝরা
2083,কাঁচের চুঁড়ি
2085,সোনার গহনা
2087,চরিত্র
,পৌঢ়
2088,পৌঢ়া
2090,বুড়া
,কিশোর
2091,কিশোরী
2092,তরুণ
2093,তরুণী
2094,বামনত্ব
2095,তোষামোদ
2096,হিংস্র
2097,হল্যান্ড
2098,খাল
,গ্রীন হাউজ
2099,বিল
2100,ভূগর্ভ
2101,দাবানল
2102,দীঘি
2104,স্বাস্থ্যকেন্দ্র
2106,ঘাসফুল
2108,বাংলাদেশ চীন মৈত্রী সম্মেলন কেন্দ্র
2113,জজকোর্ট
2115,ইউনিয়ন পরিষদ
2117,তাজমহল
2118,আবে জমজম
2120,চন্দ্রিমা উদ্যান
2122,মহিষ
2123,বউকথা কও
2126,জেব্রা
2127,কাঠবিড়ালী
2128,কাঠঠোকরা
2129,গোল্ডফিশ
2130,চলন্ত সিঁড়ি
2132,এটিএম বুথ
2134,বোর্ড পিন
2136,মার্কার
2137,ফ্লেক্সিলোড
2138,পেনড্রাইভ
2139,টাচ স্ক্রিন
2141,স্টেবিলাইজার
2143,ভোল্টেজ স্ট্যাবিলাইজার
2144,কার্বন ডাই অক্সাইড
2145,নাইট্রোজেন
2146,নাসা
2147,চোখের মনি
2149,আল জিহ্বা
2151,কিডনী
2152,কানের পর্দা
2154,ফ্যাকাসে
2155,ধমনী
2156,পোস্টমর্টেম
2157,শিশুশ্রম
2158,বাল্যবিবাহ
2159,আয়কর/ইনকাম ট্যাক্স
2164,উচ্ছেদ
2165,এডভোকেসি
2166,ক্রসফায়ার
2167,জবানবন্দি
2168,জেরা করা
,নেশাখোর
2170,নিষেধাজ্ঞা
2171,দৈনিক
2172,প্রধান শিক্ষক
2175,ভোটকেন্দ্র
2176,কবিতা
2177,সমাধান
2178,গড়
2179,গ্রহণ
2180,সাফল্য
2181,উৎস
2182,অভিজ্ঞতা
2183,গুন্ডামি
2184,প্রতিষ্ঠাতা
2185,অতৃপ্তি
2186,অস্তমিত
2187,বিরোধী
2188,জটিল
2189,অস্পষ্ট উচ্চারণ
2191,অভিযুক্ত
2192,চারপাশ
2193,দুই তৃতীয়াংশ
2194,কিছুক্ষণ
2195,সমালোচনা
2196,জিডিপি
2197,জিএনপি
2198,দূরত্ব
2199,ত্রৈমাসিক
2200,বাজেট
2201,মাথাপিছু আয়
2203,বাণী
2204,মুলতবী
2205,ধর্মঘট
2206,আধা সরকারী
2208,ডায়েট করা
2210,পার্থক্য
2211,নিন্দা করা
2213,কুটনামি করা
2215,গুজব ছড়ানো
2217,এড়িয়ে যাওয়া
2219,লুকিয়ে রাখা
2221,আঁকড়ে ধরা
2224,যুগ
2225,লালনগীতি
2227,পপ সঙ্গীত
2229,পল্লীগীতি
2230,আবাসিক
2231,প্রাচীনযুগ
2233,মিথ্যা
2234,ঘনিষ্ঠ
2235,অনবরত
2236,অধিক
,দৃঢ়
2239,অটুট
2240,কৃশ
2242,জিন
2243,কামান
2244,কোম্পানি
2245,সরাইখানা
2246,ইমিটেশন
2247,গুণিজন
2248,সুতারগুটি
2250,তত্ত্বাবধায়ক সরকার
2252,জনগণ
2253,উদ্দীপনা
2254,ঝিলিক
2255,ঢাল
2256,সুর তাল
2257,অন্তর্ভুক্তি
2258,তুত পাতা
2260,দোতারা
2261,ফুটন্ত
2263,ড্রপ/ফোঁটা
2265,দক্ষ
2267,নীরব
2268,নিখোঁজ
2269,নিরুদ্দেশ
2270,অভিযান
2271,বক নং
2272,যাদুটোনা
2274,বেনারসি শাড়ি
2276,কচুর মুখী
2278,ধনেপাতা
2279,কচুর মোড়া
2281,আতপ চাল
2283,মসুর ডাল
2285,মুগ ডাল
2287,খেসারী ডাল
2289,মোরব্বা
2290,শাক
2291,পাপর
2292,ঝুটি
2293,ফিতা
2294,কৌটা
2295,ধানভানা
2296,ভার/কাঁধের ভার
2299,লাঠি
2300,জোয়াল
2301,কাঠি
2302,বেবিকট
2304,টিন
2306,পিরিচ
2307,প্লেট
2308,কলেরা/ডায়রিয়া
2310,হাঁচি
2311,আমাশয়
2312,হাঁপানী রোগ
2314,স্বরবর্ণ
2316,ব্যঞ্জনবর্ণ
2317,ভগ্নাংশ
2318,সরলরেখা
2320,ফজর (নামাজ)
2321,যোহর (নামাজ)
2323,আসর (নামাজ)
2325,মাগরিব (নামাজ)
2327,নিয়ত
2328,রুকু (নামাজের)
2330,সেজদা (নামাজের)
2332,দুরুদ শরীফ
2334,সমাহিত
2335,কুরবানী
2337,কদর
2338,শব-ই-কদর
2340,কোট (খেলার)
2342,ইয়োইয়ো
2344,লাটিম
2345,বেসবল
2346,লেভেল ক্রসিং
2348,লঞ্চ
2349,ট্রাম
2351,মাইলফলক
2352,গোসল
2353,দাঁত মাজা
2355,ঈদ-উল-আযহা
2358,আমন্ত্রণ
2359,শাসন
2360,মেনে নেয়া
2364,যত্ন
2365,শুভেচ্ছা কার্ড
2367,দারোগা
2368,চাকর
2369,পর্বতারোহী
2371,ক্যাপ্টেন
2372,কোচওয়ান
2374,গীতিকার
2375,নাবিক
2376,গোয়ালা
2377,স্বপ্ন
2378,নেতৃত্ব
2379,লোভ
2380,কৌতুহল
2381,ন্যাড়া
2382,দেশপ্রেম
2383,বুদ্ধি
2384,মন/হৃদয়
2386,প্রাণবন্ত
2387,সৎ
2388,খ্যাপা
2389,সুখ
2390,অস্থির
2391,কাতরানো
2392,টিটকারী
2393,সহানুভূতি
2394,আন্তর্জাতিক
2395,দিল্লী
2396,কলকাতা
2397,জিম্বাবুয়ে
2398,দূর্বাঘাস
2399,রেনু
2400,দূষণ
2401,বেলী ফুল
2403,বেল গাছ
2405,লতা
2406,বট গাছ
2408,শেওলা
2409,ঝোপ
2410,ঝাউ গাছ
2412,শিমুল ফুল
2414,কাশফুল
2415,রোদ
2416,অঞ্চল/এলাকা
2418,ধুমকেতু
2419,ভৌগোলিক
2420,গর্ত
2421,হিমবাহ
2422,এভারেস্ট
2423,উপকূল
2424,যমুনা নদী
2426,মেঘনা নদী
2428,তুরাগ নদী
2430,বুড়িগঙ্গা নদী
2432,স্থান
2437,ঈদগাহ
2438,নিউমার্কেট
2439,পিলখানা
2440,সোনারগাঁ
2441,শান্তিনগর
2442,মতিঝিল
2443,সেনানিবাস
2444,লেজ
2445,ভেড়া
2448,শুকর
2449,পেখম
2450,গাভী
2451,কেশর
2452,পাকনা/ডানা
2455,শিম্পাঞ্জি
2456,বাদুড়
2457,ছারপোকা
2458,চামচিকা
2459,দুপুর
2460,ভোর
2461,মিনিট
2462,সেকেন্ড
2463,দৃষ্টি
2464,কন্ঠ
2465,নারী/মহিলা/মেয়ে
2468,ছেলে
2469,দমন
2470,আঘাত
2471,অন্যায়
2472,ন্যায়
2473,প্রতারণা
2474,সংঘর্ষ
2475,প্রতারক
2476,জামিন
2477,স্বচ্ছ
2478,স্বাধীন
2479,স্থাপন
2480,পোস্টকার্ড
2481,দুই ধার
2483,স্কেল
2485,পোষা
2486,খোপ
2488,পলিশ
2489,ক্রম
2490,ভর
2491,আসল
2492,ব্যক্তিগত
2493,বৃথা
2494,বাঁধন
2495,বাদ দেয়া
2497,ভাসমান
2498,রাজকোষ
2499,সংরক্ষণ
2500,সংকোচন
2501,খন্ড
2503,খ্যাতি
2504,সিদ্ধান্ত
2505,পাড়া/মহল্লা
2507,অবস্থান
2508,আশ্রয়
2509,প্রকাশ্যে
2510,এড়ানো/পাশ কাটানো
2513,লিটার
2514,মিলিলিটার
2515,কিলোমিটার
2516,মিটার (পরিমাপ একক)
2519,নির্দেশিত
2520,সেরা/শ্রেষ্ঠ
2522,বান্ডিল
2523,রানী/কুইন
2525,অনুগত
2526,সংলগ্ন
2527,প্রতিবন্ধী
2528,পূর্বপুরুষ
2529,অপ্রাসঙ্গিক
2530,অনিয়ম
2531,অসমতা
2532,অসম্ভব
2533,বাসস্থান
2534,বিকল্প
2535,সম্ভব
2536,স্লোগান
2537,অনাস্থা
2538,শাস্তি
2539,গুপ্ত
2540,পৌঁছানো
2541,ফোটা/ডট
2543,কেন
2544,কবে/কোনদিন
2547,চেনা
2548,অনেকেই
2549,প্রশ্নচিহ্ন
2551,দুর্ভেদ্য
2552,কাদের/কাহাদের
2554,কয়েকটি
2555,কয়টি
2556,তোমাকে/আপনাকে
2558,তাকে/উনাকে
2561,আমাদেরকে
2562,তোমাদেরকে/আপনাদেরকে
2564,শুধুমাত্র
2565,উঠানো
2566,নামানো
2567,পর্যন্ত
2568,প্রাপক
2569,প্রেরক
2570,অপর্যাপ্ত
2571,পর্যাপ্ত
2572,টেংরা মাছ
,মলা মাছ
2574,পুঁটি মাছ
2576,গার্লস গাইড
2578,সেতার
2579,বাংলাদেশ আওয়ামী লীগ
2582,পচা
2583,বীনা
2584,উপরে উঠা
2586,সমগ্র
2587,সঙ্গী
2588,উজালা
2589,কথক নাচ
2591,সরানো
2592,গোলা/গোলানো
2594,ঝাঁক
2595,ঝাকানো
2596,নিভানো
2597,নিঃশেষ
2598,নিঃস্ব
2599,তুলে নেওয়া
2602,নিশানা
2603,কদর্য/বিশ্রী
2605,প্ররোচনা
2606,প্যাঁচ
2607,ফিরে আসা
,সময়ানুবর্তিতা
2609,বিলিকাটা
2613,দাগ
2614,দরদর
2615,দোলা/হেলেদুলে
2618,ঢাকা
2619,ফরিদপুর
2620,মুন্সিগঞ্জ
2621,গোপালগঞ্জ
2622,রাজবাড়ি
2623,শরিয়তপুর
2624,মানিকগঞ্জ
2625,টাঙ্গাইল
2626,চট্টগ্রাম বিভাগ
2628,বান্দরবান
2629,ব্রাহ্মণবাড়ীয়া
2630,কুমিল্লা
2631,রাজশাহী বিভাগ
2633,নওগাঁ
2634,সিরাজগঞ্জ
,জয়পুরহাট
2635,চাঁপাইনবাবগঞ্জ
,খুলনা
2637,যশোর
2638,নড়াইল
2639,চিড়া
2640,সাতক্ষীরা
2641,বাগেরহাট
2642,মেহেরপুর
2643,সিলেট
2644,সুনামগঞ্জ
2645,হবিগঞ্জ
2647,মৌলভীবাজার
2648,বরিশাল
2649,পটুয়াখালী
2650,ভোলা
2651,ঝালকাঠি
2652,রংপুর বিভাগ
2654,গাইবান্ধা
2655,কুড়িগ্রাম
2656,নীলফামারী
2657,ময়মনসিংহ
2658,জামালপুর
2659,নেত্রকোনা
,শেরপুর
