,Inflected_Word,Lemma,POS
4117,না,না,POSঅব্য
4118,জানে,জানা,POSক্রি
4119,দেশপ্রেমের,দেশপ্রেম,POSবি
4120,সেটাই,সে,POSসর্ব
4121,সংজ্ঞা,সংজ্ঞা,POSবি
4122,যেটা,যে,POSসর্ব
4123,আমি,আমি,POSসর্ব
4124,ভাবব,ভাবা,POSক্রি
4125,সৌদি,সৌদি,NNP
4126,আরবে,আরব,NNP
4127,নিষেধাজ্ঞা,নিষেধআজ্ঞা,POSবি
4128,এতটাই,এত,POSবিণ
4129,কড়া,কড়া,POSবিণ
4130,যে,যে,POSসর্ব
4131,এক,এক,POSবিণ
4132,পর্যটকের,পর্যটন,POSবি
4133,পোশাকে,পোশাক,POSবি
4134,পোস্ত,পোস্ত,POSবি
4135,দানা,দানা,POSবি
4136,মেলায়,মেলা,POSবি
4137,তাঁর,তিনি,POSসর্ব
4138,জেল,জেল,POSবি
4139,হয়েছিল,হওয়া,POSক্রি
4140,আমার,আমি,POSসর্ব
4141,আর,আর,POSঅব্য
4142,সহ্য,সহ্য,POSবি
4143,হয়,হয়,POSঅব্য
4144,না,না,POSঅব্য
4145,কুসুম,কুসুম,NNP
4146,মনে,মন,POSবি
4147,করিত,করা,POSক্রি
4148,এ,এ,POSসর্ব
4149,একটা,এক,POSবিণ
4150,বেশ,বেশ,POSক্রিবিণ
4151,মজা,মজা,POSবি
4152,হইতেছে,হওয়া,POSক্রি
4153,এবং,এবং,POSঅব্য
4154,মজাটা,মজা,POSবি
4155,ক্রমে,ক্রম,POSবি
4156,ষোলো,ষোলো,POSবি
4157,আনায়,আনা,POSবি
4158,সম্পূর্ণ,সম্পূর্ণ,POSবিণ
4159,হইয়া,হওয়া,POSক্রি
4160,উঠে,ওঠা,POSক্রি
4161,ইহাতে,ইহা,POSসর্ব
4162,তাহার,তিনি,POSসর্ব
4163,একটা,এক,POSবিণ
4164,আগ্রহ,আগ্রহ,POSবি
4165,ছিল,থাকা,POSক্রি
4166,অতি,অতি,POSঅব্য
4167,কষ্টে,কষ্ট,POSবি
4168,বাঘিনীর,বাঘ,POSবি
4169,দেহ,দেহ,POSবি
4170,উদ্ধারের,উদ্ধার,POSবি
4171,পরে,পর,POSবিণ
4172,কোনও,কোনও,POSসর্ব
4173,বিতর্কের,বিতর্ক,POSবি
4174,ঝুঁকি,ঝুঁকি,POSবি
4175,নিচ্ছে,নেওয়া,POSক্রি
4176,না,না,POSঅব্য
4177,বনবিভাগ,বনবিভাগ,POSবি
4178,ভারত,ভারত,NNP
4179,আড়মোড়া,আড়মোড়া,POSবি
4180,ভাঙে,ভাঙা,POSক্রি
4181,নাগাদ,নাগাদ,POSঅব্য
4182,এমনিতেই,এমন,POSসর্ব
4183,বিশ্ব,বিশ্ব,POSবি
4184,বাজারে,বাজার,POSবি
4185,মন্দার,মন্দার,POSবি
4186,জেরে,জের,POSবি
4187,ভারতের,ভারত,NNP
4188,রফতানি,রফতানি,POSবি
4189,কমছে,কমানো,POSক্রি
4190,আমারই,আমি,POSসর্ব
4191,হার,হার,POSবি
4192,হল,হওয়া,POSক্রি
4193,অন্য,অন্য,POSবিণ
4194,সৌরমণ্ডলে,সৌরমণ্ডল,POSবি
4195,গ্যাসে,গ্যাস,POSবি
4196,ভরা,ভরা,POSক্রি
4197,বিশাল,বিশাল,POSবিণ
4198,গ্রহগুলো,গ্রহ,POSবি
4199,তাদের,সে,POSসর্ব
4200,নক্ষত্রের,নক্ষত্র,POSবি
4201,অনেক,অনেক,POSবিণ
4202,কাছে,কাছ,POSবি
4203,রয়েছে,রওয়া,POSক্রি
4204,হরিহর,হরিহর,NNP
4205,তাড়াতাড়ি,তাড়াতাড়ি,POSক্রিবিণ
4206,তাহাদিগকে,সে,POSসর্ব
4207,থামাইয়া,থামানো,POSক্রি
4208,দিলেন,দেওয়া,POSক্রি
4209,সে,তিনি,POSসর্ব
4210,যেন,যে,POSঅব্য
4211,ব্যথিত,ব্যথা,POSবি
4212,হইয়া,হওয়া,POSক্রি
4213,কেবলই,কেবল,POSক্রিবিণ
4214,আমাকে,আমি,POSসর্ব
4215,প্রশ্ন,প্রশ্ন,POSবি
4216,করিয়া,করা,POSঅব্য
4217,ফিরিতেছে,ফেরা,POSক্রি
4218,বাবা,বাবা,POSবি
4219,কেন,কেন,POSঅব্য
4220,এমন,এমন,POSক্রিবিণ
4221,করিলে,করা,POSক্রি
4222,সেই,সেই,POSসর্ব
4223,মুহূর্তে,মুহূর্ত,POSবি
4224,আকস্মিক,আকস্মিক,POSবিণ
4225,ভাবে,ভাব,POSবি
4226,তাঁর,তিনি,POSসর্ব
4227,মৃত্যু,মৃত্যু,POSবি
4228,হয়,হয়,POSঅব্য
4229,একদিন,একদিন,POSবি
4230,সামান্য,সামান্য,POSবিণ
4231,কারণে,কারণ,POSবি
4232,বিষ,বিষ,POSবি
4233,উদ্গীরিত,উদ্গীরিত,POSবিণ
4234,হইয়া,হওয়া,POSক্রি
4235,পড়িল,পড়া,POSক্রি
4236,সদ্যবিধবা,সদ্যবিধবা,POSবি
4237,গৌরী,গৌরী,NNP
4238,যেমন,যেমন,POSক্রিবিণ
4239,বাতায়ন,বাতায়ন,POSবি
4240,হইতে,হওয়া,POSক্রি
4241,গুরুদেবকে,গুরুদেব,POSবি
4242,চোরের,চোর,POSবি
4243,মতো,মতো,POSঅব্য
4244,পুষ্করিণীর,পুষ্করিণী,POSবি
4245,তটে,তট,POSবি
4246,দেখিল,দেখা,POSক্রি
4247,তৎক্ষণাৎ,তৎক্ষণাৎ,POSসর্ব
4248,বজ্রচকিতের,বজ্রচকিত,POSবি
4249,ন্যায়,ন্যায়,POSঅব্য
4250,দৃষ্টি,দৃষ্টি,POSবি
4251,অবনত,অবনত,POSবিণ
4252,করিল,করা,POSক্রি
4253,বানাবেন,বানানো,POSক্রি
4254,কী,কী,POSসর্ব
4255,ভাবে,ভাব,POSবি
4256,এক,এক,POSবি
4257,একটা,এক,POSবিণ
4258,রাউন্ড,রাউন্ড,NNP
4259,প্রায়,প্রায়,POSক্রিবিণ
4260,দিন,দিন,POSবি
4261,চলত,চলা,POSক্রি
4262,জগদীশপ্রসাদ,জগদীশপ্রসাদ,NNP
4263,শশব্যস্ত,শশব্যস্ত,POSবিণ
4264,হয়ে,হয়ে,POSক্রিবিণ
4265,বলে,বলে,POSক্রিবিণ
4266,উঠলেন,ওঠা,POSক্রি
4267,এ,এ,POSঅব্য
4268,আবার,আবার,POSক্রিবিণ
4269,কী,কী,POSসর্ব
4270,রকমের,রকম,POSবি
4271,সম্মান,সম্মান,POSবি
4272,কী,কী,POSঅব্য
4273,ভাবে,ভাব,POSবি
4274,সেটা,সে,POSসর্ব
4275,একটু,এক,POSবিণ
4276,খোলসা,খোলসা,POSবিণ
4277,করে,করা,POSক্রি
4278,বলা,বলা,POSক্রি
4279,যাক,যাওয়া,POSক্রি
4280,স্থানীয়,স্থান,POSবিণ
4281,ক্লাব,ক্লাব,POSবি
4282,মহিলা,মহিলা,POSবি
4283,সংগঠন,সংগঠন,POSবি
4284,বিশ্ববিদ্যালয়,বিশ্ববিদ্যালয়,POSবি
4285,এন,এন,NNP
4286,জি,জি,NNP
4287,ও,ও,NNP
4288,ধর্মগুরু,ধর্মগুরু,POSবি
4289,রাজনীতিক,রাজনীতি,POSবি
4290,পঞ্চায়েত,পঞ্চায়েত,POSবি
4291,প্রধান,প্রধান,POSবিণ
4292,স্থানীয়,স্থান,POSবিণ
4293,শিশু,শিশু,POSবি
4294,চিকিৎসকদের,চিকিৎসক,POSবি
4295,কার্যক্রমে,কার্যক্রম,POSবি
4296,জড়িয়ে,জড়ানো,POSক্রি
4297,নেওয়া,নেওয়া,POSক্রি
4298,শুরু,শুরু,POSবি
4299,হয়,হয়,POSঅব্য
4300,কোনো,কোন,POSসর্ব
4301,কোনো,কোন,POSসর্ব
4302,পণ্ডিতের,পণ্ডিত,POSবি
4303,মতে,মত,POSঅব্য
4304,উপাধির,উপাধি,POSবি
4305,সার্থকতা,সার্থক,POSবিণ
4306,ঘটিয়াছিল,ঘটা,POSক্রি
4307,কারণ,কারণ,POSঅব্য
4308,তর্ক,তর্ক,POSবি
4309,এবং,এবং,POSঅব্য
4310,বাক্য,বাক্য,POSবি
4311,সমস্তই,সমস্ত,POSবি
4312,তাঁহার,তিনি,POSসর্ব
4313,পত্নীর,পত্নী,POSবি
4314,অংশে,অংশ,POSবি
4315,পড়িয়াছিল,পড়া,POSক্রি
4316,তিনি,তিনি,POSসর্ব
4317,পতিরূপে,পতিরূপ,POSবি
4318,তাহার,তিনি,POSসর্ব
4319,সম্পূর্ণ,সম্পূর্ণ,POSবিণ
4320,ফলভোগ,ফলভোগ,POSবি
4321,করিয়াছিলেন,করা,POSক্রি
4322,শেষমেশ,শেষ,POSবি
4323,তা,তা,POSঅব্য
4324,পূরণ,পূরণ,POSবি
4325,হয়,হয়,POSঅব্য
4326,না,না,POSঅব্য
4327,আশাভঙ্গে,আশাভঙ্গ,POSবি
4328,অবসাদ,অবসাদ,POSবি
4329,আসে,আসা,POSক্রি
4330,কী,কী,POSসর্ব
4331,ভাবতেন,ভাবা,POSক্রি
4332,নেহরু,নেহরু,NNP
4333,জানতে,জানা,POSক্রি
4334,ইচ্ছে,ইচ্ছা,POSবি
4335,করে,করা,POSক্রি
4336,কেননা,কেননা,POSঅব্য
4337,এখনকার,এখন,POSক্রিবিণ
4338,নেতারা,নেতা,POSবি
4339,যে,যে,POSসর্ব
4340,ভাবে,ভাব,POSবি
4341,প্রদেশগঠনের,প্রদেশগঠন,POSবি
4342,বিষয়টি,বিষয়,POSবি
4343,বিবেচনা,বিবেচনা,POSবি
4344,করেন,করা,POSক্রি
4345,নেহরুরা,নেহরু,NNP
4346,সে,তিনি,POSসর্ব
4347,ভাবে,ভাব,POSবি
4348,ভাবতেন,ভাবা,POSক্রি
4349,না,না,POSঅব্য
4350,জোর,জোর,POSবি
4351,করে,করা,POSক্রি
4352,আমার,আমি,POSসর্ব
4353,হাত,হাত,POSবি
4354,চেপে,চাপা,POSক্রি
4355,ধরে,ধরা,POSক্রি
4356,বললে,বলা,POSক্রি
4357,করছ,করা,POSক্রি
4358,কী,কী,POSসর্ব
4359,ও,ও,POSসর্ব
4360,যে,যে,POSসর্ব
4361,মেথর,মেথর,POSবি
4362,আর,আর,POSঅব্য
4363,ওই,ও,POSসর্ব
4364,ফলটিরই,ফল,POSবি
4365,কাঁচা,কাঁচা,POSবিণ
4366,অবস্থায়,অবস্থা,POSবি
4367,খোসার,খোসা,POSবি
4368,নির্যাস,নির্যাস,POSবি
4369,হল,হওয়া,POSক্রি
4370,আফিম,আফিম,POSবি
4371,স্থির,স্থির,POSবি
4372,করলুম,করা,POSক্রি
4373,মেথরকে,মেথর,POSবি
4374,আমার,আমি,POSসর্ব
4375,নিজের,নিজ,POSসর্ব
4376,গাড়িতে,গাড়ি,POSবি
4377,তুলে,তোলা,POSক্রি
4378,নিয়ে,নিয়ে,POSঅব্য
4379,দেখাব,দেখানো,POSক্রি
4380,আমি,আমি,POSসর্ব
4381,ধার্মিকদের,ধর্ম,POSবি
4382,দলে,দল,POSবি
4383,নই,না,POSক্রি
4384,যখন,যখন,POSক্রিবিণ
4385,তখন,তখন,POSঅব্য
4386,মানুষ,মানুষ,POSবি
4387,নানা,নানা,POSবিণ
4388,উপলক্ষে,উপলক্ষ,POSবি
4389,পোলিয়ো,পোলিয়ো,POSবি
4390,টিকা,টিকা,POSক্রি
4391,কর্মসূচি,কর্মসূচি,POSবি
4392,বয়কট,বয়কট,POSবি
4393,করছে,করা,POSক্রি
4394,দস্যুপতি,দস্যুপতি,POSবি
4395,কহিলেন,কহা,POSক্রি
4396,তবে,তবে,POSঅব্য
4397,এ,এ,POSসর্ব
4398,শিকার,শিকার,POSবি
4399,আমার,আমি,POSসর্ব
4400,কিন্তু,কিন্তু,POSঅব্য
4401,ব্যাপারটা,ব্যাপার,POSবি
4402,অতি,অতি,POSঅব্য
4403,ক্ষুদ্র,ক্ষুদ্র,POSবিণ
4404,এবং,এবং,POSঅব্য
4405,দুই,দুই,POSবিণ
4406,কথায়,কথা,POSবি
4407,শেষ,শেষ,POSবি
4408,হইয়া,হওয়া,POSক্রি
4409,যায়,যায়,POSক্রি
4410,পরমানন্দের,পরমআনন্দ,NNP
4411,সাধু,সাধু,POSবি
4412,চরিত্র,চরিত্র,POSবি
4413,সম্বন্ধে,সম্বন্ধ,POSবি
4414,দেশে,দেশ,POSবি
4415,বিদেশে,বিদেশ,POSবি
4416,কাহারো,কেহ,POSসর্ব
4417,মনে,মন,POSবি
4418,সংশয়মাত্র,সংশয়মাত্র,POSবি
4419,ছিল,থাকা,POSক্রি
4420,না,না,POSঅব্য
4421,দর্শকগণ,দর্শক,POSবি
4422,ধন্য,ধন্য,POSবিণ
4423,ধন্য,ধন্য,POSবিণ
4424,করিতে,করা,POSক্রি
4425,লাগিল,লাগা,POSক্রি
4426,মাসি,মাসি,POSবি
4427,বললেন,বলা,POSক্রি
4428,নতুন,নতুন,POSবিণ
4429,রকমের,রকম,POSবি
4430,বলছ,বলা,POSক্রি
4431,কেন,কেন,POSঅব্য
4432,অতি,অতি,POSঅব্য
4433,পুরাতন,পুরাতন,POSবিণ
4434,যখন,যখন,POSক্রিবিণ
4435,বিবাহ,বিবাহ,POSবি
4436,করিলেন,করা,POSক্রি
4437,তখন,তখন,POSঅব্য
4438,তিনি,তিনি,POSসর্ব
4439,বর্তমান,বর্তমান,POSবিণ
4440,নববধূর,নববধূ,POSবি
4441,অপেক্ষা,অপেক্ষা,POSবি
4442,ভাবী,ভাবী,POSবিণ
4443,নবকুমারের,নবকুমার,POSবিণ
4444,মুখ,মুখ,POSবি
4445,স্পষ্টতররূপে,স্পষ্টরূপ,POSক্রিবিণ
4446,দেখিতে,দেখা,POSক্রি
4447,পাইয়াছিলেন,পাওয়া,POSক্রি
4448,দ্বারে,দ্বার,POSবি
4449,দ্বারে,দ্বার,POSবি
4450,কদলীতরু,কদলীতরু,POSবি
4451,ও,ও,POSসর্ব
4452,মঙ্গলঘট,মঙ্গলঘট,POSবি
4453,গৃহে,গৃহ,POSবি
4454,গৃহে,গৃহ,POSবি
4455,শঙ্খধ্বনি,শঙ্খধ্বনি,POSবি
4456,অক্সফোর্ড,অক্সফোর্ড,NNP
4457,বিশ্ববিদ্যালয়ে,বিশ্ববিদ্যালয়,POSবি
4458,ইংরেজি,ইংরেজি,POSবি
4459,সাহিত্য,সাহিত্য,POSবি
4460,নিয়ে,নেওয়া,POSক্রি
4461,পড়ার,পড়া,POSক্রি
4462,ইচ্ছাও,ইচ্ছা,POSবি
4463,অনেক,অনেক,POSবিণ
4464,দিন,দিন,POSবি
4465,ধরে,ধরা,POSক্রি
4466,নিজের,নিজ,POSসর্ব
4467,মনে,মন,POSবি
4468,লালন,লালন,POSবি
4469,করে,করা,POSক্রি
4470,আসছিল,আসা,POSক্রি
4471,শতপর্ণা,শতপর্ণা,NNP
4472,মোটরের,মোটর,POSবি
4473,শিঙা,শিঙা,POSবি
4474,ফুঁকতে,ফোঁকা,POSক্রি
4475,ফুঁকতে,ফোঁকা,POSক্রি
4476,উত্তেজিত,উত্তেজনা,POSবি
4477,জনতার,জনতা,POSবি
4478,কেন্দ্রের,কেন্দ্র,POSবি
4479,কাছে,কাছে,POSক্রিবিণ
4480,গিয়ে,গিয়ে,POSঅব্য
4481,দেখি,দেখা,POSক্রি
4482,আমাদের,আমি,POSসর্ব
4483,পাড়ার,পাড়া,POSবি
4484,বুড়ো,বুড়ো,POSবিণ
4485,সরকারি,সরকার,POSবি
4486,মেথরটাকে,মেথর,POSবি
4487,বেদম,বেদম,POSবিণ
4488,মারছে,মারা,POSক্রি
4489,কাল,কাল,POSবি
4490,চায়ের,চা,POSবি
4491,নিমন্ত্রণে,নিমন্ত্রণ,POSবি
4492,যাবার,যাওয়া,POSক্রি
4493,পূর্বেই,পূর্ব,POSবি
4494,আমার,আমি,POSসর্ব
4495,নিষ্খদ্দর,খদ্দর,POSবি
4496,বেশ,বেশ,POSক্রিবিণ
4497,নিয়ে,নিয়ে,POSঅব্য
4498,একসহস্র,একসহস্র,POSবিণ
4499,একতম,এক,POSবিণ
4500,বার,বার,POSবি
4501,কলিকা,কলিকা,NNP
4502,যে,যে,POSসর্ব
4503,আলোচনা,আলোচনা,POSবি
4504,উত্থাপিত,উত্থাপন,POSবি
4505,করেছিল,করা,POSক্রি
4506,তাতে,তা,POSবি
4507,তার,তার,POSবি
4508,কণ্ঠস্বরে,কণ্ঠস্বর,POSবি
4509,মাধুর্যমাত্র,মাধুর্যমাত্র,POSক্রিবিণ
4510,ছিল,থাকা,POSক্রি
4511,না,না,POSঅব্য
4512,আর,আর,POSঅব্য
4513,হেল,হেল,NNP
4514,বপ,বপ,NNP
4515,ও,ও,POSসর্ব
4516,হায়াকুতাকে,হায়াকুতা,NNP
4517,মতো,মতো,POSঅব্য
4518,যে,যে,POSসর্ব
4519,ধূমকেতুগুলিকে,ধূমকেতু,POSবি
4520,আমরা,আমি,POSসর্ব
4521,কয়েকশো,কয়েকশত,POSবিণ
4522,বছর,বছর,POSবি
4523,পর,পর,POSক্রিবিণ
4524,পর,পর,POSক্রিবিণ
4525,দেখতে,দেখা,POSক্রি
4526,পাই,পাওয়া,POSক্রি
4527,তারা,সে,POSসর্ব
4528,আসে,আসা,POSক্রি
4529,উরট্,উরট্,NNP
4530,ক্সাউড,ক্সাউড,NNP
4531,থেকে,থেকে,POSঅব্য
4532,নিরপেক্ষ,নিরপেক্ষ,POSবিণ
4533,হইয়া,হওয়া,POSক্রি
4534,কাজ,কাজ,POSবি
4535,না,না,POSঅব্য
4536,করিলে,করা,POSক্রি
4537,কাজের,কাজ,POSবি
4538,গৌরব,গৌরব,POSবি
4539,আর,আর,POSঅব্য
4540,থাকে,থাকা,POSক্রি
4541,না,না,POSঅব্য
4542,যে,যে,POSসর্ব
4543,তেলঙ্গানা,তেলঙ্গানা,NNP
4544,আজ,আজ,POSবি
4545,নিজেকে,নিজ,POSসর্ব
4546,ছোট,ছোট,POSবিণ
4547,বলছে,বলা,POSক্রি
4548,সেও,সে,POSসর্ব
4549,নিশ্চয়ই,নিশ্চয়,POSক্রিবিণ
4550,হোমোজেনাস,হোমোজেনাস,UNK
4551,বা,বা,POSঅব্য
4552,একশৈলিক,একশৈলিক,POSবিণ
4553,নয়,না,POSঅব্য
4554,তার,তার,POSবি
4555,অভ্যন্তরেও,অভ্যন্তর,POSবি
4556,আরও,আর,POSবিণবিণ
4557,ছোটর,ছোট,POSবিণ
4558,দাবি,দাবি,POSবি
4559,আছে,আছে,POSক্রি
4560,শশীর,শশী,NNP
4561,বয়স,বয়স,POSবি
4562,বারো,বারো,POSবিণ
4563,হইয়া,হওয়া,POSক্রি
4564,প্রায়,প্রায়,POSক্রিবিণ
4565,তেরোয়,তেরো,POSবিণ
4566,পড়ে,পড়া,POSক্রিবিণ
4567,আচমকা,চমক,POSবি
4568,হৃদ্রোগের,হৃদ্রোগ,POSবি
4569,সম্ভাবনা,সম্ভাবনা,POSবি
4570,এ,এ,POSসর্ব
4571,ক্ষেত্রে,ক্ষেত্র,POSবি
4572,সবচেয়ে,সবচেয়ে,POSক্রিবিণ
4573,জোরালো,জোর,POSবিণ
4574,ব্যাপারটা,ব্যাপার,POSবি
4575,ঘটেছিল,ঘটা,POSক্রি
4576,কাল,কাল,POSবি
4577,শনিবার,শনিবার,NNP
4578,দিনে,দিন,POSবি
4579,উল্লেখ্য,উল্লেখ,POSবি
4580,মহারাষ্ট্রের,মহারাষ্ট্র,NNP
4581,মারাঠাওয়াড়া,মারাঠাওয়াড়া,NNP
4582,অঞ্চলে,অঞ্চল,POSবি
4583,তীব্র,তীব্র,POSবিণ
4584,খরা,খরা,POSবি
4585,চলছে,চলা,POSক্রি
4586,অবশ্যই,অবশ্য,POSক্রিবিণ
4587,সে,তিনি,POSসর্ব
4588,তোমাদের,তুমি,POSসর্ব
4589,নিজগুণে,নিজগুণ,POSক্রি
4590,শুভাদৃষ্টক্রমে,শুভদৃষ্টক্রম,POSক্রিবিণ
4591,আমার,আমি,POSসর্ব
4592,প্রতি,প্রতি,POSবিণ
4593,সহসা,সহসা,POSক্রিবিণ
4594,তোমাদের,তুমি,POSসর্ব
4595,অনুগ্রহ,অনুগ্রহ,POSবি
4596,উদয়,উদয়,POSবি
4597,হইয়াছিল,হওয়া,POSক্রি
4598,কিন্তু,কিন্তু,POSঅব্য
4599,তাঁদের,তিনি,POSসর্ব
4600,তিন,তিন,POSবিণ
4601,দিনের,দিন,POSবি
4602,চেষ্টাই,চেষ্টা,POSবি
4603,ব্যর্থ,ব্যর্থ,POSবিণ
4604,হয়,হয়,POSঅব্য
4605,এই,এই,POSবিণ
4606,বলিয়া,বলা,POSক্রি
4607,সর্বলোকের,সর্বলোক,POSবি
4608,সমক্ষে,সমক্ষে,POSক্রিবিণ
4609,আমি,আমি,POSসর্ব
4610,চীৎকার,চীৎকার,POSক্রি
4611,করিয়া,করা,POSঅব্য
4612,বলিলাম,বলা,POSক্রি
4613,ওগো,ওগো,POSঅব্য
4614,আমি,আমি,POSসর্ব
4615,এই,এই,POSসর্ব
4616,বৃদ্ধের,বৃদ্ধ,POSবি
4617,সর্বনাশ,সর্বনাশ,POSবি
4618,করিয়াছি,করা,POSক্রি
4619,আমি,আমি,POSসর্ব
4620,তাহার,তিনি,POSসর্ব
4621,দণ্ড,দণ্ড,POSবি
4622,লইতেছি,লওয়া,POSক্রি
4623,ভগবান,ভগবান,POSবি
4624,আমার,আমি,POSসর্ব
4625,শশীকে,শশী,NNP
4626,রক্ষা,রক্ষা,POSবি
4627,করুন,করা,POSক্রি
4628,শোফারকে,শোফার,POSবি
4629,বললে,বলা,POSক্রি
4630,গঙ্গাদীন,গঙ্গাদীন,NNP
4631,হাঁকিয়ে,হাঁকানো,POSক্রি
4632,চলে,চলা,POSক্রি
4633,যাও,যাওয়া,POSক্রি
4634,রাষ্ট্রদর্শন,রাষ্ট্রদর্শন,POSবি
4635,ইত্যাদির,ইত্যাদি,POSঅব্য
4636,জায়গা,জায়গা,POSবি
4637,তাতে,তা,POSবি
4638,নেই,না,POSঅব্য
4639,কিন্তু,কিন্তু,POSঅব্য
4640,পুর,পুর,POSবি
4641,রক্ষীরা,রক্ষা,POSবি
4642,অস্ত্র,অস্ত্র,POSবি
4643,জমা,জমা,POSক্রি
4644,দিলে,দেওয়া,POSক্রি
4645,অরক্ষিত,রক্ষা,POSবিণ
4646,থাকবে,থাকা,POSক্রি
4647,পুরসভার,পুরসভা,POSবি
4648,বহু,বহু,POSবিণ
4649,গুরুত্বপূর্ণ,গুরুত্বপূর্ণ,POSবিণ
4650,সম্পত্তি,সম্পত্তি,POSবি
4651,ঠাকুরানীর,ঠাকুরানী,POSবি
4652,অজ্ঞাতসারে,অজ্ঞাতসার,POSঅব্য
4653,গোপনে,গোপন,POSবি
4654,ক্ষুধিত,ক্ষুধা,POSবি
4655,বালককে,বালক,POSবি
4656,কেহ,কেউ,POSসর্ব
4657,যে,যে,POSসর্ব
4658,খাদ্য,খাদ্য,POSবি
4659,দিবে,দেওয়া,POSক্রি
4660,বাড়িতে,বাড়ি,POSবি
4661,এমন,এমন,POSক্রিবিণ
4662,দুঃসাহসিক,দুঃসাহসিক,POSবিণ
4663,কেহ,কেউ,POSসর্ব
4664,ছিল,থাকা,POSক্রি
4665,না,না,POSঅব্য
4666,তার,তার,POSবি
4667,চেয়ে,চেয়ে,POSক্রি
4668,বরং,বরং,POSঅব্য
4669,সবাই,সবাই,POSসর্ব
4670,ইঞ্জিনিয়ারিং,ইঞ্জিনিয়ার,UNK
4671,পড়ুক,পড়া,POSক্রি
4672,প্রথমত,প্রথম,POSবিণ
4673,তারা,তারা,POSবি
4674,পালস,পালস,NNP
4675,পোলিয়ো,পোলিয়ো,NNP
4676,দিবস,দিবস,POSবি
4677,এবং,এবং,POSঅব্য
4678,সাবন্যাশনাল,সাবন্যাশনাল,UNK
4679,টিকাকরণ,টিকাকরণ,POSবি
4680,দিবসের,দিবস,POSবি
4681,সংখ্যা,সংখ্যা,POSবি
4682,কমিয়ে,কম,POSবিণ
4683,রুটিন,রুটিন,POSবি
4684,টিকাকরণে,টিকাকরণ,POSক্রি
4685,জোর,জোর,POSবি
4686,দিতে,দেওয়া,POSক্রি
4687,চায়,চাওয়া,POSক্রি
4688,ফলে,ফল,POSবি
4689,সেই,সেই,POSসর্ব
4690,সব,সব,POSসর্ব
4691,নক্ষত্র,নক্ষত্র,POSবি
4692,থেকে,থেকে,POSঅব্য
4693,দূরে,দূর,POSবিণ
4694,থাকা,থাকা,POSক্রি
4695,হ্যাবিটেব্ল,হ্যাবিটেব্ল,NNP
4696,জোনে,জোন,NNP
4697,যদি,যদি,POSঅব্য
4698,পৃথিবীর,পৃথিবী,NNP
4699,মতো,মতো,POSঅব্য
4700,কোনও,কোনও,POSসর্ব
4701,বাসযোগ্য,বাসযোগ্য,POSবিণ
4702,গ্রহ,গ্রহ,POSবি
4703,থাকার,থাকা,POSক্রি
4704,সম্ভাবনা,সম্ভাবনা,POSবি
4705,থাকেও,থাকা,POSক্রি
4706,তা,তা,POSঅব্য
4707,হলে,হওয়া,POSক্রি
4708,সেই,সেই,POSসর্ব
4709,সম্ভাবনাকে,সম্ভাবনা,POSবি
4710,অনেকটাই,অনেক,POSসর্ব
4711,নষ্ট,নষ্ট,POSবিণ
4712,করে,করা,POSক্রি
4713,দিয়েছে,দেওয়া,POSক্রি
4714,তাদের,সে,POSসর্ব
4715,ওপর,ওপর,POSঅব্য
4716,মুহুর্মুহু,মুহুর্মুহু,POSঅব্য
4717,ধূমকেতু,ধূমকেতু,POSবি
4718,ও,ও,POSসর্ব
4719,গ্রহাণুর,গ্রহঅণু,POSবি
4720,আছড়ে,আছড়ানো,POSক্রি
4721,পড়ার,পড়া,POSক্রি
4722,ঘটনা,ঘটনা,POSবি
4723,তখন,তখন,POSঅব্য
4724,দ্বার,দ্বার,POSবি
4725,রুদ্ধ,রুদ্ধ,POSবিণ
4726,হইয়া,হওয়া,POSক্রি
4727,গিয়াছে,যাওয়া,POSক্রি
4728,দীপ,দীপ,POSবি
4729,নির্বাপিত,নির্বাপণ,POSবিণ
4730,তারই,তার,POSসর্ব
4731,হাতে,হাত,POSবি
4732,পুরস্কারের,পুরস্কার,POSবি
4733,ভার,ভার,POSবি
4734,সেই,সেই,POSসর্ব
4735,একাকী,এক,POSবিণ
4736,মানুষগুলো,মানুষ,POSবি
4737,ছুটি,ছুটি,POSবি
4738,কাটানোর,কাটানো,POSক্রি
4739,কোনও,কোনও,POSসর্ব
4740,মারকাটারি,মারকাটারি,POSবিণ
4741,পরিকল্পনা,পরিকল্পনা,POSবি
4742,করে,করা,POSক্রি
4743,উঠতে,ওঠা,POSক্রি
4744,পারেন,পারা,POSক্রি
4745,না,না,POSঅব্য
4746,ফলে,ফল,POSবি
4747,প্রায়,প্রায়,POSক্রিবিণ
4748,কুঁকড়ে,কুঁকড়ানো,POSক্রি
4749,কান,কান,POSবি
4750,চাপা,চাপা,POSক্রি
4751,দিয়ে,দেওয়া,POSঅব্য
4752,বসে,বসা,POSক্রি
4753,থাকার,থাকা,POSক্রি
4754,উপক্রম,উপক্রম,POSবি
4755,হয়,হয়,POSঅব্য
4756,মিষ্টান্ন,মিষ্টান্ন,POSবি
4757,প্রিয়,প্রিয়,POSবিণ
4758,রাজার,রাজা,POSবি
4759,রসনা,রসনা,POSবি
4760,তৃপ্তির,তৃপ্ত,POSবিণ
4761,কথা,কথা,POSবি
4762,ভেবে,ভাবা,POSক্রি
4763,যে,যে,POSসর্ব
