,id,language,original,polished,polish_type,model,sem_similarity
79,python_80,Python,"from collections import Counter,defaultdict,deque
from bisect import bisect_left
import sys,math,itertools,pprint,fractions,time
sys.setrecursionlimit(10**8)
mod = 10**9+7
INF = float('inf')
def inp(): return int(sys.stdin.readline())
def inpl(): return list(map(int, sys.stdin.readline().split()))

st = time.time()
n = inp()
a = []
for i in range(n):
    b = inpl()
    a.append(deque(b))
zan = n*(n-1)//2
res = 0
while True:
    res += 1
    now = zan
    s = set()
    for i in range(n):
        if i in s or a[i] == deque([]): continue
        end = True
        chk = a[i][0] - 1
        if not chk in s and a[chk][0] == i+1:
            zan -= 1
            if not zan: 
                print(res); quit()
            a[i].popleft(); a[chk].popleft()
            s.add(i); s.add(chk)
        # print(res,i,chk,a)
        nnn = time.time()
    if now == zan:
        print(-1)
        quit()
    if nnn - st > 1.7:
        print(n*(n-1)//2)
        quit()

            
","Here is the polished code:

```
from collections import Counter, defaultdict, deque
from bisect import bisect_left
import sys, math, itertools, pprint, fractions, time
sys.setrecursionlimit(10**8)
mod = 10**9 + 7
INF = float('inf')

def inp(): return int(input())
def inpl(): return list(map(int, input().split()))

start_time = time.time()
n = inp()
a = [deque() for _ in range(n)]
for i in range(n):
    a[i] = deque(map(int, input().split()))

half = n * (n - 1) // 2
result = 0
while True:
    result += 1
    current = half
    visited = set()
    for i in range(n):
        if i in visited or not a[i]: continue
        end = True
        prev = a[i].popleft() - 1
        if prev not in visited and a[prev][0] == i + 1:
            current -= 1
            if not current:
                print(result)
                quit()
            a[i].popleft()
            a[prev].popleft()
            visited.add(i)
            visited.add(prev)
        # print(result, i, prev, a)
    if current == half:
        print(-1)
        quit()
    if time.time() - start_time > 1.7:
        print(half)
        quit()
```",minor,Meta-Llama-2-7b-chat,0.8455
80,python_81,Python,"n = int(input())
a = list(map(int, input().split()))

print(sum(a)-n)","```
num_students = int(input())
scores = list(map(int, input().split()))

print(sum(scores) - num_students)
```",minor,Meta-Llama-2-7b-chat,0.6958
81,python_82,Python,"from collections import Counter
N,A,B = map(int, input().split())
v = list(map(int, input().split()))
v.sort(reverse=True)

c = Counter(v)
ans_num = sum(v[:A]) / A
ans_cnt = 0

from operator import mul
from functools import reduce

def cmb(n,r):
    r = min(n-r,r)
    if r == 0: return 1
    over = reduce(mul, range(n, n - r, -1))
    under = reduce(mul, range(1,r + 1))
    return over // under

num = v[A-1]
num_all = c[num]
cc = Counter(v[:A])
tmp = cc[num]

for i in range(A-1, B):
    last = v[i]
    if i != A-1:
        if last != v[0]:
            break
    ans_cnt += cmb(num_all, (i+1)-(A-tmp))


print(ans_num)
print(ans_cnt)
","```
from collections import Counter
N, A, B = map(int, input().split())
v = sorted(map(int, input().split()), reverse=True)

c = Counter(v)
ans_num = sum(v[:A]) / A
ans_cnt = 0

from operator import mul
from functools import reduce

def cmb(n, r):
    r = min(n-r, r)
    if r == 0: return 1
    over = reduce(mul, range(n, n - r, -1), 1)
    under = reduce(mul, range(1, r + 1), 1)
    return over // under

num = v[A-1]
num_all = c[num]
cc = Counter(v[:A])
tmp = cc[num]

for i in range(A-1, B):
    last = v[i]
    if i!= A-1 and last!= v[0]:
        break
    ans_cnt += cmb(num_all, i+1-A+tmp)

print(ans_num)
print(ans_cnt)
```",minor,Meta-Llama-2-7b-chat,0.875
82,python_83,Python,"import collections
A = input()
cnt = collections.defaultdict(int)
ans = 1
for i, a in enumerate(A):
    ans += i - cnt[a]
    cnt[a] += 1
print(ans)
","```
import collections
a_string = input()
count_dict = collections.defaultdict(int)
running_total = 0
for i, char in enumerate(a_string):
    running_total += i - count_dict[char]
    count_dict[char] += 1
print(running_total)
```",minor,Meta-Llama-2-7b-chat,0.8291
83,python_84,Python,"s = input()
#print(s[-7:])
if s[0:7] == ""keyence"":
  print(""YES"")
elif s[-7:] == ""keyence"":
  print(""YES"")
elif s[0:1]==""k"" and s[-6:] == ""eyence"":
  print(""YES"")
elif s[0:2] ==""ke"" and s[-5:] == ""yence"":
  print(""YES"")
elif s[0:3] == ""key"" and s[-4:] == ""ence"":
  print(""YES"")
elif s[0:4] == ""keye"" and s[-3:] == ""nce"":
  print(""YES"")
elif s[0:5] == ""keyen"" and s[-2:] ==""ce"":
  print(""YES"")
elif s[0:6] == ""keyenc"" and s[-1:] == ""e"":
  print(""YES"")
else:
  print(""NO"")","```
s = input()
if s.startswith(""keyence"") or s.endswith(""keyence""):
    print(""YES"")
elif s.startswith(""k"") and s.endswith(""eyence""):
    print(""YES"")
elif s.startswith(""ke"") and s.endswith(""yence""):
    print(""YES"")
elif s.startswith(""key"") and s.endswith(""ence""):
    print(""YES"")
elif s.startswith(""keye"") and s.endswith(""nce""):
    print(""YES"")
elif s.startswith(""keyen"") and s.endswith(""ce""):
    print(""YES"")
elif s.startswith(""keyenc"") and s.endswith(""e""):
    print(""YES"")
else:
    print(""NO"")
```",minor,Meta-Llama-2-7b-chat,0.8259
84,python_85,Python,"s =input()
t = input()

minmin = len(t)
for i in range( 0, ( len(s) - len(t)) +1 ):
    tigamoji = 0
    for j in range( len(t)  ):
        if s[j+i] != t[j]:
            tigamoji += 1
    if tigamoji < minmin:
        minmin = tigamoji
print(minmin)","```
s = input()
t = input()

min_mismatches = float('inf')
for i in range(len(s) - len(t) + 1):
    mismatches = 0
    for j in range(len(t)):
        if s[j + i]!= t[j]:
            mismatches += 1
    if mismatches < min_mismatches:
        min_mismatches = mismatches
print(min_mismatches)
```",minor,Meta-Llama-2-7b-chat,0.8128
85,python_86,Python,"S = input()
A = S[0:len(S)//2]
B = S[len(A):len(S)]
B = B[::-1]
count = 0
for i,j in zip(A,B):
    if i != j:
        count+=1
print(count)","```
s = input()
a = s[:len(s) // 2]
b = s[len(s) // 2:][::-1]
count = sum(1 for i, j in zip(a, b) if i!= j)
print(count)
```",minor,Meta-Llama-2-7b-chat,0.7965
86,python_87,Python,"class UnionFind():
  def __init__(self,n):
    self.n=n
    self.root=[-1]*(n+1)
    self.rank=[0]*(n+1)
  def FindRoot(self,x):
    if self.root[x]<0:
      return x
    else:
      self.root[x]=self.FindRoot(self.root[x])
      return self.root[x]
  def Unite(self,x,y):
    x=self.FindRoot(x)
    y=self.FindRoot(y)
    if x==y:
      return
    else:
      if self.rank[x]>self.rank[y]:
        self.root[x]+=self.root[y]
        self.root[y]=x
      elif self.rank[x]<=self.rank[y]:
        self.root[y]+=self.root[x]
        self.root[x]=y
        if self.rank[x]==self.rank[y]:
          self.rank[y]+=1
  def isSameGroup(self,x,y):
    return self.FindRoot(x)==self.FindRoot(y)
  def Count(self,x):
    return -self.root[self.FindRoot(x)]

n,m=map(int,input().split())
arr=list(map(int,input().split()))
t=UnionFind(n+1)
for _ in range(m):
  a,b=map(int,input().split())
  t.Unite(a,b)
ans=0
for i in range(n):
  if arr[i]==(i+1):
    ans+=1
  else:
    if t.isSameGroup((i+1),arr[i]):
      ans+=1
print(ans)","```
class UnionFind:
  def __init__(self, n):
    self.n = n
    self.parent = [-1] * (n + 1)
    self.rank = [0] * (n + 1)

  def find(self, x):
    if self.parent[x] < 0:
      return x
    self.parent[x] = self.find(self.parent[x])
    return self.parent[x]

  def unite(self, x, y):
    x = self.find(x)
    y = self.find(y)
    if x == y:
      return
    if self.rank[x] > self.rank[y]:
      self.parent[y] += self.parent[x]
      self.parent[x] = y
    elif self.rank[x] <= self.rank[y]:
      self.parent[x] += self.parent[y]
      self.parent[y] = x
      if self.rank[x] == self.rank[y]:
        self.rank[y] += 1

  def is_same_group(self, x, y):
    return self.find(x) == self.find(y)

  def count(self, x):
    return -self.parent[self.find(x)]

n, m = map(int, input().split())
arr = list(map(int, input().split()))
uf = UnionFind(n + 1)
for _ in range(m):
  a, b = map(int, input().split())
  uf.unite(a, b)
ans = 0
for i in range(n):
  if arr[i] == i + 1:
    ans += 1
  else:
    if uf.is_same_group(i + 1, arr[i]):
      ans += 1
print(ans)
```",minor,Meta-Llama-2-7b-chat,0.9352
87,python_88,Python,"import collections
N =int(input())
A = [int(input()) for _ in range(N)]
A_col = collections.Counter(A)
ans = 0
#valueが奇数なら追加
for v in A_col.values():
    if v % 2 == 1:
      ans += 1
print(ans)      ","```
import collections
N = int(input())
A = [int(input()) for _ in range(N)]
A_col = collections.Counter(A)
odd_values = [v for v in A_col.values() if v % 2 == 1]
ans = len(odd_values)
print(ans)",minor,Meta-Llama-2-7b-chat,0.9203
88,python_89,Python,"x = int(input())
if x == 7 or x == 5 or x == 3:
    print('YES')
else:
    print('NO')","```
x = int(input())
if x in (3, 5, 7):
    print('YES')
else:
    print('NO')
```",minor,Meta-Llama-2-7b-chat,0.8694
89,python_90,Python,"def max2(x,y):
    return x if x > y else y

def divisors(n):
    i = 1
    table = set()
    while i * i <= n:
        if not n % i:
            table.add(i)
            table.add(n//i)
        i += 1
    table = list(table)
    return table

import sys
input = sys.stdin.readline

N, K = map(int, input().split())
A = list(map(int, input().split()))
S = sum(A)
D = divisors(S)
D.sort()
res = 0
for k in D:
    B = []
    for a in A:
        B.append(a%k)
    B.sort()
    cnt = sum(B)//k
    if k*cnt - sum(B[-cnt:]) <= K:
        res = max2(res, k)

print(res)","```
def max_divisor(x, y):
    return x if x > y else y

def get_divisors(n):
    divisors = set()
    for i in range(1, int(n**0.5) + 1):
        if n % i == 0:
            divisors.add(i)
            divisors.add(n // i)
    return sorted(list(divisors))

N, K = map(int, input().split())
A = list(map(int, input().split()))
S = sum(A)
divisors = get_divisors(S)
result = 0
for divisor in divisors:
    remainder = [a % divisor for a in A]
    remainder.sort()
    count = sum(remainder) // divisor
    if divisor * count - sum(remainder[-count:]) <= K:
        result = max_divisor(result, divisor)

print(result)
```",minor,Meta-Llama-2-7b-chat,0.858
90,python_91,Python,"N = int(input())

for x in range(N+10):
    if (x*(x+1))//2 >= N:
        break

ans = list(range(1, x+1))
rem = (x*(x+1))//2 - N
for a in ans:
    if a != rem:
        print(a)","```
n = int(input())

for x in range(n+10):
    if x * (x + 1) // 2 >= n:
        break

ans = list(range(1, x + 1))
remainder = x * (x + 1) // 2 - n
for num in ans:
    if num!= remainder:
        print(num)
```",minor,Meta-Llama-2-7b-chat,0.8304
91,python_92,Python,"h,w,k = map(int,input().split())
dp = [[0]*w for i in range(h+1)]
mod = 1000000007
dp[0][k-1] = 1
a = [1,1,2,3,5,8,13,21]
for i in range(h):
  for j in range(w):
    if j != 0:
      if j == w-1 or j == 1:
        dp[i+1][j] += dp[i][j-1]*(a[w-2])%mod
      else:
        dp[i+1][j] += dp[i][j-1]*(a[j-1]*a[w-1-j])%mod
    if j != w-1:
      if j == 0 or j == w-2:
        dp[i+1][j] += dp[i][j+1]*(a[w-2])%mod
      else:
        dp[i+1][j] += dp[i][j+1]*(a[j]*a[w-2-j])%mod
    if j == 0 or j == w-1:
      dp[i+1][j] += dp[i][j]*(a[w-1])%mod
    else:
      dp[i+1][j] += dp[i][j]*(a[j]*a[w-1-j])%mod
print(dp[h][0]%mod)","```
h, w, k = map(int, input().split())
dp = [[0] * w for _ in range(h + 1)]
mod = 10**9 + 7
dp[0][k - 1] = 1
fib = [1, 1]
for _ in range(2, w):
    fib.append((fib[-1] + fib[-2]) % mod)
for i in range(h):
    for j in range(1, w):
        if j == 1 or j == w - 1:
            dp[i + 1][j] += dp[i][j - 1] * fib[w - 2] % mod
        else:
            dp[i + 1][j] += dp[i][j - 1] * (fib[j - 1] * fib[w - 1 - j]) % mod
    for j in range(w - 2, 0, -1):
        if j == 1 or j == w - 2:
            dp[i + 1][j] += dp[i][j + 1] * fib[w - 2] % mod
        else:
            dp[i + 1][j] += dp[i][j + 1] * (fib[j] * fib[w - 2 - j]) % mod
    for j in range(w):
        dp[i + 1][j] += dp[i][j] * fib[w - 1] % mod
print(dp[h][0] % mod)
```",minor,Meta-Llama-2-7b-chat,0.8567
92,python_93,Python,"from collections import deque

N = int(input())
Monsters = deque(map(int, input().split()))
Fighters = deque(map(int, input().split()))

Knockouts = 0
prev_ftr = 0

while len(Monsters) > 0:
  mon = Monsters.popleft()
  ko1 = min(mon, prev_ftr)
  #print(mon, prev_ftr, ko1)
  Knockouts += ko1
  mon -= ko1

  if len(Fighters) > 0:
    ftr = Fighters.popleft()
    ko2 = min(mon, ftr)
    #print(mon, ftr, ko2)
    Knockouts += ko2
    mon -= ko2
    prev_ftr = ftr - ko2

print(Knockouts)","```
from collections import deque

n = int(input())
monsters = deque(map(int, input().split()))
fighters = deque(map(int, input().split()))

knockouts = 0
prev_fighter = 0

while monsters:
    monster = monsters.popleft()
    knockout = min(monster, prev_fighter)
    knockouts += knockout
    monster -= knockout

    if fighters:
        fighter = fighters.popleft()
        knockout = min(monster, fighter)
        knockouts += knockout
        monster -= knockout
        prev_fighter = fighter - knockout

print(knockouts)
```",minor,Meta-Llama-2-7b-chat,0.8238
93,python_94,Python,"N, S = map(int, input().split())
A = [int(i) for i in input().split()]

mod = 998244353

dp = [0] * (S + 1)
dp[0] = 1
for a in A :
  for i in range(S, -1, -1) :
    if i >= a :
      dp[i] = dp[i] * 2 + dp[i - a]
    else :
      dp[i] = dp[i] * 2
    dp[i] %= mod
print(dp[-1])","```
N, S = map(int, input().split())
A = list(map(int, input().split()))

mod = 998244353

dp = [0] * (S + 1)
dp[0] = 1
for a in A:
    for i in range(S, a - 1, -1):
        dp[i] = (dp[i] * 2 + dp[i - a]) % mod
print(dp[-1])
```",minor,Meta-Llama-2-7b-chat,0.8124
94,python_95,Python,"import re


s = str(input())

pattern = r""A.*Z""

X = re.search(pattern, s)

print(len(X.group()))
","```
import re

s = input()
pattern = r""A.*?Z""
match = re.search(pattern, s)
print(len(match.group()) if match else 0)
```",minor,Meta-Llama-2-7b-chat,0.8396
95,python_96,Python,"M = int(input())

print(24+(24-M))
","```
M = int(input())

print(48 - M)
```",minor,Meta-Llama-2-7b-chat,0.8188
96,python_97,Python,"N = int(input())
*A, = map(int, input().split())
max_A, min_A = max(A), min(A)
max_idx, min_idx = A.index(max_A), A.index(min_A)
mode = None
if min_A >= 0: mode = 2
elif max_A <= 0: mode = 3
elif max_A >= abs(min_A): mode = 0
else: mode = 1
actions = []
if mode == 0:
    for i in range(N):
        if i != max_idx:
            A[i] += A[max_idx]; actions.append((max_idx+1, i+1))
    mode += 2
elif mode == 1:
    for i in range(N):
        if i != min_idx:
            A[i] += A[min_idx]; actions.append((min_idx+1, i+1))
    mode += 2
if mode == 2:
    for i in range(N-1):
        A[i+1] += A[i]; actions.append((i+1, i+2))
elif mode == 3:
    for i in range(N-1, 0, -1):
        A[i-1] += A[i]; actions.append((i+1, i))
print(len(actions))
for a in actions: print(*a)","```
N = int(input())
numbers = list(map(int, input().split()))
max_num, min_num = max(numbers), min(numbers)
max_idx, min_idx = numbers.index(max_num), numbers.index(min_num)
mode = None
if min_num >= 0: mode = 2
elif max_num <= 0: mode = 3
elif max_num >= abs(min_num): mode = 0
else: mode = 1
actions = []
if mode == 0:
    for i in range(N):
        if i!= numbers.index(max_num):
            numbers[i] += max_num; actions.append((numbers.index(max_num)+1, i+1))
    mode += 2
elif mode == 1:
    for i in range(N):
        if i!= numbers.index(min_num):
            numbers[i] += min_num; actions.append((numbers.index(min_num)+1, i+1))
    mode += 2
if mode == 2:
    for i in range(N-1):
        numbers[i+1] += numbers[i]; actions.append((i+1, i+2))
elif mode == 3:
    for i in range(N-1, 0, -1):
        numbers[i-1] += numbers[i]; actions.append((i+1, i))
print(len(actions))
for action in actions: print(*action)
```",minor,Meta-Llama-2-7b-chat,0.9399
97,python_98,Python,"n = int(input())
a_n = list(map(int,input().split("" "")))
k = 0
t = 0
while True:
  for i in range(len(a_n)):
    if a_n[i] % 2 == 0:
      a_n[i] = a_n[i] / 2
    else:
      t = -1
      break
  if t == -1:
    break
  k += 1
print(k)","```
n = int(input())
a_n = list(map(int, input().split()))
k = 0
while True:
    for i in range(len(a_n)):
        if a_n[i] % 2 == 0:
            a_n[i] /= 2
        else:
            k = -1
            break
    if k == -1:
        break
    k += 1
print(k)
```",minor,Meta-Llama-2-7b-chat,0.8747
98,python_99,Python,"n = input().split()

if '1' in n and '7' in n and '9' in n and '4' in n :
    print('YES')
else:
    print('NO')","```
numbers = input().split()

if all(i in numbers for i in ['1', '7', '9', '4']):
    print('YES')
else:
    print('NO')
```",minor,Meta-Llama-2-7b-chat,0.837
99,python_100,Python,"n = int(input())
lst = [input().split() for i in range(n)]
# print(lst)

# float型に変換
for i in range(0, len(lst)):
    lst[i][0] = float(lst[i][0])

ans_sum = 0
for i in range(0, len(lst)):
    if lst[i][1] == 'JPY':
        ans_sum += lst[i][0]
    else:
        ans_sum += lst[i][0]*380000

print(ans_sum)","```
n = int(input())
data = [input().split() for _ in range(n)]

for row in data:
    row[0] = float(row[0])

result = sum(float(row[0]) if row[1] == 'JPY' else float(row[0]) * 380000 for row in data)

print(result)
```",minor,Meta-Llama-2-7b-chat,0.8053
100,python_101,Python,"# ABC056C - Go Home (ARC070C)
x = int(input())
for i in range(1, x + 1):
    if i * (i + 1) * 0.5 >= x:
        print(i)
        break","```
x = int(input())
for i in range(1, x + 1):
    if i * (i + 1) // 2 >= x:
        print(i)
        break
```",minor,Meta-Llama-2-7b-chat,0.8755
101,python_102,Python,"x,a,b = list(map(int, input().split()))
if abs(x-a) > abs(x-b):
    print(""B"")
else:
    print(""A"")","```
a, b, x = map(int, input().split())
if abs(x - a) > abs(x - b):
    print(""B"")
else:
    print(""A"")
```",minor,Meta-Llama-2-7b-chat,0.8479
102,python_103,Python,"n = int(input())
d = list(map(int, input().split()))

cnt = 0
for i in range(len(d)):
    #print(d[i],d[i+1:])
    cnt += d[i] * (sum(d[i+1:]))
print(cnt)","```
n = int(input())
data = list(map(int, input().split()))

count = 0
for i in range(len(data)):
    count += data[i] * sum(data[i+1:])
print(count)
```",minor,Meta-Llama-2-7b-chat,0.8054
103,python_104,Python,"t=""abcdefghijklmnopqrstuvwxyz""
h,w=map(int,input().split())
a=[list(input())for _ in range(h)]
b=[0]*26
for i in a:
  for j in i:b[t.index(j)]+=1
x,y,z=(h//2)*(w//2),(h%2)*(w//2)+(h//2)*(w%2),(h%2)*(w%2)
for i in b:
  j=i
  while x and j>3:
    x-=1
    j-=4
  while y and j>1:
    y-=1
    j-=2
  z-=j
if not(x==y==z==0):print(""No"")
else:print(""Yes"")
""""""#一例出力、問題誤読して実装した
c=[w*[0]for _ in range(h)]
fi=ti=0
for i in range(27):
  while b[i]:
    if b[i]>=4:
      j,k=fi//(w//2),fi%(w//2)
      c[j][k]=c[j][w-k-1]=c[h-j-1][k]=c[h-j-1][w-k-1]=t[i]
      fi+=1
      b[i]-=4
    if b[i]==2:
      if ti<h//2 and w%2:c[ti][w//2]=c[h-ti-1][w//2]=t[i]
      else:c[h//2][ti]=c[h//2][w-1-ti]=t[i]
      ti+=1
      b[i]-=2
    if b[i]==1:
      c[h//2][w//2]=t[i]
      b[i]-=1
for i in c:print("""".join(i))
""""""","```
t = ""abcdefghijklmnopqrstuvwxyz""
h, w = map(int, input().split())
a = [list(input()) for _ in range(h)]
b = [0] * 26
for row in a:
    for char in row:
        b[t.index(char)] += 1

x, y, z = (h // 2) * (w // 2), (h % 2) * (w // 2) + (h // 2) * (w % 2), (h % 2) * (w % 2)
for i in range(26):
    j = b[i]
    while x and j > 3:
        x -= 1
        j -= 4
    while y and j > 1:
        y -= 1
        j -= 2
    z -= j

if not (x == y == z == 0):
    print(""No"")
else:
    print(""Yes"")

    c = [[0] * w for _ in range(h)]
    fi, ti = 0, 0
    for i in range(26):
        while b[i]:
            if b[i] >= 4:
                j, k = fi // (w // 2), fi % (w // 2)
                c[j][k] = c[j][w - k - 1] = c[h - j - 1][k] = c[h - j - 1][w - k - 1] = t[i]
                fi += 1
                b[i] -= 4
            elif b[i] == 2:
                if ti < h // 2 and w % 2:
                    c[ti][w // 2] = c[h - ti - 1][w // 2] = t[i]
                else:
                    c[h // 2][ti] = c[h // 2][w - 1 - ti] = t[i]
                ti += 1
                b[i] -= 2
            elif b[i] == 1:
                c[h // 2][w // 2] = t[i]
                b[i] -= 1
    for row in c:
        print("""".join(row))",minor,Meta-Llama-2-7b-chat,0.8732
104,python_105,Python,"MOD = 10 ** 9 + 7
n, m, k = [int(item) for item in input().split()]


ans = 1
for i in range(2, k):
    ans = (ans * (n * m - i)) % MOD

for i in range(1, k - 2 + 1):
    ans = (ans * pow(i, MOD - 2, MOD)) % MOD

print((ans * (m ** 2 * n * (n ** 2 - 1) // 6 + n * (n - 1) * m
              * (m ** 2 - 1) // 6 + n * m * (m ** 2 - 1) // 6)) % MOD)


# pairs = []
# for i in range(1, n + 1):
#     for j in range(1, m + 1):
#         pairs.append((i, j))
#
# pairs.sort()
# print(pairs)
#
# brute = 0
# for i in range(len(pairs)):
#     for j in range(i + 1, len(pairs)):
#         brute += abs(pairs[i][0] - pairs[j][0]) + \
#                      abs(pairs[i][1] - pairs[j][1])
#
# print(ans * brute)
","```
MOD = 10**9 + 7
n, m, k = map(int, input().split())

ans = 1
for i in range(2, k):
    ans = (ans * (n * m - i)) % MOD

for i in range(1, k - 2 + 1):
    ans = (ans * pow(i, MOD - 2, MOD)) % MOD

print((ans * ((n * m * (n * n - 1) // 6 + n * (n - 1) * m * (m * m - 1) // 6 + n * m * (m * m - 1) // 6) % MOD)) % MOD)
```",minor,Meta-Llama-2-7b-chat,0.8866
105,python_106,Python,"X, Y = map(int, input().split())
ans = 0
if X == 3:
    ans += 100000
elif X == 2:
    ans += 200000
elif X == 1:
    ans += 300000

if Y == 3:
    ans += 100000
elif Y == 2:
    ans += 200000
elif Y == 1:
    ans += 300000

if X == 1 and Y == 1:
    ans += 400000

print(ans)
","```
x, y = map(int, input().split())
answer = 0
if x == 1:
    answer += 300000
    if y == 1:
        answer += 400000
elif x == 2:
    answer += 200000
elif x == 3:
    answer += 100000
    if y == 3:
        answer += 100000
    elif y == 2:
        answer += 200000
    elif y == 1:
        answer += 300000

print(answer)
```",minor,Meta-Llama-2-7b-chat,0.8268
106,python_107,Python,"from itertools import combinations, permutations

n = int(input())
balls = []
cost = n
for _ in range(n):
    x, y = map(int, input().split())
    balls.append((x, y))

for b1, b2 in combinations(balls, 2):
    p, q = b1[0] - b2[0], b1[1] - b2[1]
    if p != 0 or q != 0:
        sub = 0
        for b3, b4 in permutations(balls, 2):
            dx, dy = b3[0] - b4[0], b3[1] - b4[1]
            if dx == p and dy == q:
                sub += 1
        cost = min(cost, n - sub)

print(max(cost, 1))
","```
from itertools import combinations, permutations

n = int(input())
balls = [(int(x), int(y)) for _ in range(n) for x, y in [map(int, input().split())]]
cost = n
for b1, b2 in combinations(balls, 2):
    p, q = b1[0] - b2[0], b1[1] - b2[1]
    if p!= 0 or q!= 0:
        sub = sum(1 for b3, b4 in permutations(balls, 2) if (b3[0] - b4[0], b3[1] - b4[1]) == (p, q))
        cost = min(cost, n - sub)
print(max(cost, 1))
```",minor,Meta-Llama-2-7b-chat,0.8821
107,python_108,Python,"a, b = input().split()

if a < b:
  print(a * int(b))
else:
  print(b * int(a))","```
small, large = input().split()

if int(small) < int(large):
    print(int(small) * int(large))
else:
    print(int(large) * int(small))
```",minor,Meta-Llama-2-7b-chat,0.7647
108,python_109,Python,"N, K = map(int, input().split())
ab = [[int(_) for _ in input().split()] for _ in range(N)]
ab = sorted(ab, key=lambda x: x[0])
tmp = 0

for i in ab:
    tmp += i[1]
    if tmp >= K:
        ans = i[0]
        break
print(ans)","```
N, K = map(int, input().split())
ab = [[int(x) for x in input().split()] for _ in range(N)]
ab.sort(key=lambda x: x[0])
total = 0

for i in ab:
    total += i[1]
    if total >= K:
        ans = i[0]
        break
print(ans)
```",minor,Meta-Llama-2-7b-chat,0.8748
109,python_110,Python,"# coding: utf-8
X,Y=map(int,input().split())

if X%Y==0:
    print(-1)
else:
    print(X)

","```
# coding: utf-8
x, y = map(int, input().split())

if x % y == 0:
    print(-1)
else:
    print(x)
```",minor,Meta-Llama-2-7b-chat,0.8559
110,python_111,Python,"N = int(input())
A = [int(_) for _ in input().split()]
s = 0
for a in A:
    if a == s + 1:
        s = a
if s == 0:
    print(-1)
else:
    print(N-s)
","```
n = int(input())
a = list(map(int, input().split()))
s = 0
for num in a:
    if num == s + 1:
        s = num
if s == 0:
    print(-1)
else:
    print(n - s)
```",minor,Meta-Llama-2-7b-chat,0.8411
111,python_112,Python,"n=input()
a = list(map(int,input().split()))
suma = sum(a)
r = 0

for i in range(0, len(a) - 1):
  suma -= a[i]
  r += a[i] * suma
print(r % (10 ** 9 + 7))","```
n = int(input())
numbers = list(map(int, input().split()))
total_sum = sum(numbers)
result = 0

for num in numbers[:-1]:
    total_sum -= num
    result += num * total_sum
print(result % (10 ** 9 + 7))
```",minor,Meta-Llama-2-7b-chat,0.8067
112,python_113,Python,"N, X, M = map(int, input().split())
cnt = [0] * M
cnt[X] = 1
start = -1
seq = [X]
for i in range(1, N):
    X = X * X % M
    if cnt[X] > 0:
        start = X
        break
    seq.append(X)
    cnt[X] += 1

if start < 0:
    print(sum(seq))
    exit()

cycle_start_idx = seq.index(start)
header = seq[:cycle_start_idx]
cycle = seq[cycle_start_idx:]
in_cycle_N = N - len(header)
q, r = divmod(in_cycle_N, len(cycle))
ans = sum(header) + sum(cycle) * q + sum(cycle[:r])
print(ans)
","```
n, x, m = map(int, input().split())
count = [0] * m
count[x] = 1
start = -1
sequence = [x]
for i in range(1, n):
    x = (x * x) % m
    if count[x] > 0:
        start = x
        break
    sequence.append(x)
    count[x] += 1

if start < 0:
    print(sum(sequence))
    exit()

cycle_start_index = sequence.index(start)
header = sequence[:cycle_start_index]
cycle = sequence[cycle_start_index:]
in_cycle_n = n - len(header)
q, r = divmod(in_cycle_n, len(cycle))
answer = sum(header) + sum(cycle) * q + sum(cycle[:r])
print(answer)
```",minor,Meta-Llama-2-7b-chat,0.9118
113,python_114,Python,"S=int(input())
x1 = y1 = 0
x2 = 10**9
y2 = 1
y3 = -(-S // (10**9))
x3 = y3 * 10**9 - S
print(x1,y1,x2,y2,x3,y3)","```
S = int(input())
x1, y1, x2, y2, x3, y3 = 0, 0, 10**9, 1, -(-S // (10**9)) * 10**9 - S, -(-S // (10**9))
print(x1, y1, x2, y2, x3, y3)
```",minor,Meta-Llama-2-7b-chat,0.8034
114,python_115,Python,"N = int(input())
a = list(map(int, input().split()))

cnt = 0

for i in range(N):
    x = 1
    while True:
        if a[i] % 2**x:
            cnt += x - 1
            break
        x += 1

print(cnt)","```
n = int(input())
numbers = list(map(int, input().split()))

count = 0

for num in numbers:
    x = 1
    while True:
        if num % (2 ** x):
            count += x - 1
            break
        x += 1

print(count)
```",minor,Meta-Llama-2-7b-chat,0.8602
115,python_116,Python,"#119  Still TBD

S = input()

if int(S[5]+S[6]) >= 5:
    print(""TBD"")
else:
    print(""Heisei"")","```
S = input()

if int(S[4:6]) >= 5:
    print(""TBD"")
else:
    print(""Heisei"")
```",minor,Meta-Llama-2-7b-chat,0.8535
