,Unnamed: 0.1,Unnamed: 0,Inflected_Word,POS
2153,2153,2153,সম্পাদনায়,NN
2154,2154,2154,প্রকাশিত,VB
2155,2155,2155,হয়,VB
2156,2156,2156,সেখানে,EX
2157,2157,2157,প্রথমে,RB
2158,2158,2158,তিনি,PRP
2159,2159,2159,রবীন্দ্রনাথের,NNP
2160,2160,2160,কবিতা,NN
2161,2161,2161,আবৃত্তি,VB
2162,2162,2162,করেন,VB
2163,2163,2163,সুকান্তকে,NNP
2164,2164,2164,আমরা,PRP
2165,2165,2165,কবি,NN
2166,2166,2166,হিসেবেই,IN
2167,2167,2167,জানি,VB
2168,2168,2168,এটি,PRP
2169,2169,2169,বাংলাদেশের,NNP
2170,2170,2170,অন্যতম,RB
2171,2171,2171,একটি,DT
2172,2172,2172,ছাত্র,NN
2173,2173,2173,সংগঠন,NNS
2174,2174,2174,সংগঠনটি,NN
2175,2175,2175,১৯৫২,NUM
2176,2176,2176,সালের,NN
2177,2177,2177,২৬শে,NUM
2178,2178,2178,এপ্রিল,NNP
2179,2179,2179,প্রতিষ্ঠিত,VB
2180,2180,2180,হয়েছিল,VB
2181,2181,2181,বাংলাদেশের,NNP
2182,2182,2182,স্বাধীনতা,NNP
2183,2183,2183,যুদ্ধের,NNP
2184,2184,2184,সময়,NN
2185,2185,2185,সংগঠনটির,NN
2186,2186,2186,নিজস্ব,PRF
2187,2187,2187,গেরিলা,NN
2188,2188,2188,বাহিনী,NN
2189,2189,2189,ছিল,VB
2190,2190,2190,সংগঠনটির,NN
2191,2191,2191,বর্তমান,JJ
2192,2192,2192,সভাপতি,NN
2193,2193,2193,জি,এম
2194,2194,2194,জিলানী,NNP
2195,2195,2195,শুভ,NNP
2196,2196,2196,ও,CC
2197,2197,2197,সাধারণ,JJ
2198,2198,2198,সম্পাদক,NN
2199,2199,2199,লিটন,NNP
2200,2200,2200,নন্দী,NNP
2201,2201,2201,এটি,PRP
2202,2202,2202,প্রগতিশীল,RB
2203,2203,2203,ছাত্র,NN
2204,2204,2204,জোটভুক্ত,unk
2205,2205,2205,সংগঠন,NN
2206,2206,2206,পাট,NNP
2207,2207,2207,পাট,NNP
2208,2208,2208,একটি,DT
2209,2209,2209,বর্ষাকালীন,NN
2210,2210,2210,ফসল,NN
2211,2211,2211,এটি,PRP
2212,2212,2212,Tiliaceae,NNP
2213,2213,2213,পরিবারের,NN
2214,2214,2214,অন্তর্গত,NN
2215,2215,2215,একটি,DT
2216,2216,2216,উদ্ভিদ,RB
2217,2217,2217,মনে,VB
2218,2218,2218,করা,VB
2219,2219,2219,হয়,VB
2220,2220,2220,সংস্কৃত,NNP
2221,2221,2221,শব্দ,NN
2222,2222,2222,পট্ট,NN
2223,2223,2223,থেকে,IN
2224,2224,2224,পাট,NN
2225,2225,2225,শব্দের,NN
2226,2226,2226,উদ্ভব,VB
2227,2227,2227,হয়েছে,VB
2228,2228,2228,পাটের,NNP
2229,2229,2229,ইংরেজি,NNP
2230,2230,2230,নাম,NN
2231,2231,2231,জুট,NN
2232,2232,2232,Jute,NN
2233,2233,2233,সম্ভবতঃ,RB
2234,2234,2234,উড়ে,NN
2235,2235,2235,উড়িষ্যা,NNP
2236,2236,2236,ভারত,NNP
2237,2237,2237,ভাষা,NN
2238,2238,2238,থেকে,IN
2239,2239,2239,এসেছে,VB
2240,2240,2240,পাটের,NNP
2241,2241,2241,পরিচিতি,NN
2242,2242,2242,পাট,NNP
2243,2243,2243,একটি,DT
2244,2244,2244,বর্ষজীবী,JJ
2245,2245,2245,ফসল,NN
2246,2246,2246,এর,PRP
2247,2247,2247,জীবনকাল,NN
2248,2248,2248,১০০,NUM
2249,2249,2249,থেকে,IN
2250,2250,2250,১২০,NUM
2251,2251,2251,দিন,NNS
2252,2252,2252,পর্যন্ত,TO
2253,2253,2253,চৈত্র,NNP
2254,2254,2254,বৈশাখ,NNP
2255,2255,2255,থেকে,VB
2256,2256,2256,আষাঢ়,NNP
2257,2257,2257,শ্রবণ,NNP
2258,2258,2258,পাট,NNP
2259,2259,2259,বৃষ্টি,NN
2260,2260,2260,নির্ভর,JJ
2261,2261,2261,ফসল,NN
2262,2262,2262,বায়ুর,NN
2263,2263,2263,আদ্রতা,NN
2264,2264,2264,৬০,NUM
2265,2265,2265,থেকে,I
2266,2266,2266,৯০,NUM
2267,2267,2267,এর,PRP
2268,2268,2268,পছন্দ,RB
2269,2269,2269,a,NN
2270,2270,2270,ও,CC
2271,2271,2271,b,NN
2272,2272,2272,কে,PRP
2273,2273,2273,যথাক্রমে,RB
2274,2274,2274,জটিল,JJ
2275,2275,2275,সংখ্যার,NNS
2276,2276,2276,বাস্তব,JJ
2277,2277,2277,অংশ,NN
2278,2278,2278,এবং,CC
2279,2279,2279,কাল্পনিক,JJ
2280,2280,2280,অংশ,NN
2281,2281,2281,বলা,VB
2282,2282,2282,হয়,VB
2283,2283,2283,জটিল,JJ
2284,2284,2284,সংখ্যাগুলি,NNS
2285,2285,2285,একটি,DT
2286,2286,2286,ফিল্ড,NN
2287,2287,2287,তৈরি,VB
2288,2288,2288,করে,VB
2289,2289,2289,তিনি,PRP
2290,2290,2290,এগুলিকে,PRP
2291,2291,2291,কাল্পনিক,JJ
2292,2292,2292,অভিধা,VB
2293,2293,2293,দিয়েছিলেন,VB
2294,2294,2294,এই,DT
2295,2295,2295,পর্যবেক্ষণ,NN
2296,2296,2296,থেকেই,IN
2297,2297,2297,বীজগণিতের,NN
2298,2298,2298,মৌলিক,JJ
2299,2299,2299,উপপাদ্যের,NN
2300,2300,2300,সৃষ্টি,NN
2301,2301,2301,তিনি,PRP
2302,2302,2302,জটিল,JJ
2303,2303,2303,সংখ্যার,NNS
2304,2304,2304,তত্ত্বকে,NN
2305,2305,2305,চতুষ্টির,NNS
2306,2306,2306,তত্ত্বে,NN
2307,2307,2307,উন্নীত,VB
2308,2308,2308,করেন,VB
2309,2309,2309,যেমন,JJ
2310,2310,2310,জটিল,JJ
2311,2311,2311,বিশ্লেষণ,NN
2312,2312,2312,জটিল,JJ
2313,2313,2313,ম্যট্রিক্স,NN
2314,2314,2314,জটিল,JJ
2315,2315,2315,বহুপদী,NNS
2316,2316,2316,এবং,CC
2317,2317,2317,জটিল,JJ
2318,2318,2318,লি,NNP
2319,2319,2319,বীজগণিত,NN
2320,2320,2320,যেমন,JJ
2321,2321,2321,3,CD
2322,2322,2322,2i,CD
2323,2323,2323,একটা,DT
2324,2324,2324,জটিল,JJ
2325,2325,2325,সংখ্যা,NN
2326,2326,2326,যার,PRP
2327,2327,2327,বাস্তব,JJ
2328,2328,2328,অংশ,NN
2329,2329,2329,3,CD
2330,2330,2330,এবং,CC
2331,2331,2331,কাল্পনিক,JJ
2332,2332,2332,অংশ,NN
2333,2333,2333,2,CD
2334,2334,2334,জটিল,JJ
2335,2335,2335,সংখ্যার,NNS
2336,2336,2336,সার্বিক,JJ
2337,2337,2337,সেটকে,NN
2338,2338,2338,C,NNP
2339,2339,2339,বা,CC
2340,2340,2340,formula,VB
2341,2341,2341,3,CD
2342,2342,2342,প্রতীক,NN
2343,2343,2343,দিয়ে,IN
2344,2344,2344,প্রকাশ,VB
2345,2345,2345,করা,VB
2346,2346,2346,হয়,VB
2347,2347,2347,অর্থাৎ,DT
2348,2348,2348,বাস্তব,JJ
2349,2349,2349,সংখ্যা,NN
2350,2350,2350,a,NN
2351,2351,2351,কে,PRP
2352,2352,2352,a,NN
2353,2353,2353,0i,CD
2354,2354,2354,ভাবা,VB
2355,2355,2355,যেতে,VB
2356,2356,2356,পারে,VB
2357,2357,2357,তাই,RB
2358,2358,2358,জটিল,JJ
2359,2359,2359,সংখ্যাকে,NNS
2360,2360,2360,কখনো,RB
2361,2361,2361,কখনো,RB
2362,2362,2362,a,NN
2363,2363,2363,bj,NN
2364,2364,2364,আকারে,NN
2365,2365,2365,লিখতে,VB
2366,2366,2366,দেখা,VB
2367,2367,2367,যায়,VB
2368,2368,2368,এর,PRP
2369,2369,2369,বিপরীতে,NN
2370,2370,2370,আর,CC
2371,2371,2371,এক,DT
2372,2372,2372,ধরনের,NN
2373,2373,2373,সংখ্যা,NNS
2374,2374,2374,আছে,VB
2375,2375,2375,যাদের,PRP
2376,2376,2376,বলা,VB
2377,2377,2377,হয়,VB
2378,2378,2378,অবাস্তব,JJ
2379,2379,2379,সংখ্যা,NN
2380,2380,2380,যেখানে,WRB
2381,2381,2381,p,NN
2382,2382,2382,এবং,CC
2383,2383,2383,q,NN
2384,2384,2384,উভয়,DT
2385,2385,2385,পূর্ণ,NNS
2386,2386,2386,সংখ্যা,NN
2387,2387,2387,এবং,CC
2388,2388,2388,q≠0,CD
2389,2389,2389,সাধারণ,JJ
2390,2390,2390,ধারণা,NN
2391,2391,2391,যেকোন,PRP
2392,2392,2392,পূর্ণ,JJ
2393,2393,2393,সংখ্যা,NN
2394,2394,2394,একটি,DT
2395,2395,2395,মূলদ,JJ
2396,2396,2396,সংখ্যা,NN
2397,2397,2397,অর্থাৎ,DT
2398,2398,2398,formula,NN
2399,2399,2399,5,CD
2400,2400,2400,ইত্যাদি,NN
2401,2401,2401,সবই,DT
2402,2402,2402,মূলদ,JJ
2403,2403,2403,সংখ্যা,NN
2404,2404,2404,হিপ্পসাস,NNP
2405,2405,2405,নামক,NN
2406,2406,2406,পীথাগোরাসের,NNP
2407,2407,2407,শিষ্য,NN
2408,2408,2408,formula,NN
2409,2409,2409,1,CD
2410,2410,2410,আবিস্কার,VB
2411,2411,2411,করেন,VB
2412,2412,2412,পরবর্তিতে,RBR
2413,2413,2413,আরো,JJ
2414,2414,2414,এরকম,JJ
2415,2415,2415,সংখ্যা,NN
2416,2416,2416,আবিস্কৃত,VB
2417,2417,2417,হয়,VB
2418,2418,2418,আর,CC
2419,2419,2419,গণিতবিদেরা,NNS
2420,2420,2420,এদের,PRP
2421,2421,2421,নাম,NN
2422,2422,2422,দেন,VB
2423,2423,2423,অমুলদ,JJ
2424,2424,2424,সংখ্যা,NN
2425,2425,2425,শ্রীনিবাস,NNP
2426,2426,2426,রামানুজন,NNP
2427,2427,2427,বলেচিলেন,VB
2428,2428,2428,যে,IN
2429,2429,2429,formula,NN
2430,2430,2430,1,CD
2431,2431,2431,এর,PRP
2432,2432,2432,মান,NN
2433,2433,2433,যতো,JJ
2434,2434,2434,খুশি,RB
2435,2435,2435,ততো,JJ
2436,2436,2436,ঘর,NN
2437,2437,2437,সেট,NNP
2438,2438,2438,সেট,NNP
2439,2439,2439,বলতে,VB
2440,2440,2440,সুনির্দিষ্টভাবে,RB
2441,2441,2441,সংজ্ঞায়িত,VB
2442,2442,2442,বস্তুর,NNS
2443,2443,2443,সমাহারকে,NN
2444,2444,2444,বোঝায়,VB
2445,2445,2445,আধুনিক,JJ
2446,2446,2446,হাতিয়ার,NN
2447,2447,2447,হিসেবে,IN
2448,2448,2448,সেট,NN
2449,2449,2449,এর,PRP
2450,2450,2450,ব্যবহার,VB
2451,2451,2451,ব্যাপক,RB
2452,2452,2452,সেট,NN
2453,2453,2453,প্রকাশের,VB
2454,2454,2454,জন্য,TO
2455,2455,2455,ইংরেজি,NN
2456,2456,2456,বড়,NN
2457,2457,2457,হাতের,NN
2458,2458,2458,অক্ষর,NN
2459,2459,2459,ব্যবহার,VB
2460,2460,2460,করা,VB
2461,2461,2461,হয়,VB
2462,2462,2462,যেমন,JJ
2463,2463,2463,A,NNP
2464,2464,2464,a,NN
2465,2465,2465,b,NN
2466,2466,2466,c,NN
2467,2467,2467,এখানে,RB
2468,2468,2468,A,NNP
2469,2469,2469,হল,VB
2470,2470,2470,সেট,NN
2471,2471,2471,a,NN
2472,2472,2472,b,NN
2473,2473,2473,c,NN
2474,2474,2474,হল,VB
2475,2475,2475,সেটের,NN
2476,2476,2476,উপাদান,NN
2477,2477,2477,শর্ত,NNS
2478,2478,2478,দুটি,CD
2479,2479,2479,হচ্ছে,VB
2480,2480,2480,সুনির্দিষ্টতা,JJ
2481,2481,2481,ও,CC
2482,2482,2482,সুসংজ্ঞায়িত,JJ
2483,2483,2483,হওয়া,VB
2484,2484,2484,আমরা,PRP
2485,2485,2485,এখন,RB
2486,2486,2486,দুটো,CD
2487,2487,2487,শর্ত,NNS
2488,2488,2488,বিস্তারিত,NN
2489,2489,2489,আলোচনা,VB
2490,2490,2490,করব,VB
2491,2491,2491,প্রথমে,JJ
2492,2492,2492,সেট,VBN
2493,2493,2493,হবার,VB
2494,2494,2494,জন্য,JJ
2495,2495,2495,উপাদানগুলো,NNS
2496,2496,2496,সুনির্দিষ্ট,JJ
2497,2497,2497,হতে,VB
2498,2498,2498,হবে,VB
2499,2499,2499,অর্থাৎ,DT
2500,2500,2500,উপাদানগুলোর,NNS
2501,2501,2501,মাঝে,IN
2502,2502,2502,কোন,DT
2503,2503,2503,না,VB
2504,2504,2504,কোন,DT
2505,2505,2505,মিল,NN
2506,2506,2506,থাকতে,VB
2507,2507,2507,হবে,VB
2508,2508,2508,উপরের,JJ
2509,2509,2509,উদাহরণে,NN
2510,2510,2510,a,NN
2511,2511,2511,b,NN
2512,2512,2512,c,NN
2513,2513,2513,সবাই,PRP
2514,2514,2514,ইংরেজি,NN
2515,2515,2515,বর্ণমালার,NN
2516,2516,2516,অক্ষর,NN
2517,2517,2517,আরেকটি,DT
2518,2518,2518,হচ্ছে,VB
2519,2519,2519,তালিকা,NN
2520,2520,2520,পদ্ধতি,NN
2521,2521,2521,১৮৮৭,NUM
2522,2522,2522,সালে,NN
2523,2523,2523,সুকুমার,NNP
2524,2524,2524,রায়ের,NNP
2525,2525,2525,জন্ম,VBN
2526,2526,2526,সুবিনয়,NNP
2527,2527,2527,রায়,NNP
2528,2528,2528,ও,CC
2529,2529,2529,সুবিমল,NNP
2530,2530,2530,রায়,NNP
2531,2531,2531,তাঁর,PRP
2532,2532,2532,দুই,CD
2533,2533,2533,ভাই,NNS
2534,2534,2534,এছাড়াও,RB
2535,2535,2535,তাঁর,PRP
2536,2536,2536,ছিল,VB
2537,2537,2537,তিন,CD
2538,2538,2538,বোন,NNS
2539,2539,2539,সুকুমার,NNP
2540,2540,2540,রায়,NNP
2541,2541,2541,জন্মেছিলেন,VBN
2542,2542,2542,বাঙ্গালী,NNP
2543,2543,2543,নবজাগরণের,NN
2544,2544,2544,স্বর্ণযুগে,JJ
2545,2545,2545,মেসার্স,NNP
2546,2546,2546,ইউ,NNP
2547,2547,2547,রয়,NNP
2548,2548,2548,এন্ড,CC
2549,2549,2549,সন্স,NNP
2550,2550,2550,নামে,NN
2551,2551,2551,ঐ,JJ
2552,2552,2552,প্রতিষ্ঠানের,NN
2553,2553,2553,সাথে,IN
2554,2554,2554,সুকুমার,NNP
2555,2555,2555,যুক্ত,VB
2556,2556,2556,ছিলেন,VB
2557,2557,2557,শিক্ষাজীবন,NN
2558,2558,2558,কলকাতার,NNP
2559,2559,2559,সিটি,NNP
2560,2560,2560,স্কুল,NNP
2561,2561,2561,থেকে,IN
2562,2562,2562,এন্ট্রাস,NNP
2563,2563,2563,পাশ,VB
2564,2564,2564,করেন,VB
2565,2565,2565,১৯১৩,NUM
2566,2566,2566,সালে,NN
2567,2567,2567,সুকুমার,NNP
2568,2568,2568,কলকাতাতে,NNP
2569,2569,2569,ফিরে,VB
2570,2570,2570,আসেন,VB
2571,2571,2571,তিনি,PRP
2572,2572,2572,ছোটদের,NNS
2573,2573,2573,একটি,DT
2574,2574,2574,মাসিক,JJ
2575,2575,2575,পত্রিকা,NN
2576,2576,2576,সন্দেশ,NNP
2577,2577,2577,এই,DT
2578,2578,2578,সময়,NN
2579,2579,2579,প্রকাশনা,VB
2580,2580,2580,শুরু,VB
2581,2581,2581,করেন,VB
2582,2582,2582,শুরু,VB
2583,2583,2583,হয়,VB
2584,2584,2584,বাংলা,NNP
2585,2585,2585,শিশুসাহিত্যের,NN
2586,2586,2586,এক,DT
2587,2587,2587,নতুন,JJ
2588,2588,2588,অধ্যায়,NN
2589,2589,2589,তাঁর,PRP
2590,2590,2590,বহুমুখী,RB
2591,2591,2591,প্রতিভার,NN
2592,2592,2592,অনন্য,NN
2593,2593,2593,প্রকাশ,NN
2594,2594,2594,তাঁর,PRP
2595,2595,2595,অসাধারণ,JJ
2596,2596,2596,ননসেন্স,NN
2597,2597,2597,ছড়াগুলোতে,NNS
2598,2598,2598,তাঁকে,PRP
2599,2599,2599,বাংলাদেশের,NNP
2600,2600,2600,স্বাধীনতা,NN
2601,2601,2601,পরবর্তী,IN
2602,2602,2602,শ্রেষ্ঠ,JJS
2603,2603,2603,লেখক,NN
2604,2604,2604,গণ্য,VB
2605,2605,2605,করা,VB
2606,2606,2606,হয়,VB
2607,2607,2607,বলা,VB
2608,2608,2608,হয়,VB
2609,2609,2609,আধুনিক,JJ
2610,2610,2610,বাংলা,NNP
2611,2611,2611,কল্পবিজ্ঞান,NN
2612,2612,2612,সাহিত্যের,NN
2613,2613,2613,তিনি,PRP
2614,2614,2614,পথিকৃৎ,NN
2615,2615,2615,নাটক,NN
2616,2616,2616,ও,CC
2617,2617,2617,চলচ্চিত্র,NN
2618,2618,2618,পরিচালক,NN
2619,2619,2619,হিসাবেও,IN
2620,2620,2620,তিনি,PRP
2621,2621,2621,সমাদৃত,VB
2622,2622,2622,তাঁর,PRP
2623,2623,2623,প্রকাশিত,VB
2624,2624,2624,গ্রন্থের,NNS
2625,2625,2625,সংখ্যা,NN
2626,2626,2626,তিন,CD
2627,2627,2627,শতাধিক,VBD
2628,2628,2628,বাংলা,NNP
2629,2629,2629,কথাসাহিত্যে,NN
2630,2630,2630,তিনি,PRP
2631,2631,2631,সংলাপপ্রধান,NN
2632,2632,2632,নতুন,JJ
2633,2633,2633,শৈলীর,NN
2634,2634,2634,জনক,NN
2635,2635,2635,এই,DT
2636,2636,2636,কালপর্বে,NN
2637,2637,2637,তাঁর,PRP
2638,2638,2638,গল্প,NN
2639,2639,2639,উপন্যাসের,NNS
2640,2640,2640,জনপ্রিয়তা,NN
2641,2641,2641,ছিল,VB
2642,2642,2642,তুলনারহিত,JJ
2643,2643,2643,বৈজ্ঞানিক,NN
2644,2644,2644,কল্পকাহিনীও,NNS
2645,2645,2645,তাঁর,PRP
2646,2646,2646,সৃষ্টিকর্মের,NNS
2647,2647,2647,অন্তর্গত,NNS
2648,2648,2648,ধরা,VB
2649,2649,2649,হয়,VB
2650,2650,2650,বাংলাদেশে,NNP
2651,2651,2651,বৈজ্ঞানিক,NN
2652,2652,2652,কল্পকাহিনীর,NN
2653,2653,2653,জনপ্রিয়তা,NN
2654,2654,2654,তিনি,PRP
2655,2655,2655,শুরু,VB
2656,2656,2656,করেন,VB
2657,2657,2657,তবে,JJ
2658,2658,2658,তাঁর,PRP
2659,2659,2659,টেলিভিশন,NN
2660,2660,2660,নাটকগুলি,NN
2661,2661,2661,ছিল,VB
2662,2662,2662,সর্বাধিক,RBS
2663,2663,2663,জনপ্রিয়,JJ
2664,2664,2664,সংখ্যায়,NNS
2665,2665,2665,বেশী,JJ
2666,2666,2666,না,VB
2667,2667,2667,হলেও,CC
2668,2668,2668,তাঁর,PRP
2669,2669,2669,রচিত,VB
2670,2670,2670,গানগুলোও,NNS
2671,2671,2671,সবিশেষ,JJ
2672,2672,2672,জনপ্রিয়তা,NN
2673,2673,2673,লাভ,VB
2674,2674,2674,করে,VB
2675,2675,2675,১৯৭১,NUM
2676,2676,2676,১৯৭১,NUM
2677,2677,2677,সালের,NN
2678,2678,2678,ঘটনাপঞ্জী,NNP
2679,2679,2679,এটি,PRP
2680,2680,2680,ময়মনসিংহ,NNP
2681,2681,2681,শহরে,NN
2682,2682,2682,অবস্থিত,VBN
2683,2683,2683,রাজধানী,NN
2684,2684,2684,ঢাকা,NNP
2685,2685,2685,থেকে,VB
2686,2686,2686,১২০,NUM
2687,2687,2687,কিলোমিটার,JJ
2688,2688,2688,উত্তরে,NN
2689,2689,2689,এ,JJ
2690,2690,2690,ক্যাম্পাসের,NN
2691,2691,2691,অবস্থান,VBN
2692,2692,2692,যার,PRP
2693,2693,2693,মাঝে,RB
2694,2694,2694,৪টি,NUM
2695,2695,2695,হল,VB
2696,2696,2696,ছাত্রীদের,NNS
2697,2697,2697,জন্য,IN
2698,2698,2698,এছাড়াও,EX
2699,2699,2699,রয়েছে,VB
2700,2700,2700,ড,NNP
2701,2701,2701,ওয়াজেদ,NNP
2702,2702,2702,মিয়া,NNP
2703,2703,2703,ডরমিটরী,NNP
2704,2704,2704,ভেটেরিনারি,NNP
2705,2705,2705,অনুষদ,NNP
2706,2706,2706,আটটি,CD
2707,2707,2707,ডিপার্টমেন্ট,NNS
2708,2708,2708,নিয়ে,IN
2709,2709,2709,গঠিত,VB
2710,2710,2710,এস্‌আই,NNP
2711,2711,2711,একক,NN
2712,2712,2712,পদ্ধতির,NN
2713,2713,2713,পরিমাপে,JJ
2714,2714,2714,ক্ষমতার,NN
2715,2715,2715,একক,NN
2716,2716,2716,ওয়াট,JJ
2717,2717,2717,জেমস,NNP
2718,2718,2718,ওয়াট,NNP
2719,2719,2719,নিজে,PRF
2720,2720,2720,ক্ষমতার,NNP
2721,2721,2721,একক,NN
2722,2722,2722,অশ্ব,NN
2723,2723,2723,শক্তি,NN
2724,2724,2724,স্থির,VB
2725,2725,2725,করেছিলেন,VB
2726,2726,2726,১,NUM
2727,2727,2727,কিলোওয়াট,JJ
2728,2728,2728,১০০০,NUM
2729,2729,2729,ওয়াট,NN
2730,2730,2730,অশ্বশক্তি,JJR
2731,2731,2731,১,NUM
2732,2732,2732,অশ্বশক্তি,JJR
2733,2733,2733,৭৪৬,NUM
2734,2734,2734,ওয়াট,NN
2735,2735,2735,এটি,PRP
2736,2736,2736,এশিয়ার,NNP
2737,2737,2737,সেরা,JJ
2738,2738,2738,১০০টি,NUM
2739,2739,2739,বিশ্ববিদ্যালয়ের,NNS
2740,2740,2740,মধ্যে,IN
2741,2741,2741,৬৪তম,NUM
2742,2742,2742,লর্ড,NNP
2743,2743,2743,লিটন,NNP
2744,2744,2744,যাকে,PRP
2745,2745,2745,বলেছিলেন,VB
2746,2746,2746,স্পেল্নডিড,NNP
2747,2747,2747,ইম্পিরিয়াল,NNP
2748,2748,2748,কমপেনসেশন,NNP
2749,2749,2749,পূর্ববঙ্গ,NNP
2750,2750,2750,শিক্ষাদীক্ষা,NN
2751,2751,2751,অর্থনীতি,NN
2752,2752,2752,সব,DT
2753,2753,2753,ক্ষেত্রেই,NNS
2754,2754,2754,পিছিয়ে,VB
2755,2755,2755,ছিল,VB
2756,2756,2756,সৃষ্টির,NN
2757,2757,2757,শুরুতেই,NN
2758,2758,2758,ঢাকা,NNP
2759,2759,2759,বিশ্ববিদ্যালয়,NNP
2760,2760,2760,নানা,JJ
2761,2761,2761,প্রতিকূলতার,NNS
2762,2762,2762,মুখে,VBD
2763,2763,2763,পড়ে,VB
2764,2764,2764,এর,PRP
2765,2765,2765,ফলে,NN
2766,2766,2766,পূর্ব,NN
2767,2767,2767,বাংলার,NNP
2768,2768,2768,মানুষ,NN
2769,2769,2769,হতাশা,NN
2770,2770,2770,প্রকাশ,VB
2771,2771,2771,করে,VB
2772,2772,2772,১৯২০,NUM
2773,2773,2773,সালের,NN
2774,2774,2774,২৩,NUM
2775,2775,2775,মার্চ,NNP
2776,2776,2776,গভর্নর,NNP
2777,2777,2777,জেনারেল,NNP
2778,2778,2778,এ,JJ
2779,2779,2779,বিলে,NN
2780,2780,2780,সম্মতি,NN
2781,2781,2781,দেন,VB
2782,2782,2782,এ,DT
2783,2783,2783,আইনটি,NN
2784,2784,2784,ঢাকা,NNP
2785,2785,2785,বিশ্ববিদ্যালয়ের,NNP
2786,2786,2786,প্রতিষ্ঠার,NN
2787,2787,2787,ভিত্তি,NN
2788,2788,2788,এই,DT
2789,2789,2789,বিশ্ববিদ্যালয়ের,NN
2790,2790,2790,প্রথম,JJ
2791,2791,2791,ছাত্রী,NN
2792,2792,2792,লীলা,NNP
2793,2793,2793,নাগ,NNP
2794,2794,2794,ইংরেজি,NNP
2795,2795,2795,বিভাগ,NNP
2796,2796,2796,এমএ,NNP
2797,2797,2797,১৯২৩,NUM
2798,2798,2798,১৯৪৭,NUM
2799,2799,2799,সালে,NN
2800,2800,2800,ভারত,NNP
2801,2801,2801,ও,CC
2802,2802,2802,পাকিস্তান,NNP
2803,2803,2803,নামক,RB
2804,2804,2804,দুইটি,NNP
2805,2805,2805,স্বাধীন,JJ
2806,2806,2806,রাষ্ট্র,NN
2807,2807,2807,প্রতিষ্ঠিত,VB
2808,2808,2808,হয়,VB
2809,2809,2809,নতুন,JJ
2810,2810,2810,উদ্যমে,NN
2811,2811,2811,ঢাকা,NNP
2812,2812,2812,বিশ্ববিদ্যালয়ের,NNP
2813,2813,2813,কর্মকাণ্ড,NNS
2814,2814,2814,শুরু,VB
2815,2815,2815,হয়,VB
2816,2816,2816,লিনাক্স,NNP
2817,2817,2817,অপারেটিং,NN
2818,2818,2818,সিস্টেমের,NN
2819,2819,2819,কার্নেল,NN
2820,2820,2820,বা,CC
2821,2821,2821,মূল,RB
2822,2822,2822,অংশকেও,NN
2823,2823,2823,লিনাক্স,NNP
2824,2824,2824,বলা,VB
2825,2825,2825,হয়,VB
2826,2826,2826,অতি,JJ
2827,2827,2827,সঠিকভাবে,JJ
2828,2828,2828,লিনাক্স,NNP
2829,2829,2829,বলতে,VB
2830,2830,2830,শুধু,RB
2831,2831,2831,লিনাক্স,NNP
2832,2832,2832,কার্নেলকেই,NN
2833,2833,2833,বোঝায়,VB
2834,2834,2834,ডেস্কটপ,NN
2835,2835,2835,বাজারেও,NN
2836,2836,2836,লিনাক্সের,NNP
2837,2837,2837,চাহিদা,NN
2838,2838,2838,ও,CC
2839,2839,2839,জনপ্রিয়তা,NN
2840,2840,2840,বাড়ছে,VBG
2841,2841,2841,ইতিহাস,NN
2842,2842,2842,১৯৮৩,NUM
2843,2843,2843,সালে,NN
2844,2844,2844,রিচার্ড,NNP
2845,2845,2845,স্টলম্যান,NNP
2846,2846,2846,গনু,NNP
2847,2847,2847,প্রকল্প,NNP
2848,2848,2848,প্রতিষ্ঠা,VB
2849,2849,2849,করেন,VB
2850,2850,2850,এই,DT
2851,2851,2851,কার্নেলটিই,NNP
2852,2852,2852,পরে,VB
2853,2853,2853,লিনাক্স,NN
2854,2854,2854,কার্নেলে,NNP
2855,2855,2855,রূপ,JJ
2856,2856,2856,নেয়,VB
2857,2857,2857,ফলে,VB
2858,2858,2858,লিনুসকে,NNP
2859,2859,2859,মিনিক্সের,NNP
2860,2860,2860,সমতুল্য,JJ
2861,2861,2861,একটি,DT
2862,2862,2862,সিস্টেম,NN
2863,2863,2863,বানাতে,VB
2864,2864,2864,হয়,VB
2865,2865,2865,টার্মিনাল,JJ
2866,2866,2866,এমুলেটরটিতে,NN
2867,2867,2867,একসাথে,RB
2868,2868,2868,দুইটি,CD
2869,2869,2869,থ্রেড,NNS
2870,2870,2870,চলত,VB
2871,2871,2871,কিছুদিন,RB
2872,2872,2872,পরেই,NNS
2873,2873,2873,১৯৯১,NUM
2874,2874,2874,এর,PRP
2875,2875,2875,অক্টোবরে,NNP
2876,2876,2876,এর,PRP
2877,2877,2877,দ্বিতীয়,JJ
2878,2878,2878,সংস্করণটি,NN
2879,2879,2879,বের,VB
2880,2880,2880,হয়,VB
2881,2881,2881,এরপর,RB
2882,2882,2882,লিনাক্স,NNP
2883,2883,2883,উপযোগিতার,NN
2884,2884,2884,হিসেবে,IN
2885,2885,2885,মিনিক্সকে,NNP
2886,2886,2886,দ্রুত,RB
2887,2887,2887,ছাড়িয়ে,VB
2888,2888,2888,যায়,VB
2889,2889,2889,লিনাক্সের,NNP
2890,2890,2890,ম্যাসকট,NN
2891,2891,2891,ও,CC
