id,sentence
valid_habiganj (35).wav,কিন্তু সাধারণ মানুষে কিছুএকবারে কিচ্চুই ফায়ে না এরা এডা কেমনে ছলতো খাইতো তে ছাকরির ক্ষেত্রে সব পায়ারুটিয়্যার আরোই সুযোগ সাবিদা  সুযোগ সুবিধা সবেরান খন কিতা খরবাইরে বাই াটি ফুরি সে নৌককা কিতার এই যে তুমার খ স্বার্থর উফর আর কিতার উফরে
valid_habiganj (36).wav,এখন কিতা খরবায় সূর্য মূর্য খইরা ছলন লাগবো এখন চেতাল দেখছি ইরম তাল তাখলে দে শষদ এখন যা ম  াাখবো আরকি দেশ টিকা বুঝছো না না  বাড়িছ আনেন দেখলাম বা একটা রেল লাইন ফুরান ইটা কিতা বাই ইটারে কিন্তু ইতিহাসে জানুনিটা কিতা ফুরান ছলে উলে নানি নাকি ত ইচ্যা ইতিহাস বলতে আমি তেমন জানি না ইতে আমার বাপছারা দাতি উনছি আকি
valid_habiganj (37).wav,ইেরা তাকতে আছিল আমার আমার জন্মের সমিন তেক বলে ইটা নাই গেইছে তে রেল লাইন মিললা মনে নাই অইছে এইডাা ইটা ওই খত জামেলা তাখা না নি খতমনতে খতো ফিংসিং লাগাইয়ে ডেইন কতেনা আসলে একটা এলাখারে উন্নত ওইতা দিনডা আগে আচছা রেলের যে লাইন লাইন ওই যে তুমার রেল লাইনগুলা আছলোই
valid_habiganj (38).wav,ফাতগুলা ফালাইলে আছলো বা খাটের তো একটা সিলফার ডেল বাডা আছলো ইডা কজন কতা অইছে এই সিপমিক মাইনষে টেখা পয়সা নাই কিতা খরতো বেইচ্চা খাইলাইতাছেইনা আচ্ছা দেশের সম্পদ টা খা ছ ম বেইচ্চা খাইলাইতাছে কিতা খরচা  বাইচ বাস্ত ইবো তো খাইয়া তো তাকত ইবো ও রেলডা দাখলে তো  এলাখাডো একটু না র রেল লাইন তাখলে খতো সুন্দর খুব কম সময়ের মাঝে
valid_habiganj (39).wav,যেখনগা যা যেকুনু জায়গাত খতো বালা বাট রেল লাইনের ফাশে এলাহাগুলার খত উন্নত তাখে  খত সুন্দর হ্যা খত সুন্দর তাখে খাটাখাটি খরা যায় রেল লাইন দেয় ইটা আরও খতো বিকালে খুব সুন্দর সময় খাতে বন্দু বান্ধব লইয়া খত সুন্দর রেল লাইনে বইয়া আড্ডা দেওন যায় ইতা আমরা খুচতা খয়তাফরি না
valid_habiganj (40).wav,আমরার স্যার ইডের লাইনটা আবার ওউক ও উনলামনু বলে এডভুকেট বাবু বালি ইডা নাকি উদ্বোধন খইরা গেছে রেল লাইন আবার ওইবো ইটি সম্পর্কে কিতা তুমি জানু  যখ তাইে কিছুদিন ফর ফরে আইন মা ফোইন  সসিটন অইক ওইলে তো মনো খরো যে ইটা ইন্ডিয়ার সাতে নাকিতা বলে এডিয়া ট্রানজিট খরবো
valid_habiganj (41).wav,খরলে তো বালা ওই খরলে তোা বাল্লা একটা স্থলবন্ধরও খরতাছে  দেখতাছে এখন খাম টাম খরতাছে মাইনছে সেতুটিতো খরতাছে দেখলাম বিবিন্ন জায়গা ত বড় বড় খরবু হিশাল আমরা আশাবাদি খরবো খরলে তো বালা খরলে তো সবারই বালা খালি জনগণতে বালা দিতেমন তো না সরখারেরও লাভ
valid_habiganj (42).wav,বিবিন্ন উপাদানটা উৎপাদনটা উৎপাদন ওইলো ইগুলাদে আওয়াজ াওয়া খরলো আর একটা জিনিস কলেডেরতে তো টেখা উঠেওই না উঠেননে কুনু ট ে সবকিছুতে টেখা উঠে  বর্তমানে যে এখন মেট্রোয়ের খরলো ইডার তিি বউত টেখা ওদে খরচ খইরা মেট্রোয়েলডা খরছে কিন্তু দেশের একটা মানত উন্নতিতোটা জিনিস আলো অর্দা সেতো
valid_habiganj (43).wav,ইটা ইটা খতো বড় একটা জিনিস ইটা খরলো বাংলাদেশের মতো দেশে ওত কিন্তা একটা দেশে খইরা ফালা দিলে ওতো বড় খাম ঠিক আছে ঠিকআছে আইচ্ছা ঠিক আছে তে বালোই তুমার সাতে অনেক সময় খতা খতা খইলাম তে বালা দেখো আইচ্ছা  আমার সাহেদে য়ত লামি মাত লায় বাইতে কিতা কেমনে কিতা অইবো আমার বুঝে নাইতে তুমার জিগাইলাম খইলা যে খইলাম তুমার সাতে একটু গল্ফ উজোব খরি ইডার রেকর্ড উগ্ড খরলাম আইচ্ছা তে বালা দেখো
valid_habiganj (44).wav,তা আইচ্ছা হ বালাতা খবা হ ওকে ওকি আর্ছালে আমার এই কুম বাইালাগিমসালা
valid_habiganj (45).wav,সালা মলা দখন সাসিম মা কিদা অবস্তা ভালা নি এজুমারসাল্লাম ভালো ইয়াছে কিতা খরো ও খাপড় দিতাম পাওটাও কিলতাছি রোজা নিয়াজ কোয়া অ রোজা ওই রাখছি আইচ্ছা যখন তুমার সাতে একটু মাত মাতলাম নে আর কি দিন হালকি রখম যাইতাছে বালা ঘুড়া সে বিষয় অখন খতাগুলা যদি ই মুবাইলোর রেকর্ড গট করি
valid_habiganj (46).wav,কুনু সমস্যা মস্যা আছেনি এ সমস্যা ওইতো কুনো সমস্যা আছে না গল্প গুজবই খরমু আরকি দেশের কিতা আসা তো এইডা কি ফাউডার ফ্যান ওইল ফাউডার উইল ফাউডার ও উইল ফাউডারদে এখন খাপড় দেওয়া অয় না উইল ফাউডার দি খাপড় দেওয়া ওয় বর্তমানে আগে আগেরকার মাইনষে কেমনে খাপড় দিতো উইল ফাউডার ওডার দেি   মানুষতে ওইতো কিতা বাংলা ছাবান আছিলো বাংলা সবাইন্না
valid_habiganj (47).wav,ওও কাউকা ওই যে তুমার ছুডা আইদিতো খাফড়ে ছুডা নাগা া আগে ছুডাও আছে ছুডা আছলো এরফরে তো ছুডা মুডা কা না বাদরো মাস মানুষে চেংড়ি ধাল লাগাইতো ইতার ছালি দিয়ামুছে খাফ কটা ফর আগের মাইসাদইতো মাতা মোরাইতো অনচে আম্মারা গো ফুক পুরোন দাদিয়েরা
valid_habiganj (48).wav,ছাইস্ার ইদা বুল  খাপড় দরে বরে পরিস্কারি যাইতে গিয়া ফাওটাউটাইতে বুঝতো না আইচ্ছা শাবারনা ত এলে ছালিয়া দইলে ইটা তো একটা মহলা জিনিস সিংরি দানের ছালি ইটা তো মহলা মলা ইসলাম ইসলাম মনে ইটা ফরিষ্কারি জাগা বার ফানিত দইলে  খাফড়ও লাগতো না না লাগতো না
valid_habiganj (49).wav,তে আমরা তো আগে ইটা দেখছি না উনছি মনে অয় দাদা দা আমু রা উনছি আম্মারা দাদু রা গোকশপ খরছো না গি খইন ক আমরা এই ছালি দেও য় হাত মরা লেইখছি খাপর দঅইলাইছি এ খয় তো বালা ইটাত তো বালা খাবর সাবানের লাং খাটছে তে কিতার দিন খাল কিরাওম যাইতেছে রুজা রমজানের দিন
valid_habiganj (50).wav,রুজা আজকে খরডা যায় রুজা আজকে তো রমজান দুই রমজান চলছে আইচ্ছার রোজা র াইক্কা কি মনো অইতাছি কুনো শান্তি শান্তি সকনসা অশান্তি না আল্লাহ দিলে শান্তি ও রহমতের দিন শান্তি ছিল বৃষ্টি মনেয় অইছে বাইরে মেয়ে অইছে তি বৃষ্টি মেঘ বৃষ্টি খইতা যাদ তো আরা শান্তি লাগতাছে রমজান মাছ শহীদ মাসের যেই মেয়ঘ ওই বইটা তো কেউ বিশ্বাস করছে  রমজানের রহমতেরদশদিন
valid_habiganj (51).wav,কিতা আল্লা আল্লায় দুদেনছত মাস আর বৈশাখ মাছ লাগে নি আল্লায় দিতে আছুইন বৃষ্টি কিন্তু কিচ্ছু খরার নাই আইচ্ছা এখটা ঘর উড়াইছলাম ঘরের মাঝে মাডি ফড়াইতে আছলাম গাড়ি আইলেও অঅখন তুই গাড়ি মাড়ি দিলো আচছাদিযে তুমার মইদি তো বালাইতো ফারতাছি না
valid_habiganj (52).wav,তো গাড়ি গর গর দর খরতাছো খতো টেখা ওকা বাজেট কর্লায় যেন কি গর খরতাছো অ খতো টেখা গর মানুষ বেশি টাখা পয়সাগুনা ফাইমুনে দুই চাইর লাখ টাখার বিত্রে দেখি আগে তুলতানি ফারি আসাতো খরছে খন আশা যদদে আল্লা ফুন ন খরোইন  দুই চাইর লাখ টেহার বিতরে কি গর দুয়ার অইা যাইবোগানি
valid_habiganj (53).wav,অয় না আরো বেশি লাগলে তো লাগায়দ লাগবো রিণফিন খইরা জাগা ডাগা  আইচ্ছা তো ঋণফিন খইরা আগে লাগাইতে এখন মাটি উডি হেননে আনতাছে খইত্তে গেন  মাটিও তো কিন্নাওই আনতাম অন তো গাড়ি একটা চাইছলাম আইলো আইয়া দুই গাড়ি মাটি নিলো আনলো র
valid_habiganj (54).wav,বৃষ্টি আইছে বৃষ্টির খারণ  মাটিতে আনতা ফারছি সেমেগাআইয়া বৃষ্টি দিয়া সমস্যা খরিলিরা খররিছে মযঘ বৃষ্টির খারণে তে এখন মাডিউডি বরবা এমনতেন মেঘ যদি ইভাবে আয় বজাক কিতা আল্লাহ হরন আস্তে আস্তে আন লাগবো দেয়াসময় রদ উদ দিন ওদসময় রইত্তো দেখায় হালকা বাত লাউকা উঠছে আবার দেখা যায়
valid_habiganj (55).wav,আলগা বাতলা উঠলে অয় না গাড়িত ইব্বে জায়গা অ মাটিল র মিক করলে নরমও গেছিয়া বিশতে ফুরে বুজছি বুজ্ছি তে কিতা অবস্থা আগের দিনখাল কিরখম আছলা রুক্কার দিন খাল কিরখম ওইছে মানুষে বলে খয় আগের মাইনষে খত আনন্দ উর্লাস করতো ফূর্তি আমত করতো ওখন বল্লে ইগুলা নাই আস্তে আস্তে বিলুপ্ত ানে আড়াই গেছি গিয়া মানুষ তি গা আস্তে আস্তে তো ইডা উইট্টু গেছি গিয়া মানুষ দ মনুষা করো মায়ামব্বত আগের মতোন নাই কিতাে
valid_habiganj (56).wav,এহন তো রহম না আগের মানুষ আগে বেশি বেশি আতর আপ্যায়ন খরছে এখন মানুষ ইতা বুঝেন এখন নিজি নিজি চা বড় লোক োইতো হ এখন তো টিরে জিগা দিয়ে যুগ সবকিছু ফালটি আইতাছি গিয়া আগে কিচ্ছুই নাই আগের খাওয়াল খতো ভালো আছিলো মানুষের স্বাইস্থ্যব্যস্থ বালা আছিলো রুক সুকে ততো আছিল না
valid_habiganj (57).wav,হুইবান মল বালো আছিল এখন আর মানুষের মান মাইটি এই মানুষ এই খারণে মানুষে অসুখ বেশি খাও নে খষ্ট রুগে খষ্ট অবাব নটন বেশি এই অবস্থা কি ছলতা আছে এখন ও এখনে খানি গুরোক তা তেমন একটা বালা নাই তার মাঝ্যে বেজাল বুজাল দিয়া তো রাখে ফরমালিন
valid_habiganj (58).wav,আগে তো মাইনুষে কিওর খানি খাইতোয় খেতো ফালাইতো আর খাইতো তে  ফসলের মাঝে েশি বিঝে বিশ দে বিশ তি খাওন তিকা মাষে র উগ বেশি ওই যে ফসল খরতাছে খেতের মাঝে শাখ সবজি ফালাইতেছে ইতার মাঝে যে ফুক টুক বেশি আই অয় ইতার মাঝে ওষুধ দেওয়া লাগে বেশি
valid_habiganj (59).wav,খাওয়নোনি তাখা ইয়া রোগ সিস্টিয়া কিটোত্তো আর কিতা খন ডাক্তারের দারা গেলা এতো রুগি আর রুগি টেখা লাগে একবস্তা অবস্তা ওনা হরা টেখা পয়সা তো ফাওয়াইতাম খয়া র রুগের লাইগা রাক্তার দরা যাওনও তো লাগে নাগে তর অয় না এই অবস্থা  ডাক্তরেরই ফৈসা অক্কল দাউক হ্যা সব পয়ডা ডাক্তরের  সধারণ মালি ডাক্তারে ধরে গেলে রুগী সতো শতর হাজার হাজার রুগী
valid_habiganj (60).wav,খালকা গেছলাম বাজুনারগা ডাক্তার দেখানির লাইগা অখন ডাক্তারের সাতে যুগাযোগ তো নাই ওক এইদে সিরিয়াল খাতাছে সিরিয়াল ম্যানের সাতে খতা খয়ান যা না আইলাম কিতা খরমু আ রমজান আসারে সন্ধ্যার সময় ইফ্তারি বানাইতাম কতার খরতাম
valid_habiganj (61).wav,খইয়া দেখাইলাআম আক ডাক্তার আইচ্ছারা দেখাইয়া তখন অষুধ আর কিন্তা ফারলাম না দেনসো আজান ফর যিবিক ইখান ওই আইলাম তারা উরা খইরা ফয় আচ্চা আজান ফুরবব যখনযাইগা বাড়িতোই খালকা আই ওষুধ কিনমুনে অখন আইলাম আকি আর কিতা খরমো কুনু করন  ডাকতাতি নাই ডাক্তার আতা রক শান্তি নাই
valid_habiganj (62).wav,ডাক্তাররে দেখাইদা ফারছো না এখন আবার কিা ডাক্তার রাক্তারে যাইবা আইবেনি র কিতা ও রুতানা লাগবা আক ডাক্তার দেখাইছি যে ডাক্তারা লইয়া গেছেম ডাক্তার ফাইলাম না অখন বিজি বেশি ফাইলাম না ও ডাক্তার দুইন্যায় সব মানুষত্তুি অন অসুস্থ ডাক্তার তার লাইন লাগাই না অসুস সিরিয়াল ফাইবা হমনে ওতো যাতে রুপ দেয়া আল্লায় দিছেনে খাওয়া ফাইততার তিকা তেরোক টুক বেশি
valid_habiganj (63).wav,আইচ্ছাত অবস্থা খইল্লা সরকারের দ্যার থিকা কি কুনো সুযোগ সুবিধা ওবিধা ফাও নি না কিতালা সে বিষয়ে সরখারে কি সযকসু আমরাতে কিছুই দেয় না যেরে দিবার দে যে ফায় খায় আমরা তো আর ফাইন আমরা তো দেয় না
valid_habiganj (64).wav,আইচ্ছা বালা বালা তো রমজানের দিন বেশি মাইরতে অইতে লাভ নেয় আবার ফেডের বুক লাগগিযি বুরা খাও বালা না সবসময় আল্লাহর নাম লগ ইমন এখলা কি াহর নমাজ খালাম খর করাহর নমাজ ফরন রোজারা হ মানটিক রাহ
valid_habiganj (65).wav,বেশি খতা হওয়ায় বালা না বেশি খতা খইলেই মানুষ হ তো আইচ্ছা ঠিক আছে তো বালা দেখন সলামল ইগুম ওলা এইগুম আরছেলাম
valid_habiganj (66).wav,এর ভায় অনুছিন ভাই এর বাইন্নামা সমজ ও বাবুল ভারে ফুজিয় নিছিন াগ বাগাইয়া দিনিছে  বাগায়া দিনিছে এ চিন্তি চালাইতো না বাবুলা গাড়ি চালাইতো মবল ভার লাডির চালাইতোএর না অইলো শুরুর
valid_habiganj (67).wav,অখন এ এরা একছন আজান দেওয়ার লাগি য পচক ক আজান দিবো হারে মাছ দিবা পাছ আজার টেখা খলেমুনলা হরে খুনড়ে মিনলা এ সুন্দর আজান দিতো যে আজান উনলে পড়ে মানুষ
valid_habiganj (68).wav,মানুষে মহানপুইরা উনছে হাবর জকে মর হইবের না হ মল্লাফার মাইনষে খনে আইরি হালকা ফো ফাও নমাজ চলছে উরখম মিরখম মানুষের মনেয় বছে একটা আগোর জমছে আর এরা এক্টা দুলরদে মের কি বেমার
valid_habiganj (69).wav,ওই এযর যেরা পাগায় না হ্যা নান না ওই যে আদান দিতো যে শুরু অইছে এ না রা শুরু যা এ আছিল মেেরে কি বমার ত অনেকদিন মহাশাহ মসজিদে ম আদান দিছে ও সৌজি ও রমজান মাখাইছে না এক বজাল খাইতো এখলামবাবজনলাই তোা ুবসুন্দর সোন্
valid_habiganj (70).wav,এহ এগুনকা ফজটনের মাজের পরে তা কিন্তু আমারে যানা সত্তো যে ফয়জা ওইনো ম সন্তকে তার মিল গেছে না আমায় যানা মতো আমি এখ মুল খলতেদেখছি বা উরচে আইচ্ছা আমকা জন্গা ফজটনে ম ফজরে আজা না ফড়ে না
valid_habiganj (71).wav,হইরে সুনুস কই আজান দড় আর কেউ নাই আজান দ তারফ উছ কজাননে দিছে আজান তো আজা দিছে না আবাযন আরান দিছে নাও কলি  একটা বিতাছা কিদা দও কলোই নোরম ছুইরা গেললা বুুতে ইয়া দেহোন
valid_habiganj (72).wav,সুরুজ ঘাডের মাঝে শেষ ুর মঝেে এমনে হরছে ঘাটের মাঝে িওই যে সূর্যে মরছে সুজ সুষ মরসে মে আস্থে কটা বাইন্নায়া উরে খানা পড়াতে ছে া ঘাড়ে হইয়ে আছে আমদা নানার লাগে ই
valid_habiganj (73).wav,আমার বৃধটা আমি এবো বানথা হয় না কিছু কিে া সাদদু সাকি নাছে হজামদিলেরেবা কিতা করবে যে ভাই ইরকম মানুষ আমি দেখি না আর খুব বালা লাগবেন মারহাছে বালা মাছেল তো গরিব অইতে ফারে
valid_habiganj (74).wav,তবে তার চোলা উঠা পয়সায় বা আদব খায়দায়  বড়  খুব ভালা মাস আছলে ই মানুষ আমি দেকি না তারপরেওইল্লে আসন তো ইলাখার মানুষ মাই ইল্লে এই ঈদ এ বেডা মোরা ছরে তাা মা মড়ছে
valid_habiganj (75).wav,ওই ইয়ের জ্ালা খরতে ফরতে আছন তো াই  যে খইলাম না ে যখন আল্লাহু খ ানদি তো আল্লাহ পর এক্টা সোর আছে না আা ইটা আছে নানি য়া যেরখম উইটটা যাবে লা ঠান দি তো মানুষ
valid_habiganj (76).wav,অনেক মানুষ তোমার ইটা মনে াে একটা আগো যনতো আ খেউ খেউ আছে না নেবহাল খারাপ আসে না ওই যে হাবজাল নেম্বার ওইতা এরা এরা বান ইতা উললে পারছে না হরা ওনা ে মা এরা গি আইডা প্রতিবাস করতো বুজ্জোনে আ জানে হ্যা খালমেছিনবো বেশি সময় দিলা যায় কিটা হানা
valid_habiganj (77).wav,হ তে এরা কিদায়া পরি উট করতো অখন লাস্টে এরা কিদেওয়া খরছি আরার মান্তরভ একটা ওই শাহ আলম আছি না এর্নাম হইলো শাহান বুজ্জেননি এ আবার গেছে লন্ডন এরা কিদেওয়া খরছে এের আব্বার আবার মানতরভায়ে নিয়েরা বুজ্ছেনি শরুজগারা নানা ওই আব্দা মেম্বার িত হ
valid_habiganj (78).wav,া এরা অইলো গাড়ি মঝাত বেডা এরা ও দরে খইতে গেলে খামা গেয়া হাটি তুলে হারে আর বাড়ি থে হ্যা আর এরা ইগা দাগু খরে গেয় হয় ক আহমাদো লয় ছেলনদলো এ কইয়া উঠছে কি্দা  তোডা পতিবাদ খরোর বা খার কইরে ছিল্লা মায়দে চাহনডা জাগাত
valid_habiganj (79).wav,আমরার এটা অইলো আমরার দাবি আমরা খানে কিতানা ছালাই ন কি অলো আমরার আমরা টা আমরা বড়ি াখেইটা জান দিবো খায়ট কজন খাবো খাটা গান খাইবো ইতে আমরা টা আমরা ওনিা কুমরা কিতা ইয়ের এক কোচ এর হইলো কেবো না র আব্বার
valid_habiganj (80).wav,মোতল ভাই আছর মানতল ভইয়ে ঢ খেলো াই এরা বুচ্ছোনি গা এরাইদা বাদিওে লাস্ট ইয়ারে শেষেদ অইছে ইযে তুমরা আমরা ইমাঠামাচ্ছে তে তোভাই আইয়ও না মানুষা দিলাম তমরাআইও না তাইলে খাইদ্য মাজি দইছে লাস্ট েয়া পাবল ভাই  খইলো যে
valid_habiganj (81).wav,যদি আজান দেন বেডায় এই সঙ্গীত যায় এডা কোনো কেউর বাদান বাখানো এইডা কোনো  খারাপ কতা তো বানে হ কোনু খারাপ নি তালো যাদু খইতাছে ওইরে তুমার যদি আর খাপ লাগে তুমি আইও না উন্নো না এডা খা কতা তুমি ন্নো না
valid_habiganj (82).wav,আস্তেগাহুনতো আছে তুম না হনডে কি্তা  তুমি নাইলে কিতা লাস্টে লাস্টে মৌসুম ক মোরছে হরে উনকা খ কিতা খয় ও সুিজেল্লা খান আর মানুষ অইতো হয় না আদলবার  অ্যা আর্দলমবারা আটজন নামের দোখ এরখম নিয় ফাও আকজন নি লাহান্নি ফাও
valid_habiganj (83).wav,আর কি আর কি মুল্লে লাশ হজ ঘর  চুর জম্ম দিছি য়া ওইযে মাসুমের শশুখেনাহ রাহাত দুলেই খাকরি হতকলা এেডাও খুব বালাহমামাো এ বেডা উষুধ মচাইনতে উশুধ মড়া ডে যাে
valid_habiganj (84).wav,হয় কিতা ও বেরা লো মাখাটিা খাইলাম ওইরা চ্যাটায় উ মাঝো মাের ওরে হ্যা মসজিদে ট্যাহা খাইলাম ওইরা বেড়াগাছে বেড়া ইজ্জাত বছাইয়া ব্যাডা নাহাততে পারি আইছে বুজ্জেনি াওডানাইন করে মা ্যা বেড়া বাড়ি আইছে বেডা ক মুক কাছ তার খন না কবা া ব্েডা দেনি আছেবা
valid_habiganj (85).wav,লা বেডা চিনফোলা দুইডা বেলা খাজির খাজির বোস ল্লা   ছাজি টাখা পয়সা নেহা দেরাম দুইডা দুইডা বেলে খাজি দুইডা তিছ দুইডা বেলে খাজিা খাবার না স ক াা দুদ লো হইলো একটা ব্যাট মাজারি স্যাটা দিাতার ্বা
valid_habiganj (86).wav,হরে বাইন নাগাও খুব খম মাইন ওই না টাস্টু ্যা  বাইন নাগাও খুব খ াাত এখনও মারে লৌড়া কি তালুত্যালো  ওই লাওগা নকডা শাওান্দা টেখার মাঝে রকতোহ ওইবা  ফরে বাবা আমি দুবাছিবো দো পড়্লো টেহা
valid_habiganj (87).wav,বিছিত রা্ডা রান্দা হইলোও রান্দা এয় পসতআর জাড়ি কাজাছো না জাগাি খালা নালে তুমা াে চারটা বিরি দিলা তুইি
valid_habiganj (88).wav,্া তুমবারে যান হরিলো আমিও ভোডাছি বলাাকানে হ ইতা জেলাহডা দেয়
valid_habiganj (89).wav,তোমার মোর বাড়ির তা তোমার নাড়া বাড়িতেছে একগুশ টেকা হিয়ারারেযে হেরা একগুস নাহেডা পরে হর মতুা চলছে আর নাগা বাইতুলেলাওন হয় আর ওআদ্দারাকাল হইলো তোমার
valid_habiganj (90).wav,া ন্া কোর দি  নো ক তরেনি তাইলাদৌড়ানেও ডা বৃষ্টি হা হই যা বেডায়  বষ্টিড বদিস ত কাহইছে
valid_habiganj (91).wav,আ সামনে আবেো ডা কি যাওনা  আছে না কইলাম তামে ওে ঠিক আছে এইডািশু ভাই দে  িা ব্ল কররি যাও না া জাডা
valid_habiganj (92).wav,পততান দুক খানে আ াহিরা ে দিাে দড়টা দডা  দোয়ার পড়নু  দাললিে  দোামাছে  গাইলিনো জেলাও
valid_habiganj (93).wav,কা দিতামনো যাইলে তো ম ভা যে পুরিস্কার নে এইভাবে দিয়েনল্লাহ  ে প্রথম পরিস্কার চোয়ান না
valid_habiganj (94).wav,কিতওতাছও ে থেকি পন্দর পাই হইলো জাসবে কিআ  ান লি লের দেয়ে দা মি এটাইলে আমি আরে দুই ডায়দি দি জানছেন বুরালা বুরালোওরে
valid_habiganj (95).wav,ন কল্লার গেঞ্জি কইলে আমনে মারে  ডেখেডা উড়ুত তা উড় থাখলাছে ইিচ্ছা কাডা রুজিবার ভাই তাইলে বাইতজানছাতাইলেদলা চইললে দা
valid_habiganj (96).wav,ডিকি খাইরে কিতা তন দাবায়া টান্ডাইডে মযানেক দিয়া াি ৃষ্টি অইেতাইলেআলারা িমুস খালি নাই ইয়া তিারন্নো পাশ টেকা দ্যায় গ এহননে এহন না আমাে পাশটোমনে আর ভাই
valid_habiganj (97).wav,দিন র বাে োে রোও যায় না খ কামকলো না াওসা ঘরনা দেখছিলাম আবা ও দেখছিলাম
valid_habiganj (98).wav,বভাইর নাম কিতা হ আমারলাম মোহাম্মদ দিুমিয়া আরা বয়স বয়স আটত্রিশ া আফনার সাথে কিছু কথা কইবে মনে রেকর্ড করলে কিতা সমস্যা আছে না ভাই কোন সুময়স ক আইচ্ছা া দেশের হাল কাল কিতা বে আফনেরা এলাফার দামে
valid_habiganj (99).wav,দেশের আলচাল মোরখাম তো অনেক বয়স বেশি আমরা হচ্ছি আফনার বয়স অনেক বেশি তো জানবায়ন আগে কিতা অইছিল আগে কিরখম আছিল এখন কিরকম বর্তমান অবস্থা দেশের আলচাল বুঝছিা আটত্রিশ বৎসর আমার
valid_habiganj (100).wav,তো আটতিশ বৎসর বয়সে আমি যা দেখছি তা কমু বাই এ বিষেয় আমি জানি না খইতে ফাতাম না আইস তিকা আমি দশ বৎসর আগের পতা হুই অনুমান দশ থেকা বারো বৎসর আগে যে এক্ট অবস্থান আছিল
valid_habiganj (101).wav,হএখন উই হিসাবে এখন দশ বছর পরে হর্থাৎ বিশ থাকা পঁয়ত্রিশ বৎসরের ভিত্রে হযা করছে
valid_habiganj (102).wav,গুলা খইতা পারবা যা হইসে রাইত দিনতাপার য আগে আগে আমরা ছুটুবেলা গেছি যে গার মাছে যদি কোনো একটা ফিটনাম হত করছে তো বা লাগসে
valid_habiganj (103).wav,হুতে ময় মুরব্বি গেছে ইয়া উভয়েরে ডাইক্কাইন না সমাধান করছেএখন দেখা যায় ভাই আরি ফড়ির মাঝে ভাইবেআদ্দের মাঝে লাগে
valid_habiganj (104).wav,দুইজন মুরুব্বী গেছে দুইজন দুইটা চাইর ধরছে হ একজন একপক্ক আগজানিপক্ষ চাইর ধৌরার উদ্দেশ্য অইলো একমাত্র অইলো থারার র হাওয়া ভিতর বালা আর ভিতরটা আসলে ঠিক্স না
valid_habiganj (105).wav,আর যুদি মনে করতো ভাই যে আজকে দুইজনের লাগছে হু আমরার সমাধার সাতে সাথে যাই শেষে সারতে যাই আমরা বন্দার কাছে বললা আল্লাহর কাছে বল্লাহ আর যে যার
valid_habiganj (106).wav,আদ বিপদ নিমাংস খরবো সে ওই উসিললাগে আল্লায় স্যারে মাফ করবো হখারণ আল্লাহার কাছে ক হিসাব দিয়া সুপারচামা জান্না যাইতো আল্লাহ যদি চায় তো আল্লাহ যেকোনো এত্টা জইড়া তুকাইবো উসিল্লা তুকাইবো
valid_habiganj (107).wav,হইসাবে যামন লাগবো ওখন গেরামের যে ভাই পরস্মুতি আমি খমু তবো আমাদের গেরাম বালো ও তো আছে আমাদের গেরামে অবা
valid_habiganj (108).wav,আচ্ছে ভালো মন্দ মানুষ তারফরও আগে যে একটা অবস্থা আছিল এখনই অবস্থা নাই খারণ অইলো ওই যে খইলাম না যে ফাটা ফাটি অমুখে দেহমুখমু রেজা থমুক ইরখম আমাদের গার
valid_habiganj (109).wav,কালচার অখন ভাই কী কইমু এখন বাংলাদেশের সরকার ডিজিটাল খরতে পড়তে এমন একটা অবস্থান নইছে ওইলে মানুষ আর ডিজিটাল হয় না মানুষ দিন তো দিন আরো আরও খারাপ হইতাছে আরো খারাপ হইতাছে
valid_habiganj (110).wav,আমি নিজে দেখছি বয়াই খেলার লাগি মনেষের লাআখ লাখ টেহা কুটি কুটি টযহা উুড়াইলা দিলায় আজক যদি ওই আমরা সিমলাম গ্রাম ওই একচা খেলা আনা অইছে মিপর থিকা
valid_habiganj (111).wav,এখেলাআমাগে নোমান খমছে খম টেখা এক লক্ষ দেড় লক্ষ টেখা যাইবো ওই টেখাডা গছের তুকা পঞ্চাশ হাইট হাজার তো গেসে গা বা বেশি গেছে বেশি হা লো সত্তুইর হাজারের মত গেছ  া লাগ লাগ দের লাগ টেহা লাগবো দুই টেকাডা যদি
valid_habiganj (112).wav,আমরা যারা শুনলাম গ্রামের আমাদের সাথে যারা অন্যান্য গ্রামের আছে এয আমরা সবাই মিল্লা যদি গ্রামের গরির দিক্কা ওইটখাটা যদি আমতা দেওয়া যাইতো আমরা যদি রমজার মাস ছিল্লা যদি আমরা যদি গ্রামে গ্রামে ঘরে ঘইরে দিক্কা দিক্কা দিতাম
valid_habiganj (113).wav,ততারা গেছো আমরা সারা পশ্চিমর বা আমরা তা পশ্চিমের প্রশ্নে আমরায় দোয়াদিন নে তছো আল্লাহ গাছো আমরা দামি গেলাম মানে আমরা ই পদ বুল্লা লাইছি ই পদগুলা হারম অইলো যে আমরা আসলে আল্লাহরে এইদে সম্মুখীন আমরা ওইটা ছিনা
valid_habiganj (114).wav,ই খারণে আমরা ওকে ইআজাবার গোজব আইতাসে আইবোএখন ওই যে খতা খইলাম যে ভাই যেআমরার অবস্তা পালানের খারণ অইলো আমরা আল্লাহরে বযে দিয়া উরিছি
