,path,sentence,audio_length,wer_wav2vec
1033,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_narsingdi (1074).wav,ধরাইলো ওই তো অবাক তাও শানাকা আছে মেথুওয়েড আছে আলজারি জোশেফ আছে মোম্বাইতে খেলছিলো গতবার ও তো পাঁচ উইকেটও পাইলো হ ও তো ভালো বল করে,15.104,0.3076923076923077
1034,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_rangpur (1029).wav,খাওয়া দাওয়া কইরবার ওটে ভালোয় হইছিল অবশ্য না মোটামুটি হুম ওর বাপ একবার দিলো আসিয়া ও দিলো ওর ভাই দিলো ওর ভাইয়েরও তো বিয়্যাত গেলাম আমরা,15.076,0.3076923076923077
1035,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_rangpur (188).wav,এখন তো ওষুধটা পাওয়া তো যায় না ওষুধের বদলে একটা ট্যাবলেট আছে ওই ট্যাবলেট কোনাই খিলাই কী করবু আর ওই ওষুধ ফাইলটা তো আর পাওয়া যায় না তো ওইটা কি আনার ব্যবস্থা করা যাবার না আনা যাবার না ওষুধটা,15.42,0.3076923076923077
1036,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_rangpur (189).wav,ওষুধটা পাওয়া যায় এমেরিকার মধ্যে বুঝছিস এমেরিকা থিকা আইনবার দেয় না রুগি ছাড়া ওটে কোনা রুগি ভর্তি করা লাগবে বুঝিস নাই তারপরে ওষুধটা ওনারা চিকিৎসা করবে,15.68,0.3076923076923077
1037,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_rangpur (212).wav,তুই তো তখন অটে আছিলু নোয়ায় তখন আমি ওই জাগাত আছিনো এলা কি সুস্ত হইছে এখন আছে একটু সুস্ত মোটামুটি অঅ তোর দাদার কী অবস্তা এলা সুস্ত আছে দাদা তো এই যে অসুস্ত আবার সুস্ত হয় আবার অসুস্ত হয়,15.456,0.3076923076923077
1038,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_rangpur (380).wav,তা হামার যুগে ওতলা তাও ওপ আগে আগে আর মাইনষে আদর্শের মূল্যয়ন দিসেল বেশি এখন অর্থের মূল্যয়ন দেয় বেশি এই যুগটাক কওয়া হয় ধনতান্ত্রিক যুগ আর,15.264,0.3076923076923077
1039,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_rangpur (526).wav,অ সেইটায় ভালো চলায় ভালো আরকি বুঝেন নাই যে এখন সামনে আরো দিনগুলা আইসবার লাগসে খুব ভয়াভহ দিন বুঝেন নাই এই দিনগুলা পার করা লাগবে কষ্ট মষ্ট করি এইটায় হইলো কথা তা আচ্ছা হোক বেটি তা ভালো থাকেন হা,15.072,0.3076923076923077
1040,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sandwip (1039).wav,কোন কাম জানি বইলতে কাম তো শিখতো অইবো হ্যা তোই কাম শিকতোইবো কাম কাজ যন কইরবা তো কাম যন শিখতো অইবো তো তাইলে তঁর কি কাম শিখনের ইচ্ছা বা কি কাম শিখলে তঁরতে ভালা লাইগবো কাম কাজ শিখন বইলতে,15.004,0.3076923076923077
1041,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sandwip (851).wav,চিটাং গেছি গৈ চিটাং যাইয়েরে বইনের বাসাত থাইকছি হিয়ানে হিয়ানতে কতদিন বেরাইবের হরেদি আবার স্যারে একদিন কল দিছে ছ মাস হরে আবার আইছি এরকম ছ মাস হরে হরে স্যারে ডাক ডাকিয়েরে বেতন দে কিন্তু কোনো কাজও নাই কোনো নাই,15.808,0.3076923076923077
1042,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (1101).wav,প্রেম টেম খরতায় যে তে কিতা দরোইন আফনের ফ্রেম বা বিয়া লইয়া ফরিখল্ফনা কিতা ফিলোসোফিতে বিয়া লইয়া আফনের মন্তব্য কিতা বা বিয়া লইয়া ফরিখল্ফনা কিতা আফনের,15.104,0.3076923076923077
1043,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (2209).wav,বিশ আজার টেখা দিয়া অখন কিতা খরা যায় বাংলাদেশো ঠিক আছে বিশ আজার টেখা দি তো কিচ্চু খরা যার না তুমি এখটা সিঙ্গেল রুমো যদি থাখো তুমি তুমি যদি এখটা সিঙ্গেল রুমো থাখো থাকিয়া যদি ধরো মোস্ট অফ দ্য স্টুডেন্ট দেখা যায় অইলো ব্যাচেলার অবস্থায় অউত্তো আরকি থাখে মানে অইলো মেসো উসো,15.264,0.3076923076923077
1044,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (2679).wav,ক্রিকেট খেলাত ই বার ক্রিকেট টুর্নামেন্ট আছে ওগুতো পার্টিসিপেট খরার ট্রাই খরমু আস্তে আস্তে দেখা যাউক কিতা অয় বাসাত ওখন খেলার খুব একটা অবস্থা নাই খারন মাঠ টাট সব শেষ ওই গেছে ওতার লাগি ভার্সিটিত গিয়াউ খেলা লাগে আরকি,15.036,0.3076923076923077
1045,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (2909).wav,এই যে এক দেড় বছরে কী শিক্ষা তুই ইন্টার দিরে মানে এই যে ইন্টার ফরীক্ষা দিবে তুই কয়দিন বাদে তুই ফাশ কইরা বারোই যাইবে কিতা শিক্ষা দিরে কী দিবে ইখান খছ না তো তোর কিতা অবস্থা মানে আই মিন,15.008,0.3076923076923077
1046,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_tangail (1021).wav,আমি তোমাকে প্রথমে পাশটা প্রশ্ন করবো আমি আঞ্চলিক ভাষা আঞ্চলিক ভাষাটা বলবো তুমি ওইটাকে চলিত চলিত রূপটা বলবা আচ্ছা ভাই বলেন প্রথম প্রথম যেটা তা হইলো,16.672,0.3076923076923077
1047,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_tangail (1027).wav,নেক্সট ভাই নেক্সট তো আপনার এখন আমি পাঁচটা চলিত রূপ বলবো ওইটার হলো আপনার আঞ্চলিক বলবেন তা আপনার ইস্কোর কিন্তু ওয়ান জি ভাই কন হ্যাঁ অপূর্ণ,16.0,0.3076923076923077
1048,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_tangail (684).wav,দেহুইন এইযে এস যুগ এম এস যুগ এম তারবাদে উইযে দেহুইন কতোডা ভালোবাসলে এডা মানুষ হেই গাছের উফরে বইয়া বইয়া ওই লাভ আঁকাইয়া অনু অ্যাস লেকাহারে,17.252,0.3076923076923077
1049,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_rangpur (995).wav,তুই কী জন্যে মানুষের মর্টার চুরি করবি কী জন্যে মানুষেক সিস্টাম করি ফোন নিবি যকন আমার সাতে তোর কোলোজ তুই যদি একটা অকারেন্স করিস মানুষ কিন্তু আমাকও বলবে হুম যে এয় এর সাতে মেশে নিচ্চই এয় খারাপ তাই কিনা ও মানুষের মর্টার চুরি করচে এইটা কান ধরিয়া বিচার হইচে এইটা আবার ভিডিও করি ছাড়ি দিচে,18.688,0.3090909090909091
1050,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (1119).wav,তউ আমি অইছে গিয়া বার্সিটি লাইফ আগে আসলে বেশি দিন আগে শুনছি না ই নাম আমি আমার অইছে গিয়া আগে আগে শুনতাম যে অমুক বার্সিটিত ফড়ে অমুকোর ফুয়া বার্সিটি ফড়ে যখন আমি যখন আস্তে আস্তে বড় অই তখন আমরা শুনছি আমার বড় বাই বার্সিটিত ফড়ে তো আমার মনে অইছে যে আমাকে বার্সিটিত বর্তি অইতে অইবো,15.36,0.3090909090909091
1051,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (90).wav,স্বাচ্ছন্দ ফিল খরি এখন আমি কিতা খরি বই ফড়িয়া মানে আমার বেড সাইড যে টেবিল তাখে ইখানো আমি বইডা রাখি দেই কিন্তু এই বইটা আনিসুল হকের মা বইটা আমি হাতো নিয়া ওইটা আমি কুনু টেবিলোই রাখতে ফারিয়ার না ইটা সব সময় আমার বিছনাতও রাখিয়ার মনে ওয় যে ইডা শেষ মানে শেষ না খরলে ওইতো নায়,15.84,0.3090909090909091
1052,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_narsingdi (460).wav,এডার অবস্থা খুবই শোচনীয় খালা একটা ইয়ে গান আছে না ইয়া কী জানি বন্ধু আরে না ইস্টিশনের রেলগাড়িটা মাইপ্পা চলে গড়ির কাঁটা গড়ির কাঁটা স্টেশনে বইসা ভাবি কখন বাজে বারোটা বারোটা আমাদের রায়পুরা থেইকা যাতায়েতের লাইগা সবচেয়ে ভালো মাধ্যমই হচ্ছে রেল লাইন,17.984,0.3095238095238095
1053,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (437).wav,আমরা বার্সিটিত অউত্তো আফা যে সিলেটিরা দরোইন সিনিয়র জুনিয়র গেলে হুম সিনিয়রে ভাড়া দেয় দিলাবো মানে ইটা আমরার সিলেটির এখটা মনো খরো যে বালা লাগে আমার গেছে খুব বালা লাগে ই যে এখটা বন্ডিং ই বন্ডিংটা অইন্য কুনু দেশো কুনু ডিস্টিকো নাই,16.672,0.3095238095238095
1054,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_tangail (572).wav,অর যহনকা বাসায় ঢুকছি বিয়ার দিন বিয়ার দিন সবাই কাপাকাপি বাজায় দিছে হৃদয় তুমি এইখানে বসো হৃদয় তুমি অর তোমার হচ্ছে ফুফু কয় হৃদয় তুমি এইখানে বসো অর খালা কয় হৃদয় কেমন আছো কি খাবা খাও ওরা আদর আপ্যায়ন শুরু কইরা দিলো,15.868,0.3095238095238095
1055,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_habiganj (532).wav,হুজুরের আতো বিছার যাইতো আবার সখালে মক্তবো গেলে উজুরে মারতো তে ওখন বার্সিটি লইয়া খ কুছতা বার্সিটি আমরা হচ্ছে যে বাহুবল উপজেলা ইখানের মদ্যে হচ্ছে আমাদের মুসলমানদের পাশাপাশি আমাদের,20.0,0.3103448275862069
1056,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_habiganj (600).wav,যেনো অন্তত মানে চারটা থেকে পাঁচটা কারিকুলামে মানে পার্টিসিপেট করতে পারি এবং সিবি ভারী করার মতোন যে একটা অবস্থা কিছু নেওয়ার ওইটা যেনো নিতে পারি এটা প্রত্যাশা আরকি আর,15.044,0.3103448275862069
1057,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_narsingdi (678).wav,যদি মানে এতডাই যদি মানে যদি বাড়ি থেকে তারাতারি বের করার ইচ্ছা থাহে মানে বাফের বাড়িত যতদিন থাহি ততদিন কিন্তু বাফ মা সবসময় আদর করে আর ছোট মেয়ে আর বড় মেয়ে নাই পরিবারে সবাই বাপ মা মানে বাবা মার কাছে সবাই সমান সমান অধিকার ওই ফায় এইডা তুমি এনো যুক্তি হিসাবে একটা উল্লেখ করছো কিন্তু সবাই সমান না,19.232,0.3103448275862069
1058,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_rangpur (35).wav,ডাক্তারক ডাকাসি ডাক্তারক ডাকেয়া তো এই পরে আসিয়া তো আর নাই নাই শেষ দেখতো মৃত্যু তাইলে কেমন জামইয়ের বাড়িত আসি মরি গেলো নিয়া গেলো বেটারা আসিল আসি এম্বুলেন্সত করিয়া,15.552,0.3103448275862069
1059,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_rangpur (445).wav,ও তোমার নাম তো আমই জানি তারপরো এখনা তোমার নামটা কনতো আমি আমার নাম অরজিনাল ভাবে কবো না ভাল করিয়া ও কি নাম কি তোর নাম কইতে এতক্ষন নাগে,15.552,0.3103448275862069
1060,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (2314).wav,নাইলে ইদিন আমার কিচ্ছু এখটা ওইয়া গেলোনে আর আমার ইস্কুলো খুব বালা বালা ফ্রেন্ড আছিল চাইল্ডহুডো এখন আমার ই ফ্রেন্ড হখলোর লগে যোগাযোগ নাই নাই খইলেও ওয় তারা বিদেশ,15.3,0.3103448275862069
1061,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_habiganj (465).wav,বার্সিটিত লইয়া গেছে আরে এরফরে তো দেইক্কা আরে অত্তো সুন্দর জায়গা কবি নজরুল বার্সিটিত অতো সুন্দর লাগছে এরফরে ছিডাগাং বার্সিটিত গেছলাম ফরিক্ষা দিতাম আল্লাহ এত্তো সুন্দর লাগছে কইয়া আর লাভ নাই ফরে আবার এইযে সাস্টে বর্তি অইছি অবশ্য শুরুর দিকে যে সুন্দর লাগছে অহন আসলে,16.832,0.3111111111111111
1062,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_habiganj (594).wav,টিউশন ফিউশন লইয়া বা এমনে ফ্যামিলি টেমিলির অবস্থা লইয়া আচ্ছা বর্তমানে তো একটু বালো সময় যাইতেছে খারণ ফরীক্ষা টরীক্ষা নাই আলহামদুলিল্লা সব খিছু শেষ ওই গেছেগি লম্বা একটা ছুটি ফাইমু মোটামুটি ফ্রি টাইম খাটাইতেছি আরকি আর যদি ওভারঅল বলি তে বার্সিটির যে সময়টা ইটা হইলো,18.624,0.3111111111111111
1063,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_narsingdi (690).wav,তর আমারে কিমুন লাগে কেমন লাগে মানে সারাদিন যেহেতু আপনার সাথে থাহি আর খারাপ অইলেও তো খারাপ কমুন না আর একটা আমি খাড়াপ তার মানে ম্না না খারাপ কইতাছি না মানে একটা ফ্রেন্ডেরে আরেকটা ফ্রেন্ড কোনদিন ভালো কয় না বেস্ট ফ্রেন্ড দো জীবনেও কয় না,19.42,0.3111111111111111
1064,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (1116).wav,সে তো নতুন এখবারে তো তারে এট্টু বুঝতে অয় তারে বুজাইতে অয় ফ্যামিলিরে একটু সময় লাগে একটু বুঝতে কিন্তু অনেখ আসলে আসলে ইগুলা বুঝতেও ছায় না বুজাইতেও ছায় না যার খারণে দেখা যায় যে আন্ডারস্ট্যান্ডিংটা হয় না ভালা খইরা আইচ্চা আইচ্চা তে অখন খউক্কা ছাইন,15.328,0.3111111111111111
1065,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (1207).wav,যতোদিন ওউ খুলা থাখতো ফরে যেদিন আরকি ফেয়ারওয়েল অয় ওউদিন আরকি আমার খুব বেশি খষ্ট লাগছে যেসময় লাগছে যে খেনে অতোটা দিন আমি মিস দিতাম ইস্কুলো যাইতাম না আমার এখটা খেউ নাই আছলো না খেনে ইতা মনো ওইতো আমার তো সবাই আছে ওইরখম মনো ওইতো,15.68,0.3111111111111111
1066,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (2938).wav,তারার খাছে এক মিনিট মানে ওনেক কিছু হাজার হাজার সিভি তারার সামনে ফইরা রইছে তারা এক ঘন্টা সময় নিবো এখন হাজাররে তুই এক ঘন্টা ষাইট ষাইট মিনিট দিয়া ভাগ দে খতো সেকেন্ড আয় একটা সিভি দেখতা হে এরলাগি তুই বার্সিটিত ফড়া লেখা নাই আসলেই নাই,16.48,0.3111111111111111
1067,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (477).wav,কিতা ফাইবায় ফিল ফিলটা ফাইবায় যেমন সুরমা সুরমা নদীর পাড়রে এখন তারা যেমোলাখান খরি আজাইয়া দিছে বা যেমোলাখান মানুষরে বউয়ার লাইগগা আরি সিস্টেম খইরা দিছে ইখটাও কিন্তু এখটা পর্যটনকেন্দ্রের লাখান ফড়ি গেছে মানুষ যদি বিকালি টাইমে যায় দেখা যার যে খতো মানুষ ইখটা ইয়ো খরের,16.896,0.3111111111111111
1068,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (2173).wav,মানে নায়িকা আর মানে বাছে না সো খুব বাদ লাগছে ই জিনিসটা মানে অতোদিন বাদে ফাওয়া বাদেও আরকি তারা এখলগে অইলো না সো জিনিসটা খুবই বাদ লাগছে অবারল মুভিটা খুব বালা আছিল এমনে কিতা শারুক খান তুমার ওয়ান অফ দ্য ফেবারেইট এক্টর অয় খুবই ফেবারিট এখন তুমার শারুক খানোর যে রিসেন্ট যে তিনটা যে লেইটেস্ট বারোইছে মুভি তুমার হুম জাওয়ান পাঠান,20.352,0.3114754098360656
1069,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_habiganj (383).wav,গোল না যাতে দেওয়া যায় সব সময় ওরা ডিবক্সের ভিতরে দেখা যায় যে অনেক প্লেয়ার একসাতে তাখছিলো মানে ওরা গোল যাতে না খায় ওই মেন্টালিটি নিয়া মাডের মধ্যে নামছিলো এরফরে দেখা যায় যে মেছের যে নির্ধারিত নব্বই মিনিট আছিলো ওই নব্বই মিনিটের বিতরে কুনু গোল টোল অইছে না,19.488,0.3125
1070,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_habiganj (398).wav,ডুইক্কা শাইরা আমরারে ওদের দলে যুগ দেওয়ার জন্য খিছু আলাপ আলোচনা খরছে ওদের দলের খিছু কার্যক্রম সম্পর্কে আমরারে জানাইছে তো এক দিন ইবাবে আসার ফরে দিয়া মানে আমি লক্ষ খরতেছি যে যারা ছাত্রলীগের যে বড় বাই আছিলো আমরার কলেজের ই বড় বাই একটু ফরে ফরে খালি মুবাইল দেখতাছে,21.82,0.3125
1071,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_habiganj (529).wav,খড়াখড়ি শাসন ছিলো যে যদি ফেইল খরে কেউ তাহলে সেকেন্ড আবার পরীক্ষা নিছিলো নেওয়ার ফর যারা ফাশ খরছিলো তাদেরকে তুইলা দিছিলো ফরীক্ষার জন্য এমনে কেলা দুলা আড্ডা টাড্ডা লইয়া কুনু ইয়ো নাইনি,16.1,0.3125
1072,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_kishoreganj (254).wav,ইংলিশ ইংলিশ হুম ও আইচ্চা ই ই ই ইংলিশ ফরিক্কা কি একটা অইবো না দুইডা একটা একটা আর কি কি ফরিক্কা অইবো আর অইবো বিজ্ঞান বিজ্ঞান আরকি বাংলা বাংকা আর কি অইবো,15.872,0.3125
1073,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_kishoreganj (994).wav,এখন গাছে মুকুল হয়েছে কিছু পরে কিছুদিন পর এগুলো আমের পরিতে পরিনত হবে আমের পরিতে পরিনত হবে কেলা কইতাছে খালু বলতাছে খালু ফল বাগানে ফল বাগানের কাছে গিয়ে সীমা আপাও বললো আমাদের,16.384,0.3125
1074,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_narsingdi (418).wav,সুবিদা বাজারো বাজারো আম্নের সবাই যদি বউ একটা চা স্টলের মাঝে সবাইদো একটা আলোচনা করে এই আলোচনাডা বেশিরভাগ সময় কোন জিনিসটা লইয়া আলোচনা করে এই আলোচনা হইলো যে এই চাইল দাম অইছে,15.808,0.3125
1075,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_narsingdi (855).wav,উত্তরটি আপনার সামনে রেখে দেয় চ্যাট জিপিটির রয়েছে আকর্ষণীয় কিছু ফিচার রচনা লেখা থেকে শুরু কইরা গানের লিরিক্স লেখা গল্প লেখা এমনকি কবিতা লিখতে নির্দেশ দেয়া দেওয়া হইতে দেওয়া হয় এই চ্যাটবুটকে,17.216,0.3125
1076,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_rangpur (617).wav,কিছু করিনে না পড়ি এই যে এহনা ব্যবসা বাণিজ্য করবের নাগছি টাকটুক করি চইলবের নাগছি সে ব্যবসাও খুব অবস্তা খারাপ এই কারণে মানুষ এহনা চিন্তে ভাবনা করবের নাগছি মনে করো জমি নেমো,15.648,0.3125
1077,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (2174).wav,হুম আর অউ ইয়ে ডাংকি তিনটা দেখছোনি অয় তিনোটাউ আমি থিয়েটারো গিয়া দেখছি বালাউ লাগছে তিনোটার মাঝে আমার গেছে বাল্লাগছে বেশি জাওয়ান কজ পাঠানোর স্টোরি মানে ঠিক আছিল মুটামুটি বাট পাঠানোর আরকি,17.6,0.3125
1078,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (384).wav,ফাছ সাতজন আমরা এখলগে যাইতাম তে আড্ডা আড্ডার সময়টা একটু খইনছাইন কিরখম লাগতো বা কী আড্ডা টাড্ডা দিতাইন আফনারা আড্ডা তো আড্ডা ইতা তো আর খইয়া বইল্লা ওয় না এখেখদিন এখেখ রখম,16.832,0.3125
1079,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_tangail (338).wav,তো ওই থিউরিটা এপ্লাই করছি গতকাল রাতে প্রথম যহনকা ভয় পাবা একটা বিড়ি জ্বালাবা সব কিলিয়ার,16.004,0.3125
1080,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_tangail (690).wav,এই গাছের যে কি কষ্ট আমি জানি বুক ফাঁড়লে যে কি কষ্ট আমি জানি কে রে মাইনষের ভালোবাসা পকাশ করবার নিগা গাছে মইদ্যে কিয়েরে নিয়া আহোন নাগবো কিয়েরে গাছে মইদ্যে লেখোন নাগবো,15.42,0.3125
1081,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (106).wav,তারার গ্রামটা অতো উন্নত গ্রাম গ্রামের সব মানুষ লন্ডন কিন্তু গ্রামের মানে সব মানুষ লন্ডন রাস্তা ঘাট অতো সুন্দর বাড়িঘর অতো সুন্দর কিন্তু তারার যে ইরখম সরাসরি গাড়িয়ে যে বাড়িত যাইবাগি এই ব্যবস্থাটা নাই এই জিনিসটার লাগি আমার খারাফ লাগে কিন্তু তারার যে বনজঙ্গল আছে মাট আছে সবুজ মাঠ আর রাস্তা ঘাট যে এতো ফরিস্কার তারার গ্রাম দেইক্কা আমি অবাখ অই যে বাংলাদেশো কিতা অলা গ্রাম আছেনি,20.864,0.3134328358208955
1082,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_habiganj (471).wav,এলাখা তো অইছে মনো কর বর্ডার এলাখাত বর্ডারের কাছাকাছি আমার ফাশের গ্রামের ফোলা ফানও দেখা যাইতো কী মনে কর মাদক টাদকের সাতে মোটামুটি অনেক জড়িত আছিন কিন্তু দেখা গেছে যে আমার যে গ্রামডা যেডা ই গ্রাম আর জামবাইরা গ্রাম ইডির টেরিটরির বিতরে যে ফোলা ফানডি আছিন ইডি দেখা যাইতো মনো কর,17.536,0.3137254901960784
1083,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_habiganj (443).wav,আড্ডা বলতে আসলে অখন দেখা গেছে ডিপার্টমেন্টের ফোলা ফানের সাতেই বেশি আড্ডা দেওয়া অয় এর বাইরও আবার ওই যে হবিগঞ্জ এসোসিয়েশনের এখন ফ্রোগ্রাম টোগ্রাম আছিল একটু ইহনে যাওন টাওন লাগছে আজকেও গেছিলাম এরার সাতে এহন,15.008,0.3142857142857143
1084,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_habiganj (617).wav,তো গ্রামের সব স্টুডেন্ট ইডা মানে বিশাল একটা ব্যাপার ওইদিকে গেলে খুব বালা লাগে এই একটা আরকি তারপর আরকি তে তোর ছুডুবেলা লইয়া খ কিরখম খাটছে ছুডুবেলা আমার ছুটুবেলা খুব সুন্দর খাটছে খুব সুন্দর মানে,16.028,0.3142857142857143
1085,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_habiganj (814).wav,এইতো লাগে কিরখম আর ইটা যেহেতু খাওন লাগবোই তো রান্না ওন্না না রান্না খরলে কি আর ওয় একটা দরখারি জিনিস ওই ইটা একটা ফেট তো আর বাইন্ধা রাখন যায় না অখন তো বালা ফাওন রান্না,15.804,0.3142857142857143
1086,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_narsingdi (1100).wav,আচ্ছা তুই কোন দলের সাপোর্টার বল তো আরে আমি তো বেটা আরসিবির ফ্যান বিরাট কোহলির ফ্যান এই জন্যই তো তুমি আরসিবির এতো গুণ গান গাইতেছো ট্রফিলেস থাকা অবস্থায়ও তুমি এতো কথা বলতেছো এতক্ষণে বুচ্ছি মিয়া,16.06,0.3142857142857143
1087,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_narsingdi (43).wav,আইচ্ছা ইয়া কি জানি কয় আমনের এই কর্মজীবনের মইদ্দে তো একটা এ বাড়ির বাড়ির এই মাথারতে হে মাথায় একটা ফার্মও আসিন না হুম আছিলো এরপর এডা কি মুরগা বয়লার বয়লার এই বয়লার মুরগাডি যে ফালতেন,15.9,0.3142857142857143
1088,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_rangpur (32).wav,একটার সময়ে উঠিয়ে মোক কয় মায়ো বারোত যাইম এহন বারোত যায়া আসিল হাত পা ধুয়া আসিয়া ঘরোত বসিয়া কয় বলে মোক একনা পানি দেইস তো মা খাওঙ কঙ তোমার না শ্বাসকষ্ট ফির ঠান্ডা পানি খাইবেন,15.84,0.3142857142857143
1089,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sandwip (782).wav,আরেক্কানে গেছি সজারু দেখছি হু হিয়ানে সজারুর গন্ধ করে বেশি হিয়ানতে সরি গেছি আইচ্ছা আরেক্কানে গেছি হিয়ানে উজ্ঞা বেলামপুর গাছ আছিল হু কতুগুন বেলামপুর দেখছি তো দুনুগা মিলি যুক্তি করছি কে বেলামপুর চুরি কইরতে হাইরব,15.456,0.3142857142857143
1090,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (2199).wav,বিজনেস এলালাইসিস অথবা অইলো ডাটা এনালাইসে ইয়ের কিতা ইটার নাম ডাটা এনালাইসিসোর মাস্টার্স অথবা পিএইচডি খরাত যাইবো সো তারার লাগি অইলো প্রোজেক্টটা অইলো মোউর ইফেক্টিব মোউর ইফেক্টিব বলতে যে ইতা তো অইলো এপ্লাইড এপ্লাইড ফিল্ডোর,15.808,0.3142857142857143
1091,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (2658).wav,আমি ফার্স্ট ইয়ার তাকিও রেগুলার কম্পিটিটিভ প্রোগ্রামিং করছি আমার লজিক্যাল সেন্স বিল্ডিংয়ের লাগি ই জিনিসটা আমার খাছে মনে ওইছে বেশ বালা লেবেলের সহায়ক তো আমি ই জগোতো বাক্কা কিছু এক্সপ্লোর খরছি ওনেক কিছু এচিভমেন্ট করছি,15.104,0.3142857142857143
1092,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (2892).wav,ইতা ট্যাকনিকাল সাব্জেক্টও ইতা তো অন্য লেবেলের ফ্যারা কিলা ধর তুই বা ধর যারা পিওর সাব্জেক্ট লইয়া ফড়ে যেমন ওইযে ফিজিক্স ক্যামিস্ট্রি রসায়ন ফদার্থ ইতা ইতা লইয়া ফড়ে তারার ইলা ফ্যারা তাখে না তারা এক,15.648,0.3142857142857143
1093,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_sylhet (983).wav,হি আমরা যে যে জীবন খাটিছি আমরা ওখন তো রাইত ফুয়াইলে ছিন্তা খরা লাগে আইজ খাইতাম কিতা ই আমরা ইবলা ই ছিন্তা খরছি না আমরার উগার বরা দান আছে আছতা বচরোর দান আছে মাছ আছে,15.996,0.3142857142857143
1094,/kaggle/input/ben10/ben10/16_kHz_train_audio/train_habiganj (647).wav,লেখা ফড়া বেশি খরন লাগে না শুধু চিল আর চিল ঘুরা ফেরা আসলেই কিন্তু এগুলো মানে সত্যিকার অর্থে কোনওকিছুই হইতাছে না এখানে মেয়েদের ফিছনে এইখানে আইসাও ঘুইরা ঘুইরা কুল ফাওয়া যায় না কারণ মেয়েরা কুনু ফাত্তা দে না কারণ এরা মেয়েরা মনে করে যে হে তো আর কোয়ালিফিকেশনের দিক তিকা আমার চেয়ে বেশি না,15.488,0.3148148148148148
