,Inflected_Word,Lemma,POS
4869,উচ্চাভিলাষবিহীন,উচ্চাভিলাষ,বিশেষ্য
4870,কাচান,কাচা,ক্রিয়া
4871,পাউডারটি,পাউডার,বিশেষ্য
4872,বেয়াদবি,বেয়াদব,বিশেষ্য
4873,ফেলিল,ফেলা,ক্রিয়া
4874,আপেক্ষিকতাবাদের,আপেক্ষিকতা,বিশেষ্য
4875,মুলাটা,মুলা,বিশেষ্য
4876,ঘুমেই,ঘুম,বিশেষ্য
4877,সরাইও,সরা,বিশেষ্য
4878,অন্ত্যেষ্টি,অন্ত্যেষ্টি,বিশেষ্য
4879,আরোপকে,আরোপ,বিশেষ্য
4880,তৃপ্ততায়,তৃপ্ত,বিশেষণ
4881,মেঘের,মেঘ,বিশেষ্য
4882,খেলোয়াড়,খেলোয়াড়,বিশেষ্য
4883,টউশনিতে,টউশনি,বিশেষ্য
4884,অচলা,অচলা,বিশেষ্য
4885,সম্পন্ন,সম্পন্ন,বিশেষণ
4886,অর্বাচীনের,অর্বাচীন,বিশেষণ
4887,অনুরূপভাই,অনুরূপ,বিশেষ্য
4888,সমর্পণ,সমর্পণ,বিশেষ্য
4889,তেমন,তেমন,বিশেষণ
4890,সমুদ্রের,সমুদ্র,বিশেষ্য
4891,আদতেই,আদত,বিশেষণ
4892,ঝনাৎ,ঝনাৎ,ক্রিয়া
4893,লোজনের,লোকজন,বিশেষ্য
4894,ধমকাচ্ছিলি,ধমক,বিশেষ্য
4895,বিছানাটা,বিছানা,বিশেষ্য
4896,বাস,বাস,বিশেষ্য
4897,কমছি,কম,বিশেষণ
4898,গানবাজনা,গানবাজনা,বিশেষ্য
4899,অবরোধ,অবরোধ,বিশেষ্য
4900,ফোর্সের,ফোর্স,অন্যান্য
4901,শরীরে,শরীর,বিশেষণ
4902,যাদবীয়,যাদব,বিশেষ্য
4903,জরিপটা,জরিপ,বিশেষ্য
4904,মন্দনয়,মন্দ,বিশেষণ
4905,পাগলা,পাগল,বিশেষণ
4906,বাতাসের,বাতাস,বিশেষ্য
4907,ফেরেস্তাদের,ফেরেস্তা,বিশেষ্য
4908,সুন্দরী,সুন্দরী,বিশেষণ
4909,টলমলানি,টলমল,বিশেষ্য
4910,আধোআধোপনা,আধো,বিশেষণ
4911,কড়াইতে,কড়াই,বিশেষ্য
4912,পশুর,পশু,বিশেষ্য
4913,যাচ্ছে,যাওয়া,ক্রিয়া
4914,লাগবে,লাগা,ক্রিয়া
4915,সেইসঙ্গে,সেইসঙ্গ,অব্যয়
4916,আলোচনা,আলোচনা,বিশেষ্য
4917,গাঁথুনিতে,গাঁথুনি,বিশেষ্য
4918,বুঝি,বোঝা,অব্যয়
4919,বসিতেছে,বসা,ক্রিয়া
4920,গাঁথিতেছেন,গাঁথা,ক্রিয়া
4921,পতাকায়,পতাকা,বিশেষ্য
4922,কিয়ামত,কিয়ামত,বিশেষ্য
4923,বেগুনি,বেগুন,বিশেষ্য
4924,কামড়াচ্ছেন,কামড়,বিশেষ্য
4925,আত্মসম্মানেই,আত্মসম্মান,বিশেষ্য
4926,ঢোল,ঢোল,বিশেষ্য
4927,পোশাকের,পোশাক,বিশেষ্য
4928,করছ,করা,ক্রিয়া
4929,মাইক,মাইক,বিশেষ্য
4930,ছায়াতে,ছায়া,বিশেষ্য
4931,ঘামে,ঘাম,বিশেষ্য
4932,আদরের,আদর,বিশেষ্য
4933,কাচাতেন,কাচা,ক্রিয়া
4934,জংশন,জংশন,বিশেষ্য
4935,ঘাটে,ঘাট,বিশেষ্য
4936,অভিশংসকেরা,অভিশংসন,বিশেষ্য
4937,কম্বলখান,কম্বল,বিশেষ্য
4938,অলসতায়,অলস,বিশেষণ
4939,পাত্রীরা,পাত্র্রী,বিশেষ্য
4940,অপ্রীতিকর,প্রীতি,বিশেষ্য
4941,আলোকপাতই,আলোকপাত,বিশেষ্য
4942,অমান্য,অমান্য,বিশেষণ
4943,উপদলে,উপদল,বিশেষ্য
4944,হাতিদের,হাতি,বিশেষ্য
4945,আড়ম্বরপূর্ণ,আড়ম্বর,বিশেষ্য
4946,তরুরাগ,তরু,বিশেষ্য
4947,করেছিল,করা,ক্রিয়া
4948,আত্তীকরণও,আত্তীকরণ,বিশেষ্য
4949,কাঁঠালিটকে,কাঁঠাল,বিশেষ্য
4950,কাটিয়া,কাটা,ক্রিয়া
4951,বাড়িতেই,বাড়ি,বিশেষ্য
4952,ককটেল,ককটেল,বিশেষ্য
4953,আইনসংগতভাবে,আইনসংগত,বিশেষণ
4954,ভারতীয়ের,ভারত,বিশেষণ
4955,আফু,আফু,বিশেষ্য
4956,পড়াবার,পড়ানো,ক্রিয়া
4957,বলাতে,বলা,বিশেষ্য
4958,যোগাস,যোগান,বিশেষ্য
4959,কাব্যই,কাব্য,বিশেষ্য
4960,পতি,পতি,বিশেষ্য
4961,ইঞ্জিনিয়ার,ইঞ্জিনিয়ার,বিশেষ্য
4962,দৈত্যাকার,দৈত্যআকার,বিশেষণ
4963,হাজারো,হাজার,বিশেষ্য
4964,চিমটে,চিমটে,ক্রিয়া
4965,কাঁদাইবি,কাঁদা,ক্রিয়া
4966,শিকড়ে,শিকড়,বিশেষ্য
4967,পবিত্রকে,পবিত্র,বিশেষ্য
4968,প্রাণনাশকই,প্রাণনাশক,বিশেষণ
4969,অপরিচিত,অপরিচিত,বিশেষণ
4970,গম্বুজটি,গম্বুজ,বিশেষ্য
4971,গড়পড়তায়,গড়পড়তা,বিশেষ্য
4972,অধ্যয়নকে,অধ্যয়ন,বিশেষ্য
4973,নীলে,নীল,বিশেষ্য
4974,বেঙ্গলের,বেঙ্গল,বিশেষ্য
4975,নিরাপত্তার,নিরাপত্তা,বিশেষ্য
4976,কক্ষকে,কক্ষ,বিশেষ্য
4977,দুষ্ট,দুষ্ট,বিশেষণ
4978,খাতায়,খাতা,বিশেষ্য
4979,ক্ষতবিক্ষত,ক্ষতবিক্ষত,বিশেষণ
4980,অশ্রুজল,অশ্রুজল,বিশেষ্য
4981,রাখিয়াছিল,রাখা,ক্রিয়া
4982,সক্ষমণি,সক্ষম,বিশেষণ
4983,চাদরটি,চাদর,বিশেষ্য
4984,কিন্তুও,কিন্তু,অব্যয়
4985,অদৃষ্টপূর্ব,অদৃষ্ট,বিশেষ্য
4986,মেয়েটিকে,মেয়ে,বিশেষ্য
4987,সহযোগিতা,সহযোগ,বিশেষ্য
4988,জাপানি,জাপান,বিশেষ্য
4989,উজ্জ্বলতায়,উজ্জ্বলতা,বিশেষ্য
4990,হাতির,হাতি,বিশেষ্য
4991,কালো,কালো,বিশেষ্য
4992,চালাকের,চালাক,বিশেষ্য
4993,বনবিড়াল,বনবিড়াল,বিশেষ্য
4994,রায়,রায়,বিশেষ্য
4995,রাজপুতদের,রাজপুত,বিশেষ্য
4996,সরাচ্ছি,সরা,বিশেষ্য
4997,কার্বি,কার্বি,বিশেষ্য
4998,লাগাতে,লাগানো,ক্রিয়া
4999,চাপড়,চাপড়,বিশেষ্য
5000,মানার,মানা,ক্রিয়া
5001,অলিগলিও,অলিগলি,বিশেষ্য
5002,মুক্তদ্বার,মুক্তদ্বার,ক্রিয়া
5003,দিব্যি,দিব্যি,ক্রিয়াবিশেষণ
5004,সন্তানকে,সন্তান,বিশেষ্য
5005,যাচানো,যাচা,ক্রিয়া
5006,সেইরূপ,সেরূপ,সর্বনাম
5007,ইন্দুভূষণ,ইন্দু,বিশেষ্য
5008,অনুষদকে,অনুষদ,বিশেষ্য
5009,কণ্টকবিনাশী,কণ্টক,বিশেষ্য
5010,একমাত্র,একমাত্র,বিশেষণ
5011,আইনটি,আইন,বিশেষ্য
5012,ঝলসাতে,ঝলসা,বিশেষ্য
5013,দৌড়েছিলাম,দৌড়,বিশেষ্য
5014,সন্তান,সন্তান,বিশেষ্য
5015,ওয়াদাকে,ওয়াদা,বিশেষ্য
5016,কাঁদাইও,কাঁদা,ক্রিয়া
5017,বাড়িয়েই,বাড়ানো,ক্রিয়া
5018,লেজটি,লেজ,বিশেষ্য
5019,পাকানোই,পাকানো,বিশেষ্য
5020,আরবকে,আরব,বিশেষ্য
5021,অণুক্রম,অণু,বিশেষণ
5022,সর্বনাশাই,সর্বনাশা,বিশেষণ
5023,নমুনা,নমুনা,বিশেষ্য
5024,আমাকে,আমি,সর্বনাম
5025,ঘূর্ণিকে,ঘূর্ণি,বিশেষ্য
5026,কর্মকুশলতা,কর্মকুশলতা,বিশেষণ
5027,নহি,না,ক্রিয়া
5028,পশমটা,পশম,বিশেষ্য
5029,কাছিমটা,কাছিম,বিশেষ্য
5030,কারণগুলিকে,কারণ,বিশেষ্য
5031,তহবিলই,তহবিল,বিশেষ্য
5032,পারলে,পারা,ক্রিয়া
5033,অজ্ঞানে,অজ্ঞান,বিশেষ্য
5034,ফলন,ফল,বিশেষ্য
5035,হইতেন,হওয়া,ক্রিয়া
5036,হ্রাসকৃত,হ্রাস,বিশেষ্য
5037,ফলটিরই,ফল,বিশেষ্য
5038,বাগটা,বাগ,বিশেষ্য
5039,বিজ্ঞাপনকে,বিজ্ঞাপন,বিশেষ্য
5040,কাটাবে,কাটা,ক্রিয়া
5041,ভীষণ,ভীষণ,বিশেষণ
5042,হকারই,হকার,বিশেষ্য
5043,পরিবেশের,পরিবেশ,বিশেষ্য
5044,আড়তঘরে,আড়ত,বিশেষ্য
5045,নগেন্দ্র,নগেন্দ্র,বিশেষ্য
5046,আবশ্যকতাকে,আবশ্যক,বিশেষণ
5047,যথাকাল,যথা,অব্যয়
5048,লেখালি,লেখা,ক্রিয়া
5049,বিপদগ্রস্তদের,বিপদগ্রস্ত,বিশেষ্য
5050,পেয়ারা,পেয়ারা,বিশেষ্য
5051,অ্যাসিড,অ্যাসিড,অন্যান্য
5052,কাছেই,কাছ,বিশেষ্য
5053,খইতেই,খই,বিশেষ্য
5054,কতকগুলি,কতক,বিশেষণ
5055,মমতাটা,মমতা,বিশেষ্য
5056,তোমরা,তুমি,সর্বনাম
5057,অলৌকিক,অলৌকিক,বিশেষণ
5058,ইঞ্চিই,ইঞ্চি,বিশেষ্য
5059,শাবকের,শাবক,বিশেষ্য
5060,অযোগ্যতাকে,অযোগ্য,বিশেষণ
5061,কায়দাটা,কায়দা,বিশেষ্য
5062,গহনাটি,গহনা,বিশেষ্য
5063,দিনটি,দিন,বিশেষ্য
5064,ভট্টাচার্যের,ভট্টাচার্য,বিশেষ্য
5065,নাচত,নাচ,বিশেষ্য
5066,মর্মযন্ত্রণা,মর্মযন্ত্রণা,বিশেষ্য
5067,পিছাইতিস,পিছন,বিশেষ্য
5068,এশিয়ার,এশিয়া,বিশেষ্য
5069,আনুগত্যে,আনুগত্য,বিশেষ্য
5070,আবেদনও,আবেদন,বিশেষ্য
5071,কালক্ষেপণও,কালক্ষেপণ,বিশেষ্য
5072,আত্মসন্তুষ্ট,আত্মসন্তুষ্ট,বিশেষণ
5073,জানলাম,জানা,ক্রিয়া
5074,তিমিদের,তিমি,বিশেষ্য
5075,অভয়ারণ্য,অভয়া,বিশেষ্য
5076,ভানকে,ভান,বিশেষ্য
5077,পরিণতি,পরিণতি,বিশেষ্য
5078,দালানটা,দালান,বিশেষ্য
5079,কমছে,কম,বিশেষণ
5080,পুরাকালের,পুরাকাল,বিশেষ্য
5081,ভাগফলের,ভাগফল,বিশেষ্য
5082,কৃষকরা,কৃষক,বিশেষ্য
5083,ঝাড়খণ্ড,ঝাড়খণ্ড,বিশেষ্য
5084,পিতলের,পিতল,বিশেষ্য
5085,ছালট,ছালট,বিশেষ্য
5086,শালিকে,শালি,বিশেষ্য
5087,অয়নের,অয়ন,বিশেষ্য
5088,ছন্দের,ছন্দ,বিশেষ্য
5089,পদ্দাতে,পদ্দা,বিশেষ্য
5090,উর্বর,উর্বর,বিশেষণ
5091,উড়ান,উড়ান,ক্রিয়া
5092,অঙ্গীকারকেও,অঙ্গীকার,বিশেষ্য
5093,ঔদার্য,ঔদার্য,বিশেষ্য
5094,আঘাতটি,আঘাত,বিশেষ্য
5095,প্রলুব্ধ,প্রলুব্ধ,বিশেষণ
5096,কাচাইতেছে,কাচা,ক্রিয়া
5097,আক্রান্তকারী,আক্রান্ত,বিশেষণ
5098,সংবাদ,সংবাদ,বিশেষ্য
5099,উত্ফুল্ল,উত্ফুল্ল,বিশেষণ
5100,কমিতেছি,কম,বিশেষণ
5101,অভিনবও,অভিনব,বিশেষণ
5102,খরাতে,খরা,বিশেষ্য
5103,অনৈক্যই,অনৈক্য,বিশেষ্য
5104,আতিথ্যগ্রহণ,আতিথ্য,বিশেষ্য
5105,ডাকাতি,ডাকাতি,বিশেষ্য
5106,এপারের,এপার,বিশেষ্য
5107,ভাগ্যের,ভাগ্য,বিশেষ্য
5108,নিষ্কৃতি,নিষ্কৃত,বিশেষণ
5109,পাঠাইলেন,পাঠানো,ক্রিয়া
5110,পতিতাকে,পতিতা,বিশেষ্য
5111,পকেটটি,পকেট,বিশেষ্য
5112,প্রাপ্ত,প্রাপ্ত,বিশেষণ
5113,বচ্চনের,বচ্চন,বিশেষ্য
5114,ইটভাটা,ইটভাটা,সর্বনাম
5115,হাতালো,হাতানো,ক্রিয়া
5116,অনুক্রমণী,অনুক্রম,বিশেষ্য
5117,ছড়া,ছড়া,বিশেষ্য
5118,উত্পাতই,উত্পাত,বিশেষ্য
5119,এজিংয়ের,এজিং,অন্যান্য
5120,আধিপত্য,আধিপত্য,বিশেষ্য
5121,খুনের,খুন,বিশেষ্য
5122,শীশাটি,শীশা,বিশেষ্য
5123,বর্ষায়,বর্ষা,বিশেষ্য
5124,অবরোধও,অবরোধ,বিশেষ্য
5125,ছাড়িয়া,ছাড়া,ক্রিয়া
5126,প্রেমে,প্রেম,বিশেষ্য
5127,জলসার,জলসা,বিশেষ্য
5128,কর্তব্যগুলিই,কর্তব্য,বিশেষণ
5129,আবাসস্থলে,আবাসস্থল,বিশেষ্য
5130,অভ্যাসও,অভ্যাস,বিশেষ্য
5131,নিয়োগটি,নিয়োগ,ক্রিয়া
5132,দৌড়াই,দৌড়,বিশেষ্য
5133,করেছ,করা,ক্রিয়া
5134,কাঠগড়ায়,কাঠগড়া,বিশেষ্য
5135,নতিটা,নতি,বিশেষ্য
5136,ওষ্ঠধ্বনি,ওষ্ঠ,বিশেষ্য
5137,উদ্ধৃত,উদ্ধৃত,বিশেষ্য
5138,খড়েতে,খড়,বিশেষ্য
5139,ডায়রিয়া,ডায়রিয়া,বিশেষ্য
5140,অপরিবর্তনশীল,অপরিবর্তন,বিশেষ্য
5141,ঠোঙাটি,ঠোঙা,বিশেষ্য
5142,কাটিস,কাটা,ক্রিয়া
5143,বায়ুতে,বায়ু,বিশেষ্য
5144,বুঝিয়াই,বোঝা,ক্রিয়া
5145,আঙুরও,আঙুর,বিশেষ্য
5146,তামাকের,তামাক,বিশেষ্য
5147,ছুটিতেই,ছুটি,বিশেষ্য
5148,বিশুদ্ধানন্দ,বিশুদ্ধআনন্দ,বিশেষ্য
5149,শিক্ষার্থীকে,শিক্ষার্থী,বিশেষ্য
5150,ধমকই,ধমক,বিশেষ্য
5151,চরমপন্থাজাতীয়,চরমপন্থা,বিশেষ্য
5152,আহ্লাদির,আহ্লাদ,বিশেষ্য
5153,অনির্বাণ,অনির্বাণ,বিশেষণ
5154,অঙ্গীকারও,অঙ্গীকার,বিশেষ্য
5155,গেটওয়ালা,গেটওয়ালা,বিশেষ্য
5156,শাস্ত্রপাঠ,শাস্ত্রপাঠ,বিশেষ্য
5157,প্রাণদণ্ডই,প্রাণদণ্ড,বিশেষ্য
5158,থামাত,থামা,ক্রিয়া
5159,ফুটিয়া,ফোটানো,ক্রিয়া
5160,অজ্ঞই,অজ্ঞ,বিশেষণ
5161,ওষ্ঠবর্ণ,ওষ্ঠ,বিশেষ্য
5162,উপসর্গযুক্ত,উপসর্গ,বিশেষ্য
5163,উদ্ভাসের,উদ্ভাস,বিশেষ্য
5164,ঘোড়সওয়ারকে,ঘোড়সওয়ার,বিশেষ্য
5165,দাঁড়াল,দাঁড়া,বিশেষণ
5166,ঔষধালয়ে,ঔষধালয়,বিশেষ্য
5167,গরীবকে,গরীব,বিশেষ্য
5168,ফিরাইতে,ফেরানো,ক্রিয়া
5169,জপিতেছিলেন,জপা,ক্রিয়া
5170,যোগ্যতাহীন,যোগ্য,বিশেষণ
5171,করছেন,করা,ক্রিয়া
5172,কাচাইতেছ,কাচা,ক্রিয়া
5173,সাধানো,সাধা,ক্রিয়া
5174,পাইতে,পাওয়া,ক্রিয়া
5175,বাইরেই,বাইরে,ক্রিয়াবিশেষণ
5176,আসক্তিকে,আসক্তি,বিশেষ্য
5177,খাইবে,খাওয়া,ক্রিয়া
5178,মনিবের,মনিব,বিশেষ্য
5179,আশীর্বাদ,আশীর্বাদ,বিশেষ্য
5180,দাঁড়াশই,দাঁড়াশ,বিশেষ্য
5181,ছেমড়াকে,ছেমড়া,বিশেষ্য
5182,নিরতিশয়,অতিশয়,বিশেষণ
5183,কুমারের,কুমার,বিশেষ্য
5184,যাচ্ছিলাম,যাওয়া,ক্রিয়া
5185,আদালতই,আদালত,বিশেষ্য
5186,নেই,না,বিশেষ্য
5187,গগনমূল,গগন,বিশেষ্য
5188,ঝাড়কে,ঝাড়,বিশেষ্য
5189,সমর্থকদের,সমর্থক,বিশেষণ
5190,মারিয়া,মারা,ক্রিয়া
5191,কেবিনে,কেবিন,বিশেষ্য
5192,সরাচ্ছিল,সরা,বিশেষ্য
5193,মাঠানসহি,মাঠ,বিশেষ্য
5194,উত্তরসূরি,উত্তরসূরি,বিশেষ্য
5195,মাধবীতলায়,মাধবীতলা,বিশেষ্য
5196,উতরাই,উতরাই,বিশেষ্য
5197,পিছাই,পিছন,বিশেষ্য
5198,যাহার,যাহা,সর্বনাম
5199,স্বপ্নে,স্বপ্ন,বিশেষ্য
5200,ছত্রাকনাশক,ছত্রাক,বিশেষ্য
5201,নড়ির,নড়ি,বিশেষ্য
5202,বাধাক,বাধা,বিশেষ্য
5203,উত্তরায়ন,উত্তরায়ণ,বিশেষ্য
5204,করাতের,করা,ক্রিয়া
5205,মেঘাচ্ছন্ন,মেঘআচ্ছন্ন,বিশেষণ
5206,ভাষাতে,ভাষা,বিশেষ্য
5207,জানি,জানা,ক্রিয়া
5208,অঙ্গ,অঙ্গ,বিশেষ্য
5209,প্রেমোদ্গমদৃশ্য,প্রেমউদ্গমদৃশ্য,বিশেষ্য
5210,বল্গা,বল্গা,বিশেষ্য
5211,আপসহীনই,আপসহীন,বিশেষণ
5212,পীড়া,পীড়া,বিশেষ্য
5213,পণ্ডিতের,পণ্ডিত,বিশেষ্য
5214,নরককের,নরক,বিশেষ্য
5215,বসন্তসন্ধ্যায়,বসন্তসন্ধ্যা,ক্রিয়া
5216,আরক্তলোচন,আরক্ত,বিশেষণ
5217,আত্মপ্রত্যয়ের,আত্মপ্রত্যয়,বিশেষ্য
5218,আটকাও,আটক,বিশেষ্য
5219,শালপাতায়,শালপাতা,বিশেষ্য
5220,বেদখল,দখল,বিশেষ্য
5221,পঞ্চকোট,পঞ্চকোট,বিশেষ্য
5222,উত্তরগুলো,উত্তর,বিশেষ্য
5223,ঘুমা,ঘুম,বিশেষ্য
5224,অব্দেও,অব্দ,বিশেষ্য
5225,ঘরাও,ঘর,বিশেষ্য
5226,কাটাচ্ছিল,কাটা,ক্রিয়া
5227,শ্যামা,শ্যামা,বিশেষ্য
5228,নির্দিষ্ট,নির্দিষ্ট,বিশেষণ
5229,ছাত্র,ছাত্র,বিশেষ্য
5230,গাভলা,গাভলা,বিশেষ্য
5231,বনকর্তাদের,বনকর্তা,বিশেষ্য
5232,সেতু,সেতু,বিশেষ্য
5233,পূর্ববর্তী,পূর্ববর্তী,বিশেষণ
5234,অপর,পর,বিশেষণ
5235,অর্ণবের,অর্ণব,বিশেষ্য
5236,দেখতেই,দেখা,ক্রিয়া
5237,আত্মতুষ্টিই,আত্মতুষ্ট,বিশেষণ
5238,চঞ্চলতা,চঞ্চল,বিশেষণ
5239,শেখেন,শেখা,ক্রিয়া
5240,একদিনও,একদিন,ক্রিয়াবিশেষণ
5241,শুভদৃষ্টি,শুভদৃষ্টি,বিশেষ্য
5242,উজ্জলপুর,উজ্জল,বিশেষণ
5243,যাওয়া,যাওয়া,ক্রিয়া
5244,দেখিয়া,দেখা,ক্রিয়া
5245,উত্পাদক,উত্পাদক,বিশেষ্য
5246,উচ্চশিক্ষাকেন্দ্র,উচ্চশিক্ষা,বিশেষ্য
5247,টুকরোটাকরাগুলো,টুকরো,বিশেষ্য
5248,আত্মবিশ্বাস,আত্মবিশ্বাস,বিশেষ্য
5249,ওয়ার্ডটি,ওয়ার্ড,বিশেষ্য
5250,জাহাজকে,জাহাজ,বিশেষ্য
5251,বর্ষীয়ান,বর্ষীয়ান,বিশেষণ
5252,আবির্ভাবের,আবির্ভাব,বিশেষ্য
5253,পড়াইও,পড়া,ক্রিয়া
5254,বিনিয়োগেরই,বিনিয়োগ,বিশেষ্য
5255,ছন্দটি,ছন্দ,বিশেষ্য
5256,দোষানো,দোষ,বিশেষ্য
5257,আপনাকে,আপনি,সর্বনাম
5258,গতানুগতিকই,গতানুগতিক,বিশেষণ
5259,লিখেছিলি,লেখা,ক্রিয়া
5260,বলেছেন,বলা,ক্রিয়া
5261,গতকাল,গতকাল,বিশেষণ
5262,পত্রটা,পত্র,বিশেষ্য
5263,সেটি,সেই,সর্বনাম
5264,কাব্য,কাব্য,বিশেষ্য
5265,ঘাতটির,ঘাত,বিশেষ্য
5266,বনকর্মীরা,কর্ম,বিশেষ্য
5267,দোলনা,দোলনা,বিশেষ্য
5268,টোকা,টোকা,বিশেষ্য
5269,আমগাছই,আমগাছ,বিশেষ্য
5270,আদালতকে,আদালত,বিশেষ্য
5271,ঘরটার,ঘর,বিশেষ্য
5272,ইহাও,ইহা,সর্বনাম
5273,কাশীপুর,কাশীপুর,বিশেষ্য
5274,অরুচি,রুচি,বিশেষ্য
5275,বাইরে,বাইরে,ক্রিয়াবিশেষণ
5276,মাইকের,মাইক,বিশেষ্য
5277,বড়োটির,বড়,বিশেষ্য
5278,আদেশপত্র,আদেশ,বিশেষ্য
5279,ল্যাংচাই,ল্যাংচা,বিশেষ্য
5280,তলদেশেও,তলদেশে,ক্রিয়াবিশেষণ
5281,গালাগালিতে,গালাগালি,বিশেষ্য
5282,বসিতেছ,বসা,ক্রিয়া
5283,অকারণেও,অকারণ,বিশেষণ
5284,গজলের,গজল,বিশেষ্য
5285,পঁচিশটা,পঁচিশ,বিশেষ্য
5286,অভিবাসীর,অভিবাসী,বিশেষণ
5287,অনন্তকাল,অনন্ত,বিশেষণ
5288,ক্ষয়,ক্ষয়,ক্রিয়া
5289,আঁচলের,আঁচল,বিশেষ্য
5290,মাঠঘাট,মাঠ,বিশেষ্য
5291,পড়িতেছ,পড়া,ক্রিয়া
5292,করলো,করা,ক্রিয়া
5293,অহংকারীদের,অহংকার,বিশেষ্য
5294,পেকে,পাকা,বিশেষ্য
5295,ঠিকই,ঠিক,বিশেষণ
5296,অপব্যয়কারী,অপব্যয়,বিশেষ্য
5297,নলে,নল,বিশেষ্য
5298,একসঙ্গে,একসঙ্গ,ক্রিয়াবিশেষণ
5299,আলোচনায়,আলোচনা,বিশেষ্য
5300,ট্রাক,ট্রাক,বিশেষ্য
5301,দৌড়য়,দৌড়,বিশেষ্য
5302,অমিতাভ,অমিতাভ,বিশেষ্য
5303,ইন্দ্রিয়গুলো,ইন্দ্রিয়,বিশেষ্য
5304,গিয়েছে,যাওয়া,ক্রিয়া
5305,থলেই,থলে,বিশেষ্য
5306,বাঁচাইবার,বাঁচানো,ক্রিয়া
5307,সাজিয়ে,সাজানো,ক্রিয়া
5308,শেষেরটা,শেষ,বিশেষ্য
5309,খেলেছিল,খেলা,ক্রিয়া
5310,আঙ্গিকটা,আঙ্গিক,বিশেষণ
5311,মাড়োয়ারি,মাড়োয়ারি,বিশেষ্য
5312,সশব্দে,সশব্দ,বিশেষণ
5313,উন্মত্তকারী,উন্মত্ত,বিশেষণ
5314,দেখাচ্ছিলুম,দেখা,ক্রিয়া
5315,আলগার,আলগা,বিশেষণ
5316,শুনতে,শোনা,ক্রিয়া
5317,ফকির,ফকির,বিশেষ্য
5318,অংশীদারমূলক,অংশীদার,বিশেষ্য
5319,সৌদি,সৌদি,বিশেষ্য
5320,ঔদার্যেও,ঔদার্য,বিশেষ্য
5321,নিন,নেওয়া,ক্রিয়া
5322,ফেলাই,ফেলা,ক্রিয়া
5323,অসমানকে,অসমান,বিশেষণ
5324,হইবামাত্রই,হওয়ামাত্র,ক্রিয়া
5325,ফুলব,ফুল,বিশেষ্য
5326,জিজ্ঞেসা,জিজ্ঞেস,বিশেষ্য
5327,পঁচিশটায়,পঁচিশ,বিশেষ্য
5328,অভিজ্ঞজনদের,অভিজ্ঞ,বিশেষণ
5329,ধনকে,ধন,বিশেষ্য
5330,বেলের,বেল,বিশেষ্য
5331,অর্বাচীনতা,অর্বাচীন,বিশেষণ
5332,বনদফতর,বনদফতর,বিশেষ্য
5333,আড়ালই,আড়াল,বিশেষ্য
5334,টুকরা,টুকরা,বিশেষ্য
5335,ভোরে,ভোর,বিশেষ্য
5336,দেখাচ্ছিলেন,দেখা,ক্রিয়া
5337,ঘুমকাতুরে,ঘুম,বিশেষ্য
5338,কাল্চারে,কাল্চার,বিশেষ্য
5339,গোলকের,গোলক,বিশেষ্য
5340,ধমকাত,ধমক,বিশেষ্য
5341,সেদ্ধ,সেদ্ধ,বিশেষণ
5342,বিশ্রামগৃহে,বিশ্রামগৃহ,বিশেষ্য
5343,স্ত্রীলোকটি,স্ত্রীলোক,বিশেষ্য
5344,দারিদ্র,দরিদ্র,বিশেষণ
5345,অংশটাই,অংশ,বিশেষ্য
5346,কোদালে,কোদাল,বিশেষ্য
5347,বলালে,বলা,ক্রিয়া
5348,সেখানেরই,সেখানে,ক্রিয়াবিশেষণ
5349,কলতলায়,কলতল,বিশেষ্য
5350,ঘড়ি,ঘড়ি,বিশেষ্য
5351,লবনই,লবন,বিশেষ্য
5352,হেয়,হেয়,বিশেষণ
5353,করছিল,করা,ক্রিয়া
5354,ওরই,ও,সর্বনাম
5355,উন্মাদক,উন্মাদ,বিশেষণ
5356,সীমানা,সীমানা,বিশেষ্য
5357,অন্তরায়,অন্তরা,বিশেষ্য
5358,চাহিদা,চাহিদা,বিশেষ্য
5359,অবদানও,অবদান,বিশেষ্য
5360,ইংরেজই,ইংরেজ,বিশেষ্য
5361,অনিশ্চিতি,অনিশ্চিত,বিশেষণ
5362,আগেই,আগ,বিশেষ্য
5363,আবহাওয়াও,আবহাওয়া,বিশেষ্য
5364,কাঠঠোকরাকে,কাঠঠোকরা,বিশেষ্য
5365,বাচ্চাদেরকে,বাচ্চা,বিশেষ্য
5366,অভিব্যক্তিটা,অভিব্যক্তি,বিশেষ্য
5367,সেনগুপ্ত,সেনগুপ্ত,বিশেষ্য
5368,উত্তরাধিকারকে,উত্তরাধিকার,বিশেষ্য
5369,খ্যাতিও,খ্যাতি,বিশেষ্য
5370,ফেলেছে,ফেলা,ক্রিয়া
5371,উচ্চাভিলাষও,উচ্চাভিলাষ,বিশেষ্য
5372,ক্ষেত্রেই,ক্ষেত্র,বিশেষ্য
5373,অরুচির,অরুচি,বিশেষ্য
5374,আব্দুল,আব্দুল,বিশেষ্য
5375,উদ্দেশ,উদ্দেশ,বিশেষ্য
5376,আঞ্চলিক,অঞ্চল,বিশেষ্য
5377,দেওয়াবার,দেওয়া,ক্রিয়া
5378,কলাকৌশলগত,কলাকৌশল,বিশেষ্য
5379,গুঁড়িয়ে,গুঁড়ানো,ক্রিয়া
5380,আশাও,আশা,বিশেষ্য
