,word,ipa
4756,গতি,got̪ɪ
4757,অনলাইনে,ɔnlɐɪ̯ne
4758,মৌলভী,mou̯lobʱɪ
4759,তোফাজ্জল,t̪opʰɐɟɟɔl
4760,ভৈরবী,bʱo͡ɪ̯ɾobɪ
4761,বয়ান,bɔʲɐn
4762,অফিস-আওয়ারে,ɔpʰɪs-ɐ͡o̯ʷɐɾe
4763,ঘণ্টার,gʱɔntɐɾ
4764,ঘণ্টা,gʱɔntɐ
4765,উঠতে।,utʰt̪e।
4766,আকস্মিকভাবে,ɐkoʃʃɪkbʱɐbe
4767,ঢাকাগামী,dʱɐkɐgɐmɪ
4768,দুর্ভোগে,d̪uɾbʱeɐ̯ge
4769,যাত্রীরা।,ɟɐt̪ɾɪɾɐ।
4770,কৌঁসুলি,koũʃulɪ
4771,পাঁচজন,pɐ̃cɟon
4772,সাক্ষীকে,ʃɐkkʰɪke
4773,তলব,t̪ɔlbo
4774,তিনজন,t̪ɪnɟɔn
4775,জবানবন্দি,ɟɔbɐnbɔnd̪ɪ
4776,আত্মসাতের,ɐt̪t̪oʃɐt̪eɾ
4777,সংবাদপত্রে,ʃɔŋbɐd̪pɔt̪ɾe
4778,প্রকাশের,pɾokɐʃeɾ
4779,কাজও,kɐɟo
4780,বাহিনী,bɐhɪnɪ
4781,তথা,t̪ɔt̪ʰɐ
4782,ভাবমূর্তিও,bʱɐbmuɾt̪ɪ͡o̯
4783,ক্ষুন্ন,kʰunno
4784,বিকাল,bɪkɐl
4785,তিনটায়,t̪ɪntɐe̯
4786,জনমত,ɟɔnmɔt̪o
4787,জরিপে,ɟoɾɪpe
4788,"হচ্ছে,","hoccʰe,"
4789,ভোটে,bʱote
4790,ইতালির,ɪt̪ɐlɪɾ
4791,প্রাতিষ্ঠানিক,pɾɐt̪ɪʃtʱɐnɪk
4792,ফাইভ,pʰɐɪ̯v
4793,মুভমেন্টের,muvmenteɾ
4794,অবস্থানই,ɔbost̪ʰɐnɪ
4795,শক্তিশালী,ʃokt̪ɪʃɐlɪ
4796,দাবা,d̪ɐbɐ
4797,দক্ষতাকে,d̪okkʰot̪ɐke
4798,সুপারহিউম্যান,ʃupɐɾohɪ͡u̯mɛn
4799,আখ্যায়িত,ɐkkʰɐʲɪt̪o
4800,করছে,koɾcʰe
4801,নির্মাতা,nɪɾmɐt̪ɐ
4802,ডিপমাইন্ড।,dɪpmɐ͡ɪ̯nd।
4803,স্মৃতি,sɾɪt̪ɪ
4804,সংরক্ষণের,ʃɔŋɾɔkkʰoneɾ
4805,নিয়েছি।,nɪʲecʰɪ।
4806,নাইজেরিয়া,nɐɪ̯ɟeɾɪʲɐ
4807,টোগো,togo
4808,মালির,mɐlɪɾ
4809,কোচ,koc
4810,হাসান,hɐsɐn
4811,হৃদয়,ɾɪd̪ɔe̯
4812,ভাড়াটিয়া,bʱɐɽɐtɪʲɐ
4813,চাচা,cɐcɐ
4814,বাদশাকে,bɐd̪ʃɐke
4815,যেগুলো,ɟegulo
4816,পাচ্ছি,pɐccʰɪ
4817,মেট্রোপলিটন,metɾopɔlɪtɔn
4818,ম্যাজিস্ট্রেট,mɛɟɪstɾet
4819,আবদুল্লাহ,ɐbd̪ullɐh
4820,আদেশের,ɐd̪eʃeɾ
4821,ধার্য,d̪ʱɐɾɟo
4822,লেনদেন,lend̪en
4823,উভয়ের,ubʱɔʲeɾ
4824,বচসা,bɔcoʃɐ
4825,র‌্যাব,ɾɛb
4826,কোমর,komoɾ
4827,পিস্তল,pɪst̪ɔl
4828,উঁচিয়ে,ũcɪʲe
4829,ধরে।,d̪ʱoɾe।
4830,কোর্ট,koɾt
4831,ম্যারেজ,mɛɾeɟ
4832,মাত্র।,mɐt̪ɾo।
4833,সৈকতে,ʃoɪ̯kɔt̪e
4834,সূর্যাস্তের,ʃuɾɟɐst̪eɾ
4835,মুগ্ধ,mugd̪ʱo
4836,বিভক্তির,bɪbʱokt̪ɪɾ
4837,জনগণও,ɟɔngɔno
4838,বিভক্ত,bɪbʱɔkt̪o
4839,তারই,t̪ɐɾɪ
4840,প্রভাব,pɾobʱɐb
4841,পড়ল,pɔɽlo
4842,স্বজনহারা,ʃɔɟɔnhɐɾɐ
4843,পরিবারটি,poɾɪbɐɾtɪ
4844,ন্যায়বিচার,nɛʲbɪcɐɾ
4845,হতাশাগ্রস্ত,hot̪ɐʃɐgɾost̪o
4846,পড়েছে।,poɽecʰe।
4847,হাটহাজারী,hɐthɐɟɐɾɪ
4848,জাহেদকে,ɟɐhed̪ke
4849,টুর্নামেন্টে,tuɾnɐmente
4850,ফাইনাল,pʰɐɪ̯nɐl
4851,লক্ষ্য,lokkʰo
4852,বাংলাদেশের।,bɐŋlɐd̪eʃeɾ।
4853,উস্তার,ust̪ɐɾ
4854,আড়াল,ɐɽɐl
4855,রাখছেন।,ɾɐkʰcʰen।
4856,অপহরণের,ɔpohɔɾoneɾ
4857,শঙ্কিত,ʃɔŋkɪt̪o
4858,সেলিব্রেটি।,selɪbɾetɪ।
4859,সংস্থার,ʃɔŋost̪ʰɐɾ
4860,উপ-পরিচালক,upo-poɾɪcɐlok
4861,পদে,pɔd̪e
4862,চৌধুরী,cou̯d̪ʱuɾɪ
4863,শওকত,ʃɔokɔt̪
4864,আহমেদকে,ɐhomed̪ke
4865,কৃতজ্ঞ,kɾɪt̪ɔggo
4866,সবগুলো,ʃɔbgulo
4867,দফা,d̪ɔpʰɐ
4868,বাস্তবায়নের,bɐst̪obɐʲoneɾ
4869,মূলভিত্তি,mulbʱɪt̪t̪ɪ
4870,ধরেছে,d̪ʱoɾecʰe
4871,বিষয়টিকে।,bɪʃɔe̯tɪke।
4872,প্রায়ই,pɾɐʲɪ
4873,স্বজন,ʃɔɟɔn
4874,ক্লিনিকে,klɪnɪke
4875,পাঠিয়ে,pɐtʱɪʲe
4876,দরকারি।,d̪ɔɾkɐɾɪ।
4877,জনতা,ɟɔnot̪ɐ
4878,বাঁশ,bɐ̃ʃ
4879,ঝাড়,ɟʱɐɽ
4880,বৈশাখীর,bo͡ɪ̯ʃɐkʰɪɾ
4881,মৃতদেহ,mɾɪt̪od̪eho
4882,লিজার,lɪɟɐɾ
4883,যায়নি।,ɟɐʲnɪ।
4884,রবু,ɾobu
4885,অনেকেই।,ɔnekeɪ।
4886,যথেষ্ট,ɟɔt̪ʰeʃto
4887,দুর্বল,d̪uɾbɔl
4888,যাত্রায়,ɟɐt̪ɾɐe̯
4889,রাগ,ɾɐg
4890,সেনাসদস্যরা,ʃenɐʃd̪oʃʃoɾɐ
4891,থাকেন।,t̪ʰɐken।
4892,কোনোটা,konotɐ
4893,বিষন্ন।,bɪʃɔnno।
4894,বংশাল,bɔŋʃɐl
4895,দুদক।,d̪ud̪ok।
4896,শিখতে,ʃɪkʰt̪e
4897,পারবো।,pɐɾbo।
4898,অধিদফতরের,od̪ʱɪd̪ɔpʰt̪oɾeɾ
4899,ভুল,bʱul
4900,কারখানায়,kɐɾkʰɐnɐe̯
4901,কারখানা,kɐɾkʰɐnɐ
4902,সুযোগে,ʃuɟoge
4903,রিপন,ɾɪpon
4904,আকবর,ɐkbɔɾ
4905,ঢালী,dʱɐlɪ
4906,ভোররাতে,bʱoɾɾɐt̪e
4907,প্রবল,pɾobɔl
4908,জোয়ারে,ɟoʷɐɾe
4909,চাকলা,cɐklɐ
4910,কপোতাক্ষ,kɔpot̪ɐkkʰo
4911,নদের,nɔd̪eɾ
4912,বেড়িবাঁধ,beɽɪbɐ̃d̪ʱ
4913,নদীগর্ভে,nod̪ɪgɔɾbʱe
4914,বিমানবন্দরের,bɪmɐnbɔnd̪oɾeɾ
4915,"যাত্রী,","ɟɐt̪ɾɪ,"
4916,ব্যাগেজ,bɛgeɟ
4917,কার্গো,kɐɾgeɐ̯
4918,স্ক্যানিং,skɐnɪŋ
4919,চেকিংয়ের,cekɪlɔʲeɾ
4920,বৃদ্ধি,bɾɪd̪d̪ʱɪ
4921,পাবে।,pɐbe।
4922,সীমিত,ʃɪmɪt̪o
4923,ওভারের,obʱɐɾeɾ
4924,সিরিজ,sɪɾɪɟ
4925,টেস্ট।,test।
4926,অপরজনের,ɔpɔɾɟɔneɾ
4927,গেছেন।,gɛcʰen।
4928,পরদিন,pɔɾd̪ɪn
4929,দেড়,d̪eɽ
4930,সিঁধইল,ʃɪ̃d̪ʱɪl
4931,সেলিম,selɪm
4932,নিয়োগপ্রাপ্ত,nɪʲogpɾɐpt̪o
4933,রবীন্দ্র,ɾobɪnd̪ɾo
4934,রেজিস্টার,ɾeɟɪstɐɾ
4935,বাংলা,bɐŋlɐ
4936,একাডেমির,ɛkɐdemɪɾ
4937,মহাপরিচালক,mɔhɐpoɾɪcɐlok
4938,ওহাব,ohɐb
4939,রাবি,ɾɐbɪ
4940,মুহম্মদ,muhɔmmɔd̪
4941,মিজানউদ্দিন।,mɪɟɐnud̪d̪ɪn।
4942,তালিকা,t̪ɐlɪkɐ
4943,"অনুযায়ী,","onuɟɐʲɪ,"
4944,দুইজন,d̪uɪ̯ɟɔn
4945,কয়েকজনকে,kɔʲekɟɔnke
4946,মামলাগুলোর,mɐmolɐguloɾ
4947,অগ্রতি,ɔgɾot̪ɪ
4948,বললেই,bolleɪ̯
4949,চলে।,cɔle।
4950,লক,lɔk
4951,টাইমে,tɐɪ̯me
4952,শুটিং,ʃutɪŋ
4953,সিডিউল,ʃɪdɪu̯l
4954,নায়িকা,nɐʲɪkɐ
4955,অস্বীকৃতি,ɔʃɪkɾɪt̪ɪ
4956,বাধে,bɐd̪ʱe
4957,বিপত্তি।,bɪpot̪t̪ɪ।
4958,দাঁড়িয়েছে,d̪ɐ̃ɽɪʲecʰe
4959,পয়েন্টে।,pɔʲente।
4960,ব্যতিক্রম,bɛt̪ɪkɾom
4961,ইরান,ɪɾɐn
4962,সিরিয়া।,sɪɾɪʲɐ।
4963,পড়ার,pɔɽɐɾ
4964,অধিদফতরকে,od̪ʱɪd̪ɔpʰt̪oɾke
4965,সাঁওতালদের,ʃɐ̃ut̪ɐld̪eɾ
4966,উচ্ছেদের,uccʰed̪eɾ
4967,জড়িতদের,ɟoɽɪt̪d̪eɾ
4968,নূর,nuɾ
4969,যুবকের,ɟubokeɾ
4970,পরিচয়পত্রের,poɾɪcɔʲpot̪ɾeɾ
4971,স্মার্ট,sɐɾt
4972,কার্ডের,kɐɾdeɾ
4973,স্বাক্ষরে,ʃɐkkʰoɾe
4974,মিল,mɪl
4975,সেমিফাইনালে,ʃemɪpʰɐɪ̯nɐle
4976,হীড,hɪd
4977,ইন্টারন্যাশনাল,ɪntɐɾonnɐʃonɐl
4978,রেসিডেন্সিয়াল।,ɾesɪdensɪʲɐl।
4979,ঘোষণার,gʱoʃonɐɾ
4980,গণমাধ্যমকে,gɔnomɐd̪d̪ʱomke
4981,সাধ্বী।,ʃɐd̪ʱt̪ɪ।
4982,প্রতিরোধে,pɾot̪ɪɾod̪ʱe
4983,ক্যালিফোর্নিয়া,kɛlɪfoɾnɪʲɐ
4984,শর্তসাপেক্ষে,ʃɔɾt̪oʃɐpekkʰe
4985,দেয়া।,d̪eʲɐ।
4986,ইউএসটিসি,ɪ͡u̯͡e̯stɪsɪ
4987,কর্তৃপক্ষ,kɔɾt̪ɾɪpokkʰo
4988,জরিমানা,ɟoɾɪmɐnɐ
4989,শেষপর্যন্ত,ʃeʃpɔɾɟont̪o
4990,নির্ধারিত,nɪɾd̪ʱɐɾɪt̪ɔ
4991,দেয়নি।,d̪eʲnɪ।
4992,হেলাল,helɐl
4993,মালশাপাড়ায়,mɐlʃɐpɐɽɐe̯
4994,হাট,hɐt
4995,এটিই,etɪɪ̯
4996,তারকা,t̪ɐɾkɐ
4997,হোটেলের,hoteleɾ
4998,দর্শন।,d̪ɔɾʃon।
4999,"বদরুজ্জামান,","bod̪ɾuɟɟɐmɐn,"
5000,লাকি,lɐkɪ
5001,ইয়াসিন,ɪʲɐʃɪn
5002,আরাফাত,ɐɾɐpʰɐt̪
5003,সনদের,ʃɔnod̪eɾ
5004,মধ্যেও,mod̪d̪ʱeo̯
5005,জালিয়াতি,ɟɐlɪʲɐt̪ɪ
5006,লাল,lɐl
5007,স্ত্রী।,st̪ɾɪ।
5008,ছাত্রলীগ।,cʰɐt̪ɾolɪg।
5009,বসুন্ধরা,boʃund̪ʱoɾɐ
5010,শাখা,ʃɐkʰɐ
5011,কামরুন্নাহার,kɐmɾunnɐhɐɾ
5012,খানম,kʰɐnom
5013,ক্যাম্পাস,kɛmpɐs
5014,বাদে,bɐd̪e
5015,শাখাগুলোতে,ʃɐkʰɐgulot̪e
5016,অভিভাবকদের,obʱɪbʱɐbokd̪eɾ
5017,বসার,bɔʃɐɾ
5018,জায়গা,ɟɐʲgɐ
5019,ওপারে,opɐɾe
5020,পারলেও,pɐɾleo
5021,মহিউদ্দিন,mohɪu̯d̪d̪ɪn
5022,আগুনে,ɐgune
5023,বাগানের,bɐgɐneɾ
5024,অর্ধশতাধিক,ɔɾd̪ʱoʃɔt̪ɐd̪ʱɪk
5025,পুড়ে,puɽe
5026,মুষ্ঠিযোদ্ধাদের,muʃtʰɪɟod̪d̪ʱɐd̪eɾ
5027,নাক,nɐk
5028,থেবড়ো,t̪ʰebɽo
5029,স্টেশনটির,steʃontɪɾ
5030,সম্প্রচার,ʃɔmpɾocɐɾ
5031,যশোরের,ɟɔʃoɾeɾ
5032,অভয়নগর,ɔbʱɔe̯nɔgoɾ
5033,নওয়াপাড়া,noʷɐpɐɽɐ
5034,শংকরপাশা,ʃɔŋkɔɾpɐʃɐ
5035,মাধ্যমিক,mɐd̪d̪ʱomɪk
5036,লার্নিং,lɐɾnɪŋ
5037,অ্যাসেসমেন্ট,ɛʃeʃɔment
5038,পাইলটিং,pɐ͡ɪ̯ltɪŋ
5039,অভীক্ষা,obʱɪkkʰɐ
5040,পরীক্ষা।,poɾɪkkʰɐ।
5041,স্ত্রীকে,st̪ɾɪke
5042,মামলাও,mɐmlɐo̯
5043,করেন-,kɔɾen-
5044,চলমান,cɔlomɐn
5045,দিল্লির,d̪ɪllɪɾ
5046,বৈমানিক,bo͡ɪ̯mɐnɪk
5047,সিং,ʃɪŋ
5048,গিলের,gɪleɾ
5049,আতিউর,ɐt̪ɪu̯ɾ
5050,গেছেন,gɛcʰen
5051,চুক্তিতে।,cukt̪ɪt̪e।
5052,গান্তিওম,gɐnt̪ɪ͡o̯m
5053,ত্রিনিদাদ,t̪ɾɪnɪd̪ɐd̪
5054,ওইসব,oɪ̯ʃɔb
5055,যানবাহনের,ɟɐnbɐhɔneɾ
5056,চালকদের,cɐlokd̪eɾ
5057,সংগঠনের,ʃɔŋgɔtʰoneɾ
5058,রশিদও,ɾɔʃɪd̪o
5059,সুবর্ণা,ʃubɔɾnɐ
5060,মুস্তাফা,must̪ɐpʰɐ
5061,‘দীর্ঘদিন,‘d̪ɪɾgʱod̪ɪn
5062,আসাদের,ɐʃɐd̪eɾ
5063,পিএসজি,pɪesɟɪ
5064,এরই,eɾɪ
5065,সেরাদের,ʃeɾɐd̪eɾ
5066,মামলাসহ,mɐmlɐʃɔho
5067,মিলছে,mɪlcʰe
5068,ভাগ্য,bʱɐggo
5069,সম্পূর্ণ,ʃɔmpuɾno
5070,সুস্থ।,ʃust̪ʰo।
5071,খাটাল,kʰɐtɐl
5072,নবায়নের,nɔbɐʲoneɾ
5073,উপজেলা-জেলা,upoɟelɐ-ɟelɐ
5074,"প্রশাসন,","pɾoʃɐʃon,"
5075,এমনকি,ɛmonkɪ
5076,খোদ,kʰod̪
5077,বিরুদ্ধেও,bɪɾud̪d̪ʱeo̯
5078,নীতিমালা,nɪt̪ɪmɐlɐ
5079,লংঘনের,lɔŋgʱoneɾ
5080,আমগাঁও,ɐmgɐ̃o
5081,বড়গাঁও,bɔɽgɐ̃o
5082,উপবৃত্তির,upobɾɪt̪t̪ɪɾ
5083,বার্নিকাট,bɐɾnɪkɐt
5084,দমনের,d̪ɔmoneɾ
5085,কট্টরপন্থীগোষ্ঠীর,kɔttoɾpont̪ʰɪgoʃtʰɪɾ
5086,উন্মেষ,unmeʃ
5087,যাদের,ɟɐd̪eɾ
5088,ট্র্যাক,tɾɐk
5089,অসম্ভব।,ɔʃɔmbʱɔb।
5090,ট্রেনের,tɾeneɾ
5091,পা,pɐ
5092,কাটা,kɐtɐ
5093,"দেখতাম,","d̪ekʰt̪ɐm,"
5094,কুলায়,kulɐe̯
5095,ঝেড়ে,ɟʱeɽe
5096,খুদ,kʰud̪
5097,স্কুলশিক্ষক,skulʃɪkkʰɔk
5098,পরমেশ্বর,poɾmeʃʃɔɾ
5099,সেঙ্গুলীসহ,ʃeŋgulɪʃɔho
5100,প্রাণ,pɾɐn
5101,গোদাভারি,god̪ɐbʱɐɾɪ
5102,নদীতে।,nod̪ɪt̪e।
5103,মারুফ,mɐɾupʰ
5104,"সভাপতি,","ʃɔbʱɐpot̪ɪ,"
5105,মনোনীত,mononɪt̪o
5106,হই।,hoɪ̯।
5107,পৃষ্ঠপোষকতা,pɾɪʃtʰopoʃokɔt̪ɐ
5108,ওয়ালটন।,oʷɐltɔn।
5109,জনপ্রশাসন,ɟɔnopɾoʃɐʃon
5110,প্রজ্ঞাপন,pɾoggɐpon
5111,অসতর্ক,ɔʃot̪ɔɾko
5112,চলাচলে,cɔlɐcɔle
5113,পিছলে,pɪcʰle
5114,কর্দমাক্ত,kɔɾd̪omɐkt̪o
5115,পথচারীরা।,pɔt̪ʰocɐɾɪɾɐ।
5116,ঠিকাদারের,tʰɪkɐd̪ɐɾeɾ
5117,ক্ষোভের,kʰobʱeɾ
5118,ষড়যন্ত্রকারীরা,ʃɔɽoɟɔnt̪ɾokɐɾɪɾɐ
5119,চোরাগলিতে,coɾɐglɪt̪e
5120,হাঁটছে।,hɐ̃tcʰe।
5121,‘এমন,‘ɛmon
5122,ক্রিকেটারকে,kɾɪketɐɾke
5123,খুঁজলেই,kʰũɟle͡ɪ̯
5124,কদলগাজী,kɔd̪olgɐɟɪ
5125,কমিউনিটি,kɔmɪu̯nɪtɪ
5126,সেন্টারের,sentɐɾeɾ
5127,বস্তিতে,bost̪ɪt̪e
5128,হক।,hɔk।
5129,যশোর-ঝিনাইদহ,ɟɔʃoɾo-ɟʱɪnɐ͡ɪ̯d̪ɔho
5130,শাহেদ,ʃɐhed̪
5131,পৌঁছালে,poũ̯cʰɐle
5132,গতিরোধ,got̪ɪɾod̪ʱ
5133,চিল্লা,cɪllɐ
5134,নিয়ত,nɪʲot̪
5135,করেছিল।,koɾecʰɪlo।
5136,বাঁধন,bɐ̃d̪ʱon
5137,অভিনয়কে,obʱɪnɔʲke
5138,মরদেহটি,mɔɾd̪ehotɪ
5139,হাসপাতালের,hɐʃpɐt̪ɐleɾ
5140,হিমাগারে,hɪmɐgɐɾe
5141,আলোচিত,ɐlocɪt̪o
5142,সাফাই,sɐpʰɐɪ̯
5143,সুজন,ʃuɟɔn
5144,"মালত,","mɐlot̪o,"
5145,বাবুল,bɐbul
5146,মালত,mɐlot̪o
5147,ফজিলতুন্নেছা,pʰoɟɪlt̪unnecʰɐ
5148,ইন্দোনেশিয়ার,ɪnd̪oneʃɪʲɐɾ
5149,বৃহত্তম,bɾɪhot̪t̪ɔmo
5150,সুরাবায়াতেও।,ʃuɾɐbɐʲɐt̪e͡o̯।
5151,নিউইয়র্ক,nɪu̯ɪʲoɾko
5152,টাইমসকে,tɐɪ̯mʃke
5153,কারাজাই,kɐɾɐɟɐ͡ɪ̯
5154,আফগানিস্তানে,ɐfgɐnɪst̪ɐne
5155,যুক্তরাষ্ট্রের,ɟukt̪oɾɐʃtɾeɾ
5156,শক্তিধর,ʃokt̪ɪd̪ʱɔɾ
5157,সনাতনী,ʃɔnɐt̪ɔnɪ
5158,ফেলার,pʰelɐɾ
5159,যুক্তি,ɟukt̪ɪ
5160,কুদ্দুছ,kud̪d̪us
5161,বেনামি,benɐmɪ
5162,প্লাটফর্ম,plɐtpʰɔɾm
5163,আলাপে,ɐlɐpe
5164,জড়িয়ে,ɟoɽɪʲe
5165,পড়ত।,poɽt̪o।
5166,ভর্তির,bʱɔɾt̪ɪɾ
5167,করে-,koɾe-
5168,কখন,kɔkʰon
5169,ক্লাস।,klɐs।
5170,ব্যবসায়ীরা,bɛbʃɐʲɪɾɐ
5171,সার্ভিস,sɐɾbʱɪs
5172,কর্মীদের,kɔɾmɪd̪eɾ
5173,গাফিলতি,gɐpʰɪlot̪ɪ
5174,সহোদরের,ʃɔhod̪ɔɾeɾ
5175,ময়নাতদন্তের,mɔʲnɐt̪d̪ont̪eɾ
5176,ওসমানী,osmɐnɪ
5177,ফেব্রুয়ারিতে,pʰebɾuʷɐɾɪt̪e
5178,বিজ্ঞপ্তি,bɪggopt̪ɪ
5179,নিয়োগ,nɪʲog
5180,কথা।,kɔt̪ʰɐ।
5181,শাখারভ,ʃɐkʰɐɾɔbʱ
5182,পেয়েছিলেন,peʲecʰɪlen
5183,ব্লগার,blɔgɐɾ
5184,রাইফ,ɾɐ͡ɪ̯pʰ
5185,বাদাওয়ি।,bɐd̪ɐ͡o̯ʷɪ।
5186,রহস্যময়,ɾɔhoʃʃomɔe̯
5187,আচরণ,ɐcoɾɔn
5188,মন্তব্য,mɔnt̪obbo
5189,সুনিশ্চিত।,ʃunɪʃcɪt̪o।
5190,কথাগুলো,kɔt̪ʰɐgulo
5191,বলছিলেন,bolcʰɪlen
5192,সিটি,sɪtɪ
5193,শপিং,ʃɔpɪŋ
5194,মলের,mɔleɾ
5195,দোকানি,d̪okɐnɪ
5196,আরমান।,ɐɾmɐn।
5197,লালমনিরহাট,lɐlmonɪɾhɐt
5198,লালমনিরহাটের,lɐlmonɪɾhɐteɾ
5199,হাতীবান্ধায়,hɐt̪ɪbɐnd̪ʱɐe̯
5200,পুকুরের,pukuɾeɾ
5201,রিদম,ɾɪd̪ɔm
5202,আটকের,ɐtokeɾ
5203,শিক্ষকদের,ʃɪkkʰɔkd̪eɾ
5204,ইউনেস্কোর,ɪu̯neskoɾ
5205,সুপারিশসমূহ,ʃupɐɾɪʃɔʃɔmuho
5206,আইএলও-ইউনেস্কোর,ɐ͡ɪ̯͡e̯lo-ɪ͡u̯neskoɾ
5207,করাও,kɔɾɐo̯
5208,সপ্তাহে,ʃɔpt̪ɐhe
5209,স্বামীর,ʃɐmɪɾ
5210,মাজিন্দা,mɐɟɪnd̪ɐ
5211,আক্কেলপুরের,ɐkkelpuɾeɾ
5212,রোয়ারি,ɾoʷɐɾɪ
5213,একপেঁচে,ɛkpẽce
5214,শাড়ি,ʃɐɽɪ
5215,পরা,pɔɾɐ
5216,ব্লাউজ,blɐ͡u̯ɟ
5217,বাইসাইকেল,bɐɪ̯sɐɪ̯kel
5218,জ্বালিয়ে,ɟɐlɪʲe
5219,নেতাকর্মীরা।,net̪ɐkoɾmɪɾɐ।
5220,চিত্রনায়িকা,cɪt̪ɾonɐʲɪkɐ
5221,পরিচিতিও,poɾɪcɪt̪ɪo
5222,পাথর,pɐt̪ʰoɾ
5223,খণ্ডটি,kʰɔndotɪ
5224,কাউন্সিলর,kɐu̯nsɪlɔɾ
5225,আফজাল,ɐfɟɐl
5226,অভাব-অনটন,ɔbʱɐb-ɔnɔton
5227,লেগেই,legeɪː
5228,তোলেন,t̪olen
5229,আনোয়ারুজ্জামান,ɐnoʷɐɾuɟɟɐmɐn
5230,হাসিনা,hɐʃɪnɐ
5231,খুন,kʰun
5232,"ব্লগার,","blɔgɐɾ,"
5233,প্রকাশকসহ,pɾokɐʃokʃɔho
5234,টার্গেট,tɐɾget
5235,কিলিংয়ের,kɪlɪŋʲeɾ
5236,ঘটনাগুলোর,gʱɔtonɐguloɾ
5237,দায়,d̪ɐe̯
5238,আইএসের,ɐɪ̯eseɾ
5239,বিবৃতি,bɪbɾɪt̪ɪ
5240,নিয়েও,nɪʲeo̯
5241,প্রকৃতিও,pɾokɾɪt̪ɪ͡o̯
5242,বিরূপ,bɪɾup
5243,সম্পাদক।,ʃɔmpɐd̪ok।
5244,প্রত্যেকটি,pɾot̪t̪ektɪ
5245,পাল্টাপাল্টি,pɐltɐpɐltɪ
5246,আমিরাতে,ɐmɪɾɐt̪e
5247,উড়ে,uɽe
5248,সাহিদার,ʃɐhɪd̪ɐɾ
5249,জঙ্গিরা,ɟɔŋgɪɾɐ
5250,সতেরো,ʃɔt̪eɾo
5251,শতকের,ʃɔt̪okeɾ
5252,হাকিম,hɐkɪm
5253,দেশপ্রেম,d̪eʃpɾem
5254,আত্মোপলব্ধি,ɐt̪t̪nopolɔbd̪ʱɪ
5255,যথার্থই,ɟɔt̪ʰɐɾt̪ʰo͡ɪ̯
5256,বুঝেছিলেন,buɟʱecʰɪlen
5257,মাতৃভাষার,mɐt̪ɾɪbʱɐʃɐɾ
5258,ভালোবাসা-শ্রদ্ধা,bʱɐlobɐʃɐ-sɾod̪d̪ʱɐ
5259,জন্ম-পরিচয়ও,ɟɔnmo-poɾɪcɔʲo
5260,প্রশ্নবিদ্ধ।,pɾoʃnobɪd̪d̪ʱo।
5261,মায়ের,mɐʲeɾ
5262,অনিল,ɔnɪl
5263,কুমারকে,kumɐɾke
5264,সফটওয়্যার,sɔftɔʲɐɾ
5265,অ্যান্ড্রয়েড,ɛndɾoʲed
5266,আসেনি।,ɐʃenɪ।
5267,মাথা,mɐt̪ʰɐ
5268,কপালে,kɔpɐle
5269,মানবসম্পদ,mɐnɔbʃɔmpɔd̪
5270,প্রশাসন,pɾoʃɐʃon
5271,ঘণ্টাব্যাপী,gʱɔntɐbɛpɪ
5272,গোলাগুলির,golɐgulɪɾ
5273,পিছু,pɪcʰu
5274,হটতে,hɔtt̪e
5275,জাম্বুকে,ɟɐmbuke
5276,গুলিবিদ্ধ,gulɪbɪd̪d̪ʱo
5277,আহতরা,ɐhot̪ɔɾɐ
5278,হচ্ছেন-,hoccʰen-
5279,চৌকিদার,cou̯kɪd̪ɐɾ
5280,মাফুজুল,mɐpʰuɟul
5281,"হক,","hɔk,"
5282,মাঈন,mɐɪ̯n
5283,"উদ্দিন,","ud̪d̪ɪn,"
5284,"হোসেন,","hosen,"
5285,লক্ষ্মণচন্দ্র,lokkʰncond̪ɾo
5286,"দাস,","d̪ɐʃ,"
5287,"ইসলাম,","ɪslɐm,"
5288,বাশার,bɐʃɐɾ
5289,নুর,nuɾ
5290,করিম।,koɾɪm।
5291,প্রক্রিয়াতেই,pɾokɾɪʲɐt̪e͡ɪ̯
5292,সর্বনাশ,ʃɔɾbonɐʃ
5293,ডেকে,deke
5294,আনি।,ɐnɪ।
5295,জিনজিয়াংজুড়ে,ɟɪnɟɪʲɐŋɟuɽe
5296,লোকের,lokeɾ
5297,উপস্থিতিতে,upost̪ʰɪt̪ɪt̪e
5298,সমাবেশের,ʃɔmɐbeʃeɾ
5299,"সুবিধা-অসুবিধা,","ʃubɪd̪ʱɐ-d̪ʱʃubɪd̪ʱɐ,"
5300,জটিলতা,ɟotɪlɔt̪ɐ
5301,রোগীর,ɾogɪɾ
5302,জকিগঞ্জ,ɟokɪgɔnɟ
5303,যুবলীগের,ɟubolɪgeɾ
5304,সালাম,sɐlɐm
5305,তিনিও,t̪ɪnɪo̯
5306,চালকের,cɐlokeɾ
5307,মুহূর্তে,muhuɾt̪e
5308,বিদুৎস্পৃষ্টে,bɪd̪ut̪spɾɪʃte
5309,বাকিরা,bɐkɪɾɐ
5310,অরবিন্দ,ɔɾobɪnd̪o
5311,শ্রদ্ধা,sɾod̪d̪ʱɐ
5312,ফুলতলা,pʰult̪ɔlɐ
5313,শ্মশান,ʃɔʃɐn
5314,কৃত্যানুষ্ঠান,kɾɪt̪t̪ɐnuʃtʰɐn
