,word,ipa
543,পোর্ট,poɾt
544,অবতরণ,ɔbot̪ɔɾon
545,কেন্দ্র।,kend̪ɾo।
546,পুন:প্রতিষ্ঠা,punopɾot̪ɪʃtʰɐ
547,আগেরদিন,ɐgeɾd̪ɪn
548,গাফফার,gɐffɐɾ
549,সাতুরিয়ার,ʃɐt̪uɾɪʲɐɾ
550,নাগাওকার,nɐgɐo̯kɐɾ
551,ছেলেমেয়েরা,cʰelemeʲeɾɐ
552,উচ্চাকাক্সক্ষাকে,uccɐkɐkʃokkʰɐke
553,পাত্তা,pɐt̪t̪ɐ
554,তীরচর,t̪ɪɾcɔɾ
555,পথচারীকে,pɔt̪ʰocɐɾɪke
556,শিশুকন্যাকে,ʃɪʃukɔnnɐke
557,আইনমন্ত্রীও,ɐɪ̯nmont̪ɾɪo̯
558,নিদারুণ,nɪd̪ɐɾun
559,কলকারখানাসহ,kolkɐɾkʰɐnɐʃɔho
560,ক্যারিলনার,ক্যারোলিনার
561,অন্যায়-অত্যাচার,ɔnnɐe̯-ɔt̪t̪ɐcɐɾ
562,পড়েই,pɔɽeɪ̯
563,মাদকাসক্তদের,mɐd̪okɐʃokt̪od̪eɾ
564,আনাগোনা,ɐnɐgonɐ
565,ব্ল্যাকবক্সের,blɛkbokseɾ
566,বাক্চি,bɐkcɪ
567,অপরাগতা,ɔpɔɾɐgɔt̪ɐ
568,যোগগুরুরা,ɟogguɾuɾɐ
569,ক্রয়ক্ষমতার,kɾoe̯kʰomot̪ɐɾ
570,জন্যও।,ɟonnoo̯।
571,"এখন,","ɛkʰon,"
572,চোখে।,cokʰe।
573,"হিসাব-নিকাশ,","hɪʃɐbo-nɪkɐʃ,"
574,মালামালের,mɐlɐmɐleɾ
575,রায়েরবাগ,ɾɐʲeɾbɐg
576,ফটোশুটে,pʰɔtoʃute
577,বর্ষাকে।,bɔɾʃɐke।
578,আত্মমর্যাদা,ɐt̪t̪omɔɾɟɐd̪ɐ
579,উন্নতশির।,unnot̪oʃɪɾ।
580,প্রযোজকও,pɾoɟoɟoko
581,পণ্যটির,ponnotɪɾ
582,রকমারি,ɾɔkmɐɾɪ
583,বঙ্গজ্জল,bɔŋgoɟɟɔl
584,স্কুলগামী,skulgɐmɪ
585,রিপ্রেজেনটেটিভ,ɾɪpɾezentetɪv
586,মানাবে,mɐnɐbe
587,"অনিচ্ছুক,","ɔnɪccʰuk,"
588,নভেম্বর,nɔbʱembɔɾ
589,বউ-শাশুড়ী,bɔu̯-ʃɐʃuɽɪ
590,যতদূর,ɟɔt̪od̪uɾ
591,ফিস্টুলার,pʰɪstulɐɾ
592,সর্দি-কাশির,ʃoɾd̪ɪ-kɐʃɪɾ
593,ল্যান্ডপোর্ট,lɛndpoɾt
594,বিআর,bɪɐ̯ɾ
595,আরেফীন,ɐɾepʰɪn
596,ট্রলারযোগে,tɾolɐɾɟoge
597,এলেন।,elen।
598,পোষ্যরা,poʃʃoɾɐ
599,কোটার,kotɐɾ
600,হর্ন,hɔɾno
601,বাজানো,bɐɟɐno
602,রাজিবের,ɾɐɟɪbeɾ
603,"ভূঁইয়া,","bʱũɪʲɐ,"
604,"বেপারী,","bɛpɐɾɪ,"
605,বায়েছ,bɐʲecʰo
606,মাকসুদ,mɐkʃud̪
607,খায়েরকে,kʰɐʲeɾke
608,লজ্জাজনক।,lɔɟɟɐɟɔnok।
609,ইন্টার্নকে,ɪntɐɾnoke
610,ছেলেরা।,cʰeleɾɐ।
611,মারুফকে,mɐɾupʰke
612,দেশেই।,d̪eʃeɪ̯।
613,নিন্মকক্ষ,nɪnmokɔkkʰo
614,রব্বান,ɾɔbbɐn
615,নেতৃস্থানীয়,net̪ɾɪst̪ʰɐnɪʲo
616,শিল্পপতি।,ʃɪlpopot̪ɪ।
617,তাজ্য,t̪ɐɟɟo
618,মাধাইনগর,mɐd̪ʱɐɪ̯ngoɾ
619,ভাদাস,bʱɐd̪ɐʃ
620,ছায়দার,cʰɐʲd̪ɐɾ
621,শৃংখলাবাহিণীর,শৃঙ্খলা
622,ম্যাজিস্ট্রেটগণ,nɪɾbɐhɪ
623,কাঠালিয়ার,kɐtʰɐlɪʲɐɾ
624,কৈখালী,koɪ̯kʰɐlɪ
625,আলফা,ɐlpʰɐ
626,লিবিয়ার,lɪbɪʲɐɾ
627,কূটনীতিককে,kutnɪt̪ɪkke
628,বাংলাদেশে।,bɐŋlɐd̪eʃe।
629,চলা,cɔlɐ
630,বন্দুকযুদ্ধে,bond̪ukɟud̪d̪ʱe
631,সফরেই,sɔpʰoɾeɪ
632,হাইব্রিডদের,hɐɪ̯bɾɪdd̪eɾ
633,সুশাসনই,ʃuʃɐʃonɪ
634,"প্রশ্নবদ্ধি,","pɾoʃnobɪd̪d̪ʱo,"
635,গুলিবদ্ধি।,গুলিবিদ্ধ।
636,কারবারের,kɐɾbɐɾeɾ
637,বিদায়ের,bɪd̪ɐʲeɾ
638,সেরেনার,ʃeɾenɐɾ
639,সমীকরণটা,ʃomɪkɔɾontɐ
640,সতর্কীকরণ,ʃɔt̪ɔɾkɪkɔɾon
641,ঘারুয়া,gʱɐɾuʷɐ
642,বিবিরকান্দা,bɪbɪɾkɐnd̪ɐ
643,ছোমেদ,cʰomed̪
644,ফরাজীর,pʰɔɾɐɟɪɾ
645,সাহাবুদ্দিনের,ʃɐhɐbud̪d̪ɪneɾ
646,জনপদে।,ɟɔnopɔd̪e।
647,বল্লভেরকান্দি,bɔllobʱeɾkɐnd̪ɪ
648,কোটায়,kotɐe̯
649,পদগুলো,pɔd̪guleɐ̯
650,আনুষ্ঠানিকতা।,ɐnuʃtʰɐnɪkɔt̪ɐ।
651,ভক্তির,bʱokt̪ɪɾ
652,তখন।,t̪ɔkʰon।
653,‘সাকলাইন,‘ʃɐklɐ͡ɪ̯n
654,বিলভরা,bɪlbʱɔɾɐ
655,স্বামীসহ,ʃɐmɪʃɔho
656,আসাদুলের,ɐʃɐd̪uleɾ
657,আজমলের,ɐɟmɔleɾ
658,টি-স্টল,tɪ-stɔl
659,অতিমাত্রার,ot̪ɪmɐt̪ɾɐɾ
660,কেউ।,keu̯।
661,মাদক।,mɐd̪ok।
662,দ্বীপটিকে,d̪ɪpɔtɪke
663,'এতটাই,'ɛt̪otɐ͡ɪ̯
664,হয়',hɔe̯'
665,ফেলতেই,pʰelt̪eɪ̯
666,হয়,hɔe̯
667,দু'জনই,d̪u'ɟɔnɪ
668,আশেপাশের,ɐʃepɐʃeɾ
669,পানিশূন্যতায়,pɐnɪʃunnot̪ɐe̯
670,পাইপটি,pɐɪ̯ptɪ
671,জিতানের,ɟɪt̪ɐneɾ
672,সিএনবি,sɪe̯nbɪ
673,দিলশানেরও,d̪ɪlʃɐneɾo
674,গুরুভার,guɾubʱɐɾ
675,নেয়ার।,neʲɐɾ।
676,"আর্থ-সামাজিক,","ɐɾt̪ʰo-ʃɐmɐɟɪk,"
677,কুম্বলের।,kumbleɾ।
678,ফার্নেস,pʰɐɾnes
679,অয়েলের,ɔʲeleɾ
680,কমিয়েছি।,kɔmɪʲecʰɪ।
681,বো,bo
682,শিলাই,ʃɪlɐɪ
683,ঝেংকাই,ɟʱeŋkɐɪ̯
684,শিয়ের,ʃɪʲeɾ
685,নিরঙ্কুশ,nɪɾɔŋkuʃ
686,কর্তৃত্বের,kɔɾt̪ɾɪt̪t̪eɾ
687,দৈনিকটির,d̪oɪ̯nɪktɪɾ
688,ফিয়াট,pʰɪʲɐt
689,অ্যাটাক,ɛtɐk
690,চো,co
691,গোলজারের,golɟɐɾeɾ
692,মাতৃগর্ভ,mɐt̪ɾɪgɔɾbʱo
693,রাজিন,ɾɐɟɪn
694,একদম,ɛkd̪ɔm
695,"বখাটে,","bɔkʰɐte,"
696,টো,to
697,বেড়ায়।,beɽɐe̯।
698,কুলচারা,kulcɐɾɐ
699,বলতেও,bolt̪eo̯
700,অস্ত্রবহনকারী,ɔst̪ɾobɔhonkɐɾɪ
701,আহবাবের,ɐhobɐbeɾ
702,নাছিমা,nɐcʰɪmɐ
703,আহবাব,ɐhobɐb
704,জুরাছড়িতে,ɟuɾɐcʰoɽɪt̪e
705,অরবিন্দু,ɔɾobɪnd̪u
706,চাকমাকে,cɐkmɐke
707,কী।,kɪ।
708,বারানসিতে,bɐɾɐnʃɪt̪e
709,অখিলেশ,ɔkʰɪleʃ
710,গান্ধী।,gɐnd̪ʱɪ।
711,নৈরাজ্য,noɪ̯ɾɐɟɟo
712,শক্তিমত্তার,ʃokt̪ɪmɔt̪t̪ɐɾ
713,ওঠানামার,otʰɐnɐmɐɾ
714,হেডকোয়ার্টারের,hedkoʷɐɾtɐɾeɾ
715,চ্যানেলকে,cɛnelke
716,নড়াচড়া,nɔɽɐcoɽɐ
717,আহ্লাদিত।,ɐhlɐd̪ɪt̪o।
718,শিশুটি।,ʃɪʃutɪ।
719,বাবা-মাকেও,bɐbɐ-mɐkeo̯
720,দুর্নীতিটা,d̪uɾnɪt̪ɪtɐ
721,চেপে।,cepe।
722,কেনাই,kenɐɪ̯
723,ঝুলাতে,ɟʱulɐt̪e
724,‘খালেদা,‘kʰɐled̪ɐ
725,ষড়যন্ত্রমূলক,ʃɔɽoɟɔnt̪ɾomulok
726,নয়ার,nɔʲɐɾ
727,যারহাদ,zɐɾhɐd̪
728,রওশনারা,ɾɔo̯ʃonɐɾɐ
729,স্বপ্না,ʃɔpnɐ
730,মুক্তা,mukt̪ɐ
731,রামেকের,ɾɐmekeɾ
732,অর্থেরও,ɔɾt̪ʰeɾo
733,হাওবম,hɐo̯bom
734,ফাল্গুনী,pʰɐlgunɪ
735,আওয়াল,ɐo̯ʷɐl
736,মাকসুদ।,mɐkʃud̪।
737,জাহাপুর,ɟɐhɐpuɾ
738,বিনির্মাণের,bɪnɪɾmɐneɾ
739,প্রজন্ম-,pɾoɟɔnmo-
740,স্বাস্থ্যবান।,ʃɐst̪ʰobɐn।
741,ইনস্টিটিউটের,ɪnoʃtɪtɪu̯teɾ
742,অনুষদ,onuʃɔd̪
743,আরাফাতা,ɐɾɐpʰɐt̪ɐ
744,ঘনিষ্ঠতা,gʱonɪʃtʰot̪ɐ
745,"জনি,","ɟonɪ,"
746,তৌহিদুজ্জামান,t̪ou̯hɪd̪uɟɟɐmɐn
747,‘তৈরি,‘t̪o͡ɪ̯ɾɪ
748,সাজঘর,ʃɐɟgʱɔɾ
749,বোঝাবুঝি।,boɟʱɐbuɟʱɪ।
750,গেইল,geɪ̯l
751,আফ্রিদির।,ɐfɾɪd̪ɪɾ।
752,বাটরা,bɐtɾɐ
753,সঞ্জিত,ʃonɟɪt̪
754,ফেসবুকসহ,pʰesbukʃɔho
755,নবরাত্রী,nɔboɾɐt̪ɾɪ
756,ক্রিয়েশন,kɾɪʲeʃon
757,নিয়ন্ত্রণহীন,nɪʲont̪ɾonhɪn
758,ভারোত্তোলকরা।,bʱɐɾot̪t̪olkɔɾɐ।
759,ডেডবডি,dedbɔdɪ
760,সিএসইতে,sɪesɪt̪e
761,সাহাদাৎ,ʃɐhɐd̪ɐt̪
762,কথামালার,kɔt̪ʰɐmɐlɐɾ
763,শিল্পাচার্য,ʃɪlpɐcɐɾɟo
764,স্বরাষ্ট্রমন্ত্রীও,ʃɔɾɐʃtɾomɔnt̪ɾɪo̯
765,কুড়িগ্রামে,kuɽɪgɾɐme
766,দাদামোড়ের,d̪ɐd̪ɐmoɽeɾ
767,আটকানো।,ɐtkɐno।
768,মিয়ারচরে,mɪʲɐɾcoɾe
769,পানিও,pɐnɪo
770,ফখরুদ্দীন।,pʰokʰɾud̪d̪ɪn।
771,কোরিয়া।,koɾɪʲɐ।
772,ওয়াই-ফাই,oʷɐɪ̯-pʰɐɪ̯
773,সালাহউদ্দিন।,sɐlɐhud̪d̪ɪn।
774,শুনেছিলাম।,ʃunecʰɪlɐm।
775,যৌনহয়রানির,যৌন
776,এনবিসি,enbɪʃɪ
777,এয়ারক্রাফট,eʲɐɾkɾɐpʰt
778,বিলাসিতা।,bɪlɐʃɪt̪ɐ।
779,যুদ্ধবিমান,ɟud̪d̪ʱobɪmɐn
780,যুদ্ধবিমানের,ɟud̪d̪ʱobɪmɐneɾ
781,আইন-কানুনের,ɐɪ̯n-kɐnuneɾ
782,ওসিকে,oʃɪke
783,ফাঁড়িতেই,pʰɐ̃ɽɪt̪eɪ̯
784,সুন্দরী।,ʃund̪oɾɪ।
785,বসতো,bɔʃot̪o
786,টেবিলে।,tebɪle।
787,যখন-তখন।,ɟɔkʰon-t̪ɔkʰon।
788,উত্তরসূরি।,ut̪t̪ɔɾʃuɾɪ।
789,প্রতীক্ষিত,pɾot̪ɪkkʰɪt̪o
790,নয়নেতুমি,nɔʲonet̪umɪ
791,হয়েছো,hoʲecʰo
792,"গোপনে,আর","gopone,আর"
793,ডাস্টবিনে,dɐstobɪne
794,খোঁজেকুকুরের,খোঁজে
795,মাঝেতোমার,ʃɪʃud̪eɾ
796,পুনর্জন্ম,mɐɟʱet̪omɐɾ
797,প্রকাশ্যে।,d̪ekʰecʰɪ
798,খেদিরার,kʰed̪ɪɾɐɾ
799,হ্যাটট্রিকের,hɛttɾɪkeɾ
800,রুগানি,ɾugɐnɪ
801,পিয়ানিচ।,pɪʲɐnɪc।
802,শাহনেওয়াজ,ʃɐhneoʷɐz
803,কোলন,kolon
804,পদটি,pɔd̪tɪ
805,মনোনয়নবঞ্চিত,mononɔʲonbɔncɪt̪o
806,আরফানুল,ɐɾpʰɐnul
807,পদটি।,pɔd̪tɪ।
808,মহিষাপাড়ার,mohɪʃɐpɐɽɐɾ
809,হরিণের,hoɾɪneɾ
810,আবাসভূমি,ɐbɐʃbʱumɪ
811,মিঠা,mɪtʰɐ
812,লোকালয়ে,lokɐlɔʲe
813,ভাগনে,bʱɐgone
814,শেলি,ʃelɪ
815,"আহসান,","ɐhosɐn,"
816,"খালেকুজ্জামান,","kʰɐlekuɟɟɐmɐn,"
817,নিকুল,nɪkul
818,ওইসময়,oɪ̯ʃomɔe̯
819,গণকবরগুলোর,gɔnokɔboɾguloɾ
820,হ্যামিলটন,hɛmɪltɔn
821,ঝুঁকিটা,ɟʱũkɪtɐ
822,টেলর।,telɾ।
823,গোলযোগটি,golɟogtɪ
824,মুসলমানদেরই,musɔlmɐnd̪eɾɪ
825,ঐক্যবদ্ধভাবে,oɪ̯kkobɔd̪d̪ʱobʱɐbe
826,চাচ্ছেন,cɐccʰen
827,ফরিদগঞ্জ-খাজুরিয়া,pʰoɾɪd̪gɔnɟ-kʰɐɟuɾɪʲɐ
828,আমিরাবাজার,ɐmɪɾɐbɐɟɐɾ
829,গঙ্গাজলি,gɔŋgɐɟolɪ
830,থানা-পুলিশের,t̪ʰɐnɐ-pulɪʃeɾ
831,আনন্দটুকু,ɐnond̪otuku
832,বাড়াচ্ছেন।,bɐɽɐccʰen।
833,গলদ,gɔlod̪
834,পরিকল্পনায়।,poɾɪkɔlponɐe̯।
835,নিয়মগুলো,nɪʲomgulo
836,রামনাথপুর,ɾɐmnɐt̪ʰpuɾ
837,দোলাপাড়া,d̪olɐpɐɽɐ
838,গায়কী,gɐʲokɪ
839,কাকরাইল,kɐkɾɐɪ̯lo
840,বিজলি।,bɪɟlɪ।
841,ব্যাটালিয়ন,bɛtɐlɪʲon
842,ছোটখাটো,cʰotokʰɐto
843,পুনর্ব্যক্ত,punoɾbɛkt̪o
844,এভোরা,ebʱoɾɐ
845,সেমিনারটিকে,ʃemɪnɐɾtɪke
846,দেখেছে,d̪ekʰecʰe
847,নতুনবাজারের,not̪unbɐɟɐɾeɾ
848,খতম,kʰɔt̪om
849,কারণটাও,kɐɾontɐo̯
850,অসঙ্গত,ɔʃɔŋgɔt̪o
851,বান্ধবীদের,bɐnd̪ʱobɪd̪eɾ
852,পাইকগাছা,pɐɪ̯kgɐcʰɐ
853,চাঁদখালি,cɐ̃d̪kʰɐlɪ
854,নির্দেশনাটি,nɪɾd̪eʃnɐtɪ
855,পুলিশ-আনসার,pulɪʃ-ɐnsɐɾ
856,সদস্যসহ,ʃɔd̪oʃʃoʃɔho
857,নাবিলা।,nɐbɪlɐ।
858,নিকটাত্মীয়।,nɪktɐt̪t̪ɪʲo।
859,ছবিরই,cʰobɪɾɪ
860,শেড,ʃed
861,স্থাবর-অস্থাবর,st̪ʰɐbɔɾ-ɔst̪ʰɐbɔɾ
862,সমপরিমাণে,ʃɔmopoɾɪmɐne
863,মধ্যপাড়া,mod̪d̪ʱopɐɽɐ
864,"তাছাড়া,","t̪ɐcʰɐɽɐ,"
865,সোডিয়াম,sodɪʲɐm
866,নাইট্রাইটের,nɐɪ̯tɾɐɪ̯teɾ
867,"Msg,",","
868,"সংরক্ষক,","ʃɔŋɾɔkkʰok,"
869,স্থূলতা,st̪ʰulɔt̪ɐ
870,নিঃশেষিত,nɪʃʃeʃɪt̪o
871,মেট্রোরেলের,metɾoɾeleɾ
872,কপিল,kopɪl
873,স্টুরিজ।,stuɾɪɟ।
874,পূর্বাভাসও,puɾbɐbʱɐʃo
875,সশস্ত্র।,ʃɔʃost̪ɾo।
876,রাঙ্গুনিয়া,ɾɐŋgunɪʲɐ
877,এডমিরাল,edmɪɾɐl
878,"এনবিপি,","enobɪpɪ,"
879,"ওএসপি,","oe̯spɪ,"
880,"বিসিজিএম,","bɪsɪɟɪe̯m,"
881,"এনডিসি,","endɪʃɪ,"
882,পিএসসির,pɪessɪɾ
883,পারলাম।,pɐɾlɐm।
884,রিমার,ɾɪmɐɾ
885,রাস্তাঘাটে,ɾɐst̪ɐgʱɐte
886,অভিনয়েই,obʱɪnɔʲeɪ
887,আর্টিলারি,ɐɾtɪlɐɾɪ
888,রেজিমেন্ট।,ɾeɟɪment।
889,দার্জিলিংয়ে,d̪ɐɾɟɪlɪŋʲe
890,মোর্চার,moɾcɐɾ
891,মারুফার,mɐɾupʰɐɾ
892,চাচী,cɐcɪ
893,"ঘোড়া,","gʱoɽɐ,"
894,হাতিসহ,hɐt̪ɪʃɔho
895,পশু-পাখি,poʃu-pɐkʰɪ
896,কুড়াতে,kuɽɐt̪e
897,স্মৃতিসৌধে,sɾɪt̪ɪʃou̯d̪ʱe
898,স্কুল-কলেজ-মাদ্রাসাকে,skul-kɔleɟ-mɐd̪ɾɐʃɐke
899,মেস।,meʃ।
900,সেলুলয়েডের,ʃelulɔʲedeɾ
901,রথী-মহারথীদের,ɾot̪ʰɪ-mɔhɐɾot̪ʰɪd̪eɾ
902,উৎসবও,ut̪ʃɔbo
903,মহাযজ্ঞ।,mohɐɟoggo।
904,স্বাধীনতাকামী,ʃɐd̪ʱɪnɔt̪ɐkɐmɪ
905,ক্ষণজন্মা,kʰɔnoɟɔnmɐ
906,পুরুষ।,puɾuʃ।
907,গুনছেন,guncʰen
908,স্বয়ংসম্পূর্ণ।,ʃʲɔŋʃɔmpuɾno।
909,ওয়েডসন,oʲedʃɔn
910,আনসেলমি,ɐnselomɪ
911,ব্যঙ্গবিদ্রূপাত্মক,bɛŋgobɪd̪ɾupɐt̪t̪ok
912,কৌতুকবোধ,kou̯t̪ukbod̪ʱ
913,রসিকতার,ɾoʃɪkɔt̪ɐɾ
914,অন্যায়কারী,ɔnnɐe̯kɐɾɪ
915,শোষকের,ʃoʃokeɾ
916,ঘৃণার,gʱɾɪnɐɾ
917,রহুল,ɾohul
918,বদি।,bod̪ɪ।
919,মিজানুরের,mɪɟɐnuɾeɾ
920,পাগল,pɐgolo
921,"যাইনি,","ɟɐɪ̯nɪ,"
922,মাতালও,mɐt̪ɐlo
923,সাজছে।,ʃɐɟcʰe।
924,সফরজুড়ে,sɔpʰoɾɟuɽe
925,ভোগাচ্ছে,bʱogɐccʰe
926,ঊরুর,uɾuɾ
927,ম্যাসন।,mɛsøn।
928,লাইসেন্সকৃত,lɐɪ̯senskɾɪt̪o
929,গোলাবারুদসহ,golɐbɐɾud̪ʃɔho
930,দাহ্য,d̪ɐɟɟʱo
931,সম্মেলনস্থলে,ʃɔmmelonst̪ʰɔle
932,তালিকানুযায়ী,t̪ɐlɪkɐnuɟɐʲɪ
933,একাদশেও,ɛkɐd̪ʃeo̯
934,ঢুকতেপারেন,dʱukt̪epɐɾen
935,অলরাউন্ডার!,ɔlɾɐu̯ndɐɾ!
936,খদ্দেরসহ,kʰɔd̪d̪eɾʃɔho
937,বিনাশী,bɪnɐʃɪ
938,বিছুই,bɪcʰuɪ̯
939,টিক্কাপাড়া,tɪkkɐpɐɽɐ
940,কীভাবে।,kɪbʱɐbe।
941,ইটস,ɪtʃ
942,অ্যা,ɛ
943,মিট,mɪt
944,টুডে।,tude।
945,স্পেসে।,spese।
946,"হাসেম,","hɐʃem,"
947,"মজিদ,","moɟɪd̪,"
948,‘শো,‘ʃo
949,ফিনকি,pʰɪnkɪ
950,ময়েজ,mɔʲeɟ
951,কনটেন্টগুলো,kontentgulo
952,কাবিটা,kɐbɪtɐ
953,সাভার-সিংগাইর,ʃɐbʱɐɾo-ʃɪŋgɐɪ̯ɾ
954,চিত্রের,cɪt̪ɾeɾ
955,সফল।,ʃɔpʰol।
956,রোনাল্ডোবিহীন,রোনাল্ডোবিহীন
957,পর্তুগাল।,pɔɾt̪ugɐl।
958,হরিশপুরের,hoɾɪʃpuɾeɾ
959,‘গল্প,‘gɔlpo
960,বাসায়ও,bɐʃɐʲo
961,মেরিল্যান্ডের,mɛɾɪlɛndeɾ
962,জেলা-উপজেলায়,ɟelɐ-upoɟelɐe̯
963,উখিয়ায়,ukʰɪʲɐe̯
964,ধারাভাষ্যকাররা,d̪ʱɐɾɐbʱɐʃʃokɐɾɾɐ
965,যুবরাজকেই,ɟubɔɾɐɟkeɪː
966,ইউনিটকে,ɪu̯nɪtke
967,টুগেদারও,tuged̪ɐɾo
968,কিবোর্ডের,kɪboɾdeɾ
969,জু।,ɟu।
970,আয়ারল্যান্ডের,ɐʲɐɾɔlɛndeɾ
971,সিন,sɪn
972,ফিনের,pʰɪneɾ
973,সংখ্যাগরিষ্ঠতার,ʃɔŋkʰɐgoɾɪʃtʰɔt̪ɐɾ
974,"ব্যাটসম্যান,","bɛtsmɛn,"
975,গলল,gollo
976,ভারতে।,bʱɐɾt̪e।
977,ঠাকুরগাঁওস্থ,tʰɐkuɾgɐ̃oɪ̯st̪ʰo
978,অর্জন।,ɔɾɟon।
979,ছাত্রতের,cʰɐt̪ɾot̪eɾ
980,বালাহৈর,bɐlɐhoɪ̯ɾ
981,ভিন্নরকম,bʱɪnnɔɾɔkom
982,ভেরিফাইড,bʱeɾɪpʰɐɪ̯d
983,পৌঁছায়,poũ̯cʰɐe̯
984,নিজেকেও,nɪɟekeo̯
985,যেমনটি,ɟɛmontɪ
986,রেজোয়ান।,ɾeɟoɐn।
987,উপসর্গ,upoʃɔɾgo
988,পারাটা,pɐɾɐtɐ
989,চানের।,cɐneɾ।
990,লাফ্স,lɐfs
991,হোল্ডিং,lɐfs
992,অঙ্গপ্রতিষ্ঠান।,ektɪ
993,নৃগোষ্ঠীর,nɾɪgoʃtʰɪɾ
994,ভিডিপি,bʱɪdɪpɪ
995,শ্রীমঙ্গলে,sɾɪmoŋgole
996,মৃত্য,মৃত্যু
997,সানেম।,sɐnem।
998,মঠোপথে,mɔtʰopot̪ʰe
999,বিছিয়ে,bɪcʰɪʲe
1000,উপ-অঞ্চলের,upo-ɔncoleɾ
1001,মোড়ানো,moɽɐno
1002,লাশটির,lɐʃtɪɾ
1003,বেদুইন,bed̪uɪ̯n
1004,সিডনি,sɪdnɪ
1005,স্টার্স,stɐɾs
1006,হিগুয়াইন,hɪguʲɐɪ̯n
1007,মাপের,mɐpeɾ
1008,"ফুটবলার,","pʰutbɔlɐɾ,"
1009,ফেরে,pʰeɾe
1010,দেশছাড়া,d̪eʃcʰɐɽɐ
1011,সুদূরপ্রসারী,ʃud̪uɾpɾoʃɐɾɪ
1012,শামছ,ʃɐms
1013,বিক্রিত,bɪkɾɪt̪o
1014,আকাশছোঁয়া।,ɐkɐʃcʰõʷɐ।
1015,সুইচিমু,ʃuɪ̯cɪmu
1016,মার্মা,mɐɾmɐ
1017,কাপ্তাইয়ের,kɐpt̪ɐɪ̯ʲeɾ
1018,অনুষ্ঠানর,অনুষ্ঠানের
1019,হাফ,hɐpʰ
1020,বয়েল,bɔʲel
1021,প্রেমসংক্রান্ত,pɾemʃɔŋkɾɐnt̪o
1022,শো-রুমের,ʃo-ɾumeɾ
1023,সিনেটে,sɪnete
1024,লে-আউটের,le-ɐuteɾ
1025,‘মেয়েদের,‘meʲed̪eɾ
1026,কোরআনই,koɾɐnɪ
1027,পাথেয়।,pɐt̪ʰeʲo।
1028,জীব,ɟɪbo
1029,মহা,mɔhɐ
1030,সংঘদান,ʃɔŋgʱod̪ɐn
1031,লোনের,loneɾ
1032,ঝক্কিও,oɪ̯kkɪo̯
1033,ভাসানীর,bʱɐʃɐnɪɾ
1034,নোমান।,nomɐn।
1035,পর্বতারোহণটি,pɔɾbot̪ɐɾohontɪ
1036,রক্সি।,ɾɔksɪ।
1037,লালচিতার,lɐlcɪt̪ɐɾ
1038,বোল্ড,bold
1039,সৌম্য।,ʃou̯mmo।
1040,শাফিন,ʃɐfɪn
1041,আবগারি,ɐbgɐɾɪ
1042,শুল্কের,ʃulkeɾ
1043,আনন্দনগর,ɐnond̪onɔgoɾ
1044,গাড়িষাপাড়া,gɐɽɪʃɐpɐɽɐ
1045,দুঃসময়,d̪uʃʃɔmɔe̯
1046,ভেবেছিলাম,bʱebecʰɪlɐm
1047,কফির,kɔpʰɪɾ
1048,মেশিনটি,meʃɪntɪ
1049,করমজল,kɔɾmoɟɔl
1050,হারবাড়িয়া।,hɐɾbɐɽɪʲɐ।
1051,শ্রবণশক্তিও,sɾobonʃokt̪ɪoː
1052,প্যাটেল,pɛtel
1053,যাদবও,ɟɐd̪ɔboː
1054,ফিরেছেন।,pʰɪɾecʰen।
1055,নিসর্গ,nɪʃɔɾgo
1056,ডিগ্রি।,dɪgɾɪ।
1057,সেলেও,ʃeleo̯
1058,সিনহাকে,sɪnhɐke
1059,রাহেনুল,ɾɐhenul
1060,"অসাম্প্রদায়িক,","ɔʃɐmpɾod̪ɐʲɪk,"
1061,শোষণমুক্ত,ʃoʃɔnmukt̪o
1062,যুবসমাজকে,ɟuboʃɔmɐɟke
1063,ফলাফলটা,pʰɔlɐpʰɔltɐ
1064,ছাগলগুলোর,cʰɐgolguloɾ
1065,ছাগলগুলো,cʰɐgolgulo
1066,আর্দ্র,ɐɾd̪ɾo
1067,বনভূমির,bɔnobʱumɪɾ
1068,ম্যালওয়্যারের,mɛloʷɟɐɾeɾ
1069,অরিজিন,ɔɾɪɟɪn
1070,দমনকারী,d̪ɔmonkɐɾɪ
1071,"সাইটটি,","sɐɪ̯ttɪ,"
1072,প্রোটিন,pɾotɪn
1073,রক্তকণিকা,ɾɔkt̪okonɪkɐ
1074,মরুভূমি,moɾubʱumɪ
1075,ইতালীয়,ɪt̪ɐlɪʲo
1076,শংকাকে,ʃɔŋkɐke
1077,ইতিবাচকভাবে,ɪt̪ɪbɐcɔkbʱɐbe
1078,"আন্তর্জাতিক,","ɐnt̪ɔɾɟɐt̪ɪk,"
1079,সেক্টরেও,sektɔɾeo
1080,ব্যাংকঋণ,bɛŋkɾɪn
1081,লালদিঘীরপাড়স্থ,lɐld̪ɪgʱɪɾpɐɽost̪ʰo
1082,এসভিপি,ekbʱɪpɪ
1083,হারনুর,hɐɾnuɾ
1084,ওমকে।,umke।
1085,কালি,kɐlɪ
1086,মানবেন,mɐnben
1087,যাওয়া-আসা,ɟɐo̯ʷɐ-ɐʃɐ
1088,মেয়েরাও,meʲeɾɐo̯
1089,পাওয়াও,pɐo̯ʷɐo̯
1090,অনুরোধ-,onuɾod̪ʱ-
