Inflected_Word,Lemma,POS
মক্কাই,মক্কা,বিশেষ্য
মক্কাতেই,মক্কা,বিশেষ্য
মদিনার,মদিনা,বিশেষ্য
মদিনায়,মদিনা,বিশেষ্য
মদিনাতে,মদিনা,বিশেষ্য
মদিনাকে,মদিনা,বিশেষ্য
মদিনারই,মদিনা,বিশেষ্য
মদিনাতেই,মদিনা,বিশেষ্য
মদিনাই,মদিনা,বিশেষ্য
মইয়ের,মই,বিশেষ্য
মইটা,মই,বিশেষ্য
মইতে,মই,বিশেষ্য
মইটি,মই,বিশেষ্য
মইটির,মই,বিশেষ্য
মরণে,মরণ,বিশেষ্য
মরণের,মরণ,বিশেষ্য
মরণটা,মরণ,বিশেষ্য
মরণই,মরণ,বিশেষ্য
মরতেই,মরণ,বিশেষ্য
মরিতে,মরণ,বিশেষ্য
মরে,মরণ,বিশেষ্য
মরণকে,মরণ,বিশেষ্য
মদে,মদ,বিশেষ্য
মদের,মদ,বিশেষ্য
মদকে,মদ,বিশেষ্য
মদই,মদ,বিশেষ্য
মদেরটা,মদ,বিশেষ্য
মদেটাই,মদ,বিশেষ্য
মদনকে,মদ,বিশেষ্য
মদনটা,মদন,বিশেষ্য
মেনে,মানা,ক্রিয়া
মেনেই,মানা,ক্রিয়া
মেনেছে,মানা,ক্রিয়া
মানার,মানা,ক্রিয়া
মানতে,মানা,ক্রিয়া
মাছির,মাছি,বিশেষ্য
মাছিই,মাছি,বিশেষ্য
মাছিকে,মাছি,বিশেষ্য
মাছিরা,মাছি,বিশেষ্য
মাসের,মাস,বিশেষ্য
মাসেই,মাস,বিশেষ্য
মাসে,মাস,বিশেষ্য
মাসই,মাস,বিশেষ্য
মাছের,মাছ,বিশেষ্য
মাছকে,মাছ,বিশেষ্য
মাছুক,মাছ,বিশেষ্য
মাছই,মাছ,বিশেষ্য
মতে,মত,বিশেষ্য
মতো,মত,বিশেষ্য
মতোই,মত,বিশেষ্য
মতের,মত,বিশেষ্য
মতন,মত,বিশেষ্য
মালিককে,মালিক,বিশেষ্য
মালিকদের,মালিক,বিশেষ্য
মালিকই,মালিক,বিশেষ্য
মালিকরা,মালিক,বিশেষ্য
মালিকেরা,মালিক,বিশেষ্য
মালিশের,মালিশ,বিশেষ্য
মালিশে,মালিশ,বিশেষ্য
মালিশটি,মালিশ,বিশেষ্য
মেরামতের,মেরামত,বিশেষ্য
মেরামতই,মেরামত,বিশেষ্য
মেরামতকে,মেরামত,বিশেষ্য
মাটিতে,মাটি,বিশেষ্য
মাটির,মাটি,বিশেষ্য
মাটিকে,মাটি,বিশেষ্য
যুদ্ধতে,যুদ্ধ,বিশেষ্য
যুদ্ধই,যুদ্ধ,বিশেষ্য
যুদ্ধকে,যুদ্ধ,বিশেষ্য
যুদ্ধুর,যুদ্ধ,বিশেষ্য
যুদ্ধের,যুদ্ধ,বিশেষ্য
যায়ই,যায়,ক্রিয়া
যাইয়া,যায়,ক্রিয়া
যেয়ে,যায়,ক্রিয়া
যেতে,যায়,ক্রিয়া
যাওয়া,যায়,ক্রিয়া
যাব,যায়,ক্রিয়া
যাকাতে,যাকাত,বিশেষ্য
যাকাতের,যাকাত,বিশেষ্য
যাওয়ার,যাওয়া,ক্রিয়া
যাই,যাওয়া,ক্রিয়া
যাইতেছে,যাওয়া,ক্রিয়া
যাইতেছি,যাওয়া,ক্রিয়া
যাব,যাওয়া,ক্রিয়া
যমুনার,যমুনা,বিশেষ্য
যমুনায়,যমুনা,বিশেষ্য
যমুনাতে,যমুনা,বিশেষ্য
যমুনাই,যমুনা,বিশেষ্য
যানবাহনে,যানবাহন,বিশেষ্য
যানবাহনের,যানবাহন,বিশেষ্য
যানবাহনই,যানবাহন,বিশেষ্য
যানবাহনকে,যানবাহন,বিশেষ্য
যাত্রীর,যাত্রী,বিশেষ্য
যাত্রীটা,যাত্রী,বিশেষ্য
যাত্রীকে,যাত্রী,বিশেষ্য
যাত্রীদের,যাত্রী,বিশেষ্য
যুবককে,যুবক,বিশেষ্য
যুবকদের,যুবক,বিশেষ্য
যুবকরা,যুবক,বিশেষ্য
যুবকই,যুবক,বিশেষ্য
যোগফলের,যোগফল,বিশেষ্য
যোগফলে,যোগফল,বিশেষ্য
যোগফলটা,যোগফল,বিশেষ্য
যোগফলটি,যোগফল,বিশেষ্য
রুটির,রুটি,বিশেষ্য
রুটিতে,রুটি,বিশেষ্য
রুটিই,রুটি,বিশেষ্য
রুটিটা,রুটি,বিশেষ্য
রুটিটি,রুটি,বিশেষ্য
রডটা,রড,বিশেষ্য
রডটি,রড,বিশেষ্য
রডে,রড,বিশেষ্য
রডের,রড,বিশেষ্য
রডই,রড,বিশেষ্য
রাখালে,রাখাল,বিশেষ্য
রাখালের,রাখাল,বিশেষ্য
রাখালকে,রাখাল,বিশেষ্য
রাখালটা,রাখাল,বিশেষ্য
রাখালদের,রাখাল,বিশেষ্য
রাজাদের,রাজা,বিশেষ্য
রাজারা,রাজা,বিশেষ্য
রামের,রাম,বিশেষ্য
রামকে,রাম,বিশেষ্য
রামই,রাম,বিশেষ্য
রামদের,রাম,বিশেষ্য
রাবণই,রাবণ,বিশেষ্য
রাবণের,রাবণ,বিশেষ্য
রাবণকে,রাবণ,বিশেষ্য
রাবণদের,রাবণ,বিশেষ্য
রুমালে,রুমাল,বিশেষ্য
রুমালের,রুমাল,বিশেষ্য
রুমালটা,রুমাল,বিশেষ্য
রুমালটি,রুমাল,বিশেষ্য
রাগের,রাগ,বিশেষ্য
রাগটা,রাগ,বিশেষ্য
রাগই,রাগ,বিশেষ্য
রোদের,রোদ,বিশেষ্য
রোদটা,রোদ,বিশেষ্য
রোদকে,রোদ,বিশেষ্য
রসিকতার,রসিকতা,বিশেষ্য
রসিকতাই,রসিকতা,বিশেষ্য
রসিকতাএর,রসিকতা,বিশেষ্য
রসিকতাতো,রসিকতা,বিশেষ্য
রাখাই,রাখা,ক্রিয়া
রেখে,রাখা,ক্রিয়া
রাখিয়াছি,রাখা,ক্রিয়া
রাখতে,রাখা,ক্রিয়া
রাখয়া,রাখা,ক্রিয়া
রকমারি,রকম,বিশেষ্য
রকমেরই,রকম,বিশেষ্য
রকমের,রকম,বিশেষ্য
রকমটা,রকম,বিশেষ্য
রকমই,রকম,বিশেষ্য
রকমটার,রকম,বিশেষ্য
রাজনীতিতে,রাজনীতি,বিশেষ্য
রাজনীতিটা,রাজনীতি,বিশেষ্য
রাজনীতির,রাজনীতি,বিশেষ্য
রাজনীতিকে,রাজনীতি,বিশেষ্য
রীতির,রীতি,বিশেষ্য
রীতিতে,রীতি,বিশেষ্য
রান্নার,রান্না,ক্রিয়া
রান্নাকে,রান্না,ক্রিয়া
রান্নাতে,রান্না,ক্রিয়া
রান্নাই,রান্না,ক্রিয়া
রঙের,রং,বিশেষ্য
রঙেরই,রং,বিশেষ্য
রঙিন,রং,বিশেষ্য
রংকে,রং,বিশেষ্য
রঙ,রং,বিশেষ্য
রচনার,রচনা,বিশেষ্য
রচনাকারের,রচনা,বিশেষ্য
রচনাটি,রচনা,বিশেষ্য
রচনাকে,রচনা,বিশেষ্য
রচনাটা,রচনা,বিশেষ্য
রপ্তানির,রপ্তানি,বিশেষ্য
রপ্তানিকে,রপ্তানি,বিশেষ্য
রপ্তানিই,রপ্তানি,বিশেষ্য
রপ্তানিতেই,রপ্তানি,বিশেষ্য
রপ্তানিতে,রপ্তানি,বিশেষ্য
রাজির,রাজি,ক্রিয়া
রাজিতে,রাজি,ক্রিয়া
রাজিই,রাজি,ক্রিয়া
রাজার,রাজা,ক্রিয়া
রাজাকে,রাজা,ক্রিয়া
রাতের,রাত,বিশেষ্য
রাতে,রাত,বিশেষ্য
রাতেই,রাত,বিশেষ্য
রাত,রাত,বিশেষ্য
রাতই,রাত,বিশেষ্য
রম্বসে,রম্বস,বিশেষ্য
রম্বসের,রম্বস,বিশেষ্য
রম্বসটি,রম্বস,বিশেষ্য
রম্বসটা,রম্বস,বিশেষ্য
রম্বসটাকে,রম্বস,বিশেষ্য
লাতাতে,লতা,বিশেষ্য
লতাই,লতা,বিশেষ্য
লেখে,লেখা,ক্রিয়া
লিখেন,লেখা,ক্রিয়া
লেখ,লেখা,ক্রিয়া
লিখিস,লেখা,ক্রিয়া
লিখি,লেখা,ক্রিয়া
লিখিত,লেখা,ক্রিয়া
লিখিতেছ,লেখা,ক্রিয়া
লিখিবে,লেখা,ক্রিয়া
লিখিতাম,লেখা,ক্রিয়া
লিখিয়াছ,লেখা,ক্রিয়া
লাগা,লাগা,ক্রিয়া
লাগলো,লাগা,ক্রিয়া
লেগেছে,লাগা,ক্রিয়া
লাগবে,লাগা,ক্রিয়া
লেগেছিল,লাগা,ক্রিয়া
লাগানো,লাগানো,ক্রিয়া
লাগানোর,লাগানো,ক্রিয়া
লাগাতে,লাগানো,ক্রিয়া
লাগাচ্ছে,লাগানো,ক্রিয়া
লাগিয়েছিল,লাগানো,ক্রিয়া
লাগাবে,লাগানো,ক্রিয়া
লড়া,লড়া,ক্রিয়া
লড়বো,লড়া,ক্রিয়া
লড়ছি,লড়া,ক্রিয়া
লড়ছে,লড়া,ক্রিয়া
লড়বে,লড়া,ক্রিয়া
লড়েছিলো,লড়া,ক্রিয়া
লক্ষণ,লক্ষ,বিশেষ্য
লক্ষে,লক্ষ,বিশেষ্য
লক্ষের,লক্ষ,বিশেষ্য
লক্ষ্যটা,লক্ষ্য,বিশেষ্য
লক্ষ্যই,লক্ষ্য,বিশেষ্য
লক্ষ্যর,লক্ষ্য,বিশেষ্য
লক্ষ্যকে,লক্ষ্য,বিশেষ্য
লজ্জাতে,লজ্জা,বিশেষ্য
লজ্জার,লজ্জা,বিশেষ্য
লজ্জাটা,লজ্জা,বিশেষ্য
লজ্জাকে,লজ্জা,বিশেষ্য
লজ্জাই,লজ্জা,বিশেষ্য
লটকাতে,লটকা,ক্রিয়াবিশেষণ
লটকিয়ে,লটকা,ক্রিয়াবিশেষণ
লটকানো,লটকা,ক্রিয়াবিশেষণ
লম্ব,লম্ব,বিশেষ্য
লম্বকে,লম্ব,বিশেষ্য
লম্বন,লম্ব,বিশেষ্য
লম্বাই,লম্বা,বিশেষ্য
লুকানোর,লুকানো,ক্রিয়াবিশেষণ
লুকোনোই,লুকানো,ক্রিয়াবিশেষণ
লুকিয়েছে,লুকানো,ক্রিয়াবিশেষণ
লুকানোতে,লুকানো,ক্রিয়াবিশেষণ
লুকিয়েছিল,লুকানো,ক্রিয়াবিশেষণ
লুকাবে,লুকানো,ক্রিয়াবিশেষণ
লুকাচ্ছিলো,লুকানো,ক্রিয়াবিশেষণ
লুটার,লুটা,ক্রিয়া
লুটানো,লুটা,ক্রিয়া
লুটোনোই,লুটা,ক্রিয়া
লুটাতে,লুটা,ক্রিয়া
লুটাকে,লুটা,ক্রিয়া
লুটতে,লুটা,ক্রিয়া
লুটরে,লুটা,ক্রিয়া
লোকের,লোক,বিশেষ্য
লোকেরা,লোক,বিশেষ্য
লোকগুলো,লোক,বিশেষ্য
লোকে,লোক,বিশেষ্য
লোকেদের,লোক,বিশেষ্য
লোকেরাই,লোক,বিশেষ্য
ল্যাংচাই,ল্যাংচা,বিশেষ্য
ল্যাংচানো,ল্যাংচা,বিশেষ্য
লাখে,লাখ,বিশেষ্য
লাখের,লাখ,বিশেষ্য
লাখো,লাখ,বিশেষ্য
লাখই,লাখ,বিশেষ্য
লাখেতে,লাখ,বিশেষ্য
লঘুই,লঘু,বিশেষ্য
লঘুতে,লঘু,বিশেষ্য
লঘুর,লঘু,বিশেষ্য
লাটিমটা,লাটিম,বিশেষ্য
লাটিমে,লাটিম,বিশেষ্য
লাশের,লাশ,বিশেষ্য
লাশটি,লাশ,বিশেষ্য
লাশকে,লাশ,বিশেষ্য
লাশটা,লাশ,বিশেষ্য
লর্ডের,লর্ড,বিশেষ্য
লোকজনে,লোকজন,বিশেষ্য
লোকজনকে,লোকজন,বিশেষ্য
লোজনের,লোকজন,বিশেষ্য
লোকজনই,লোকজন,বিশেষ্য
লোজনদের,লোকজন,বিশেষ্য
লাভে,লাভ,বিশেষ্য
লাভের,লাভ,বিশেষ্য
লাবই,লাভ,বিশেষ্য
লাভটা,লাভ,বিশেষ্য
লাভইতো,লাভ,বিশেষ্য
লাকড়িতে,লাকড়ি,বিশেষ্য
লাকড়ির,লাকড়ি,বিশেষ্য
লাকড়িই,লাকড়ি,বিশেষ্য
লাকড়িইতো,লাকড়ি,বিশেষ্য
লাউে,লাউ,বিশেষ্য
লাউটি,লাউ,বিশেষ্য
লাউটির,লাউ,বিশেষ্য
লুপে,লুপ,বিশেষ্য
লুপের,লুপ,বিশেষ্য
লুপটি,লুপ,বিশেষ্য
লবনে,লবন,বিশেষ্য
লবনের,লবন,বিশেষ্য
লবনাক্ত,লবন,বিশেষ্য
লবনই,লবন,বিশেষ্য
লবনকে,লবন,বিশেষ্য
লেবুর,লেবু,বিশেষ্য
লেবুতে,লেবু,বিশেষ্য
লেবুটা,লেবু,বিশেষ্য
লেবুকে,লেবু,বিশেষ্য
লেবুটি,লেবু,বিশেষ্য
লালে,লাল,বিশেষ্য
লালটা,লাল,বিশেষ্য
লালকে,লাল,বিশেষ্য
লিচুতে,লিচু,বিশেষ্য
লিচুর,লিচু,বিশেষ্য
লিচুকে,লিচু,বিশেষ্য
লিচুটা,লিচু,বিশেষ্য
লিচুটি,লিচু,বিশেষ্য
লিচুটির,লিচু,বিশেষ্য
লোভী,লোভ,বিশেষ্য
লোভে,লোভ,বিশেষ্য
লোভের,লোভ,বিশেষ্য
লোভই,লোভ,বিশেষ্য
লোভেই,লোভ,বিশেষ্য
লটকলে,লটকল,বিশেষ্য
লটকলের,লটকল,বিশেষ্য
লটকলটা,লটকল,বিশেষ্য
লটকলই,লটকল,বিশেষ্য
লোহার,লোহা,বিশেষ্য
লোহাটা,লোহা,বিশেষ্য
লোহাটি,লোহা,বিশেষ্য
লোহাই,লোহা,বিশেষ্য
লেজই,লেজ,বিশেষ্য
লেজটা,লেজ,বিশেষ্য
লেজটি,লেজ,বিশেষ্য
লেজের,লেজ,বিশেষ্য
লেজে,লেজ,বিশেষ্য
শকুনটা,শকুন,বিশেষ্য
শকুনটি,শকুন,বিশেষ্য
শকুনের,শকুন,বিশেষ্য
শকুনকে,শকুন,বিশেষ্য
শকুনই,শকুন,বিশেষ্য
শয়তানের,শয়তান,বিশেষ্য
শয়তানটা,শয়তান,বিশেষ্য
শয়তানকে,শয়তান,বিশেষ্য
শয়তানই,শয়তান,বিশেষ্য
শয়তানদের,শয়তান,বিশেষ্য
শালিকরা,শালিক,বিশেষ্য
শালিকদের,শালিক,বিশেষ্য
শালিকটা,শালিক,বিশেষ্য
শালিকটি,শালিক,বিশেষ্য
শালিকই,শালিক,বিশেষ্য
শালিকের,শালিক,বিশেষ্য
শহীদের,শহীদ,বিশেষ্য
শহীদরা,শহীদ,বিশেষ্য
শহীদদের,শহীদ,বিশেষ্য
শহীদকে,শহীদ,বিশেষ্য
শহরে,শহর,বিশেষ্য
শহরের,শহর,বিশেষ্য
শহরটা,শহর,বিশেষ্য
শহরটি,শহর,বিশেষ্য
শহরকে,শহর,বিশেষ্য
শিকড়ে,শিকড়,বিশেষ্য
শিকড়টা,শিকড়,বিশেষ্য
শিকড়টি,শিকড়,বিশেষ্য
শিকড়ই,শিকড়,বিশেষ্য
শিকড়ের,শিকড়,বিশেষ্য
শিমের,শিম,বিশেষ্য
শিমটা,শিম,বিশেষ্য
শিমটি,শিম,বিশেষ্য
শিমই,শিম,বিশেষ্য
শিমটায়,শিম,বিশেষ্য
শেয়ালের,শেয়াল,বিশেষ্য
শেয়ালকে,শেয়াল,বিশেষ্য
শেয়ালরা,শেয়াল,বিশেষ্য
শেয়ালদের,শেয়াল,বিশেষ্য
শেয়ালই,শেয়াল,বিশেষ্য
শক্তি,শক্তি,বিশেষ্য
শক্তিধর,শক্তি,বিশেষণ
শক্তিমত্তা,শক্তি,বিশেষ্য
শক্তিমান,শক্তি,বিশেষণ
শক্তিশালী,শক্তি,বিশেষণ
শক্তিহীন,শক্তি,বিশেষণ
শক্তিহীনতা,শক্তি,বিশেষ্য
শতকরাই,শতকরা,ক্রিয়াবিশেষণ
শতকরায়,শতকরা,ক্রিয়াবিশেষণ
শতকরার,শতকরা,ক্রিয়াবিশেষণ
শতকারাতে,শতকরা,ক্রিয়াবিশেষণ
শর্তই,শর্ত,বিশেষ্য
শর্তটা,শর্ত,বিশেষ্য
শর্তে,শর্ত,বিশেষ্য
শর্তের,শর্ত,বিশেষ্য
শালাই,শালা,বিশেষ্য
শালার,শালা,বিশেষ্য
শালারা,শালা,বিশেষ্য
শালাদের,শালা,বিশেষ্য
শালাকে,শালা,বিশেষ্য
শালাদেরকে,শালা,বিশেষ্য
শালিই,শালি,বিশেষ্য
শালির,শালি,বিশেষ্য
শালিরা,শালি,বিশেষ্য
শালিদের,শালি,বিশেষ্য
শালিকে,শালি,বিশেষ্য
শালিদেরকে,শালি,বিশেষ্য
শরীরই,শরীর,বিশেষণ
শরীরের,শরীর,বিশেষণ
শরীরে,শরীর,বিশেষণ
শারীরটা,শরীর,বিশেষণ
শাসনকে,শাসন,বিশেষ্য
শসনেই,শাসন,বিশেষ্য
শাসনের,শাসন,বিশেষ্য
শাসনে,শাসন,বিশেষ্য
শাসনটা,শাসন,বিশেষ্য
শিক্ষাই,শিক্ষা,বিশেষণ
শিক্ষার,শিক্ষা,বিশেষণ
শিক্ষায়,শিক্ষা,বিশেষণ
শিক্ষাতে,শিক্ষা,বিশেষণ
শিক্ষাকে,শিক্ষা,বিশেষণ
শিক্ষকই,শিক্ষক,বিশেষ্য
শিক্ষকের,শিক্ষক,বিশেষ্য
শিক্ষকরা,শিক্ষক,বিশেষ্য
শিক্ষকরাই,শিক্ষক,বিশেষ্য
শিক্ষকদের,শিক্ষক,বিশেষ্য
শিক্ষকদেরকে,শিক্ষক,বিশেষ্য
শিক্ষার্থীই,শিক্ষার্থী,বিশেষ্য
শিক্ষার্থীরা,শিক্ষার্থী,বিশেষ্য
শিক্ষার্থীরাই,শিক্ষার্থী,বিশেষ্য
শিক্ষার্থীকে,শিক্ষার্থী,বিশেষ্য
শিক্ষার্থীদের,শিক্ষার্থী,বিশেষ্য
শিক্ষার্থীদেরকে,শিক্ষার্থী,বিশেষ্য
শিরাই,শিরা,বিশেষ্য
শিরায়,শিরা,বিশেষ্য
শিরার,শিরা,বিশেষ্য
শিরাতে,শিরা,বিশেষ্য
শিরাটা,শিরা,বিশেষ্য
শিরাটার,শিরা,বিশেষ্য
শিল্পীই,শিল্পী,বিশেষ্য
শিল্পীরা,শিল্পী,বিশেষ্য
শিল্পীয়,শিল্পী,বিশেষ্য
শিল্পীকে,শিল্পী,বিশেষ্য
শিল্পীরাই,শিল্পী,বিশেষ্য
শিল্পীদের,শিল্পী,বিশেষ্য
শিল্পীদেরকে,শিল্পী,বিশেষ্য
শুভর,শুভ,বিশেষণ
শুভকে,শুভ,বিশেষণ
শুভই,শুভ,বিশেষণ
শুভটা,শুভ,বিশেষণ
শেখাই,শেখা,ক্রিয়া
শেখার,শেখা,ক্রিয়া
শেখায়,শেখা,ক্রিয়া
শেখানো,শেখা,ক্রিয়া
শেখানোতে,শেখা,ক্রিয়া
শেখানোর,শেখা,ক্রিয়া
শেখাতে,শেখা,ক্রিয়া
শেখাচ্ছে,শেখা,ক্রিয়া
শিখছে,শেখা,ক্রিয়া
শোনাই,শোনা,ক্রিয়া
শোনানো,শোনা,ক্রিয়া
শুনুন,শোনা,ক্রিয়া
শুনছি,শোনা,ক্রিয়া
শোনাচ্ছি,শোনা,ক্রিয়া
শুনেছিলাম,শোনা,ক্রিয়া
শুনবো,শোনা,ক্রিয়া
শোনাব,শোনা,ক্রিয়া
শুয়াতে,শুয়া,ক্রিয়া
শুয়েছিলাম,শুয়া,ক্রিয়া
শুলাম,শুয়া,ক্রিয়া
শোব,শুয়া,ক্রিয়া
শুতে,শুয়া,ক্রিয়া
শোয়াবো,শুয়া,ক্রিয়া
শুলে,শুয়া,ক্রিয়া
শ্রোতাকেই,শ্রোতা,বিশেষ্য
শ্রোতারা,শ্রোতা,বিশেষ্য
শ্রোতারাই,শ্রোতা,বিশেষ্য
শ্রোতাকে,শ্রোতা,বিশেষ্য
শ্রোতাদের,শ্রোতা,বিশেষ্য
শ্রোতাদেরকে,শ্রোতা,বিশেষ্য
শ্রোতাটা,শ্রোতা,বিশেষ্য
শ্রোতাটার,শ্রোতা,বিশেষ্য
শ্রোতাই,শ্রোতা,বিশেষ্য
শ্রোতাটি,শ্রোতা,বিশেষ্য
শরীলটা,শরীল,বিশেষ্য
শরীলটাকে,শরীল,বিশেষ্য
শরীলটি,শরীল,বিশেষ্য
শরীলে,শরীল,বিশেষ্য
শরীরে,শরীর,বিশেষ্য
শরীরের,শরীর,বিশেষ্য
শরীরটি,শরীর,বিশেষ্য
শরীরটার,শরীর,বিশেষ্য
শরীরটা,শরীর,বিশেষ্য
শখের,শখ,বিশেষ্য
শখটা,শখ,বিশেষ্য
শখটি,শখ,বিশেষ্য
শখই,শখ,বিশেষ্য
শখেই,শখ,বিশেষ্য
শেষে,শেষ,বিশেষ্য
শেষের,শেষ,বিশেষ্য
শেষেরটা,শেষ,বিশেষ্য
শেষই,শেষ,বিশেষ্য
শেষটা,শেষ,বিশেষ্য
শীশাটি,শীশা,বিশেষ্য
শীশার,শীশা,বিশেষ্য
শীশাটা,শীশা,বিশেষ্য
শতভাগে,শতভাগ,বিশেষ্য
শতভাগই,শতভাগ,বিশেষ্য
শতভাগের,শতভাগ,বিশেষ্য
শতকটা,শতক,বিশেষ্য
শতকের,শতক,বিশেষ্য
শতকরা,শতক,বিশেষ্য
শতকে,শতক,বিশেষ্য
শতকই,শতক,বিশেষ্য
ষড়যন্ত্রতে,ষড়যন্ত্র,বিশেষ্য
ষড়যন্ত্রের,ষড়যন্ত্র,বিশেষ্য
ষড়যন্ত্রকে,ষড়যন্ত্র,বিশেষ্য
ষড়যন্ত্রে,ষড়যন্ত্র,বিশেষ্য
ষড়যন্ত্রই,ষড়যন্ত্র,বিশেষ্য
ষাটের,ষাট,বিশেষ্য
ষাটোর্ধ,ষাট,বিশেষ্য
ষাটটি,ষাট,বিশেষ্য
ষাটকে,ষাট,বিশেষ্য
ষাটই,ষাট,বিশেষ্য
ষাঁড়কে,ষাঁড়,বিশেষ্য
ষাঁড়ে,ষাঁড়,বিশেষ্য
ষাঁড়ের,ষাঁড়,বিশেষ্য
ষাঁড়টা,ষাঁড়,বিশেষ্য
ষাঁড়টি,ষাঁড়,বিশেষ্য
সওদাই,সওদা,বিশেষ্য
সওদার,সওদা,বিশেষ্য
সওদাটা,সওদা,বিশেষ্য
সওদাটার,সওদা,বিশেষ্য
সওদাটি,সওদা,বিশেষ্য
সংকটে,সংকট,বিশেষ্য
সংকটের,সংকট,বিশেষ্য
সংকটটি,সংকট,বিশেষ্য
সংকটকে,সংকট,বিশেষ্য
সত্যই,সত্য,বিশেষণ
সত্যকে,সত্য,বিশেষণ
সত্যদের,সত্য,বিশেষণ
সত্যতা,সত্য,বিশেষণ
সত্যতে,সত্য,বিশেষণ
সত্যটা,সত্য,বিশেষণ
সত্যর,সত্য,বিশেষণ
সত্যকেই,সত্য,বিশেষণ
সত্যবাদীর,সত্যবাদী,বিশেষণ
সত্যবাদীরা,সত্যবাদী,বিশেষণ
সত্যবাদীকে,সত্যবাদী,বিশেষণ
সত্যবাদীদের,সত্যবাদী,বিশেষণ
সত্যবাদীদেরকে,সত্যবাদী,বিশেষণ
সন্তানই,সন্তান,বিশেষ্য
সন্তানে,সন্তান,বিশেষ্য
সন্তানের,সন্তান,বিশেষ্য
সন্তানেরা,সন্তান,বিশেষ্য
সন্তানেরাই,সন্তান,বিশেষ্য
সন্তানকে,সন্তান,বিশেষ্য
সন্তানদের,সন্তান,বিশেষ্য
সন্তানদেরকে,সন্তান,বিশেষ্য
সমর্থকে,সমর্থক,বিশেষণ
সমর্থকরা,সমর্থক,বিশেষণ
সমর্থককেই,সমর্থক,বিশেষণ
সমর্থকেরা,সমর্থক,বিশেষণ
সমর্থকদের,সমর্থক,বিশেষণ
সমস্যাই,সমস্যা,বিশেষ্য
সমস্যারে,সমস্যা,বিশেষ্য
সমস্যাটি,সমস্যা,বিশেষ্য
সমস্যাটা,সমস্যা,বিশেষ্য
সমস্যাটিতে,সমস্যা,বিশেষ্য
সমস্যার,সমস্যা,বিশেষ্য
সমস্যাকে,সমস্যা,বিশেষ্য
সমাজটা,সমাজ,বিশেষ্য
সমাজেই,সমাজ,বিশেষ্য
সমাজকল্যাণ,সমাজ,বিশেষ্য
সমাজের,সমাজ,বিশেষ্য
সমাজকে,সমাজ,বিশেষ্য
সমাজে,সমাজ,বিশেষ্য
সমাজকর্মীই,সমাজকর্মী,বিশেষ্য
সমাজকর্মীকে,সমাজকর্মী,বিশেষ্য
সমাজকর্মীরা,সমাজকর্মী,বিশেষ্য
সমাজকর্মীরাই,সমাজকর্মী,বিশেষ্য
সমাজকর্মীদের,সমাজকর্মী,বিশেষ্য
সমাজকর্মীদেরকে,সমাজকর্মী,বিশেষ্য
সমাজকর্মীর,সমাজকর্মী,বিশেষ্য
সমাজব্যবস্থাই,সমাজব্যবস্থা,বিশেষ্য
সমাজব্যবস্থার,সমাজব্যবস্থা,বিশেষ্য
সমাজব্যবস্থায়,সমাজব্যবস্থা,বিশেষ্য
সমাজব্যবস্থাতে,সমাজব্যবস্থা,বিশেষ্য
সমাজব্যবস্থাতেই,সমাজব্যবস্থা,বিশেষ্য
সমাজব্যবস্থাকে,সমাজব্যবস্থা,বিশেষ্য
সমানে,সমান,বিশেষণ
সমানের,সমান,বিশেষণ
সমানই,সমান,বিশেষণ
সমালোচটা,সমালোচনা,বিশেষ্য
সমালোচনই,সমালোচনা,বিশেষ্য
সমালোচনার,সমালোচনা,বিশেষ্য
সমালোচনায়,সমালোচনা,বিশেষ্য
সমালোচনাকে,সমালোচনা,বিশেষ্য
সমালোচনাতে,সমালোচনা,বিশেষ্য
সমুদ্রে,সমুদ্র,বিশেষ্য
সমুদ্রের,সমুদ্র,বিশেষ্য
সমুদ্রতে,সমুদ্র,বিশেষ্য
সমুদ্রকে,সমুদ্র,বিশেষ্য
সমুদ্রটা,সমুদ্র,বিশেষ্য
সমুদ্রটি,সমুদ্র,বিশেষ্য
সমুদ্রটিকে,সমুদ্র,বিশেষ্য
সমুদ্রটির,সমুদ্র,বিশেষ্য
সম্মানই,সম্মান,বিশেষ্য
সম্মানে,সম্মান,বিশেষ্য
সম্মানী,সম্মান,বিশেষ্য
সম্মাননা,সম্মান,বিশেষ্য
সম্মানের,সম্মান,বিশেষ্য
সম্মানকে,সম্মান,বিশেষ্য
সহকর্মীই,সহকর্মী,বিশেষণ
সহকর্মীরা,সহকর্মী,বিশেষণ
সহকর্মীকে,সহকর্মী,বিশেষণ
সহকর্মীদের,সহকর্মী,বিশেষণ
সহকর্মীটা,সহকর্মী,বিশেষণ
সহকর্মীর,সহকর্মী,বিশেষণ
সহকর্মীকেই,সহকর্মী,বিশেষণ
সহযোগে,সহযোগ,বিশেষ্য
সহযোগের,সহযোগ,বিশেষ্য
সহযোগিতা,সহযোগ,বিশেষ্য
সহযোগিতার,সহযোগ,বিশেষ্য
সহযোগিতায়,সহযোগ,বিশেষ্য
সহযোগিতাকে,সহযোগ,বিশেষ্য
সাংবাদিকই,সাংবাদিক,বিশেষ্য
সাংবাদিকতা,সাংবাদিক,বিশেষ্য
সাংবাদিকের,সাংবাদিক,বিশেষ্য
সাংবাদিকেরা,সাংবাদিক,বিশেষ্য
সাংবাদিকতায়,সাংবাদিক,বিশেষ্য
