id,model,language,code,source,link,rating
62,human,c++,"// Bismillah
#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int a, b, c;
    cin>> a >> b >> c;
    if (a == b)
        cout<< c << ""\n"";
    else if (b == c)
        cout<< a << ""\n"";
    else
        cout<< b << ""\n"";
}

int main()
{
    int t = 1;
    //ios_base::sync_with_stdio(false);
    //cin.tie(0);
    cin>> t;
    while (t--)
        solve();
    return 0;
}
 ",author,https://codeforces.com/contest/1915/problem/A,800
63,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, i, j, num;
    int arr[200];
    cin>> n;

    for (i = 0; i < n; i++) {
        cin>> num;
        if (num == 0)
            arr[i] = 0;
        else if (num < 0)
            arr[i] = -1;
        else
            arr[i] = 1;
    }
    int prod = 1;

    for (i = 0; i < n; i++)
        prod *= arr[i];

    if (prod <= 0)
        cout<< 0 << ""\n"";
    else {
        cout<< 1 << ""\n"";
        cout<< ""1 0"" << ""\n"";
    }
}

int main()
{
    int t = 1;
    cin>> t;
    while (t--)
        solve();
    return 0;
}",author,https://codeforces.com/contest/1917/problem/A,800
64,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int r, c;
    cin>> r >> c;
    cout<< max(r, c) << ""\n"";
}

int main()
{
    int t = 1;
    cin>> t;
    while (t--)
        solve();
    return 0;
}",author,https://codeforces.com/contest/1905/problem/A,800
65,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, i, j, sum = 0;
    cin>> n;
    for (i = 0; i < n; i++) {
        sum += 3;
        if (i % 2 == 1)
            cout<< sum-1 << "" "";
        else
            cout<< sum << "" "";
    }
    cout<< ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    cin.tie(0);
    int t = 1;
    cin>> t;
    while (t--)
        solve();
    return 0;
}",author,https://codeforces.com/contest/1878/problem/B,800
66,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, k, val, i, j;
    bool found = false;
    cin>> n >> k;
    for (i = 0; i < n; i++) {
        cin>> val;
        if (val == k) {
            found = true;
        }
    }
    if (found)
        cout<< ""YES"" << ""\n"";
    else
        cout<< ""NO"" << ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    cin.tie(0);
    int t = 1;
    cin>> t;
    while (t--)
        solve();
    return 0;
}",author,https://codeforces.com/contest/1878/problem/A,800
67,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int k, n, i, j, top;
    string s;
    cin>> n >> k >> s;
    stack<int> buc;

    for (i = n-1; i >= 0; i--) {
        if (s[i] == 'B')
            buc.push(i);
    }

    if (k == 1 || buc.size() == 0)
    {
        cout<< buc.size() << ""\n"";
        return;
    } else if (k == n) {
        if (buc.size() > 0)
            cout<< 1 << ""\n"";
        else
            cout<< 0 << ""\n"";
        return;
    }

    int cnt = 0;
    while (!buc.empty()) {
        top = buc.top();
        cnt++;
        buc.pop();
        while (!buc.empty() && buc.top() < top+k)
            buc.pop();
    }
    cout<< cnt << ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    cin.tie(0);
    int t = 1;
    cin>> t;
    while (t--)
        solve();
    return 0;
}",author,https://codeforces.com/contest/1873/problem/D,800
68,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;
int arr[11][11];

void solve()
{
    char arr2[11][11], ch;
    int i, j, n = 10;
    int ans = 0;
    for (i = 1; i <= n; i++) {
        for (j = 1; j <= n; j++) {
            cin>> ch;
            if (ch == 'X')
                ans += arr[i][j];
        }
    }
    cout<< ans << ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    //cin.tie(0);
    int i, j, k;
    for (i = 1; i <= 10; i++)
        for (j = 1; j <= 10; j++)
            arr[i][j] = 1;

    for (i = 2; i <= 9; i++)
        for (j = 2; j <= 9; j++)
            arr[i][j] = 2;

    for (i = 3; i <= 8; i++)
        for (j = 3; j <= 8; j++)
            arr[i][j] = 3;

    for (i = 4; i <= 7; i++)
        for (j = 4; j <= 7; j++)
            arr[i][j] = 4;

    for (i = 5; i <= 6; i++)
        for (j = 5; j <= 6; j++)
            arr[i][j] = 5;

//    for (i = 1; i <= 10; i++) {
//        for (j = 1; j <= 10; j++) {
//            cout<< arr[i][j] << "" "";
//        }
//        cout<< ""\n"";
//    }
    int t = 1;
    cin>> t;
    while (t--)
        solve();
    return 0;
}",author,https://codeforces.com/contest/1873/problem/C,800
69,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, i, j, val;
    vector<int> v;
    cin>> n;

    for (i = 0; i < n; i++)
    {
        cin>> val;
        v.push_back(val);
    }

    sort(v.begin(), v.end());
    v[0] += 1;
    int prod = 1;

    for (i = 0; i < n; i++)
        prod *= v[i];

    cout<< prod << ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    cin.tie(0);
    int t = 1;
    cin>> t;
    while (t--)
        solve();
    return 0;
}",author,https://codeforces.com/contest/1873/problem/B,800
70,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    string s;
    cin>> s;
    int i, j, cnt = 0;
    if (s[0] == 'a')
        cnt++;
    if (s[1] == 'b')
        cnt++;
    if (s[2] == 'c')
        cnt++;

    if (cnt == 1 || cnt == 3)
        cout<< ""YES"" << ""\n"";
    else
        cout<< ""NO"" << ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    //cin.tie(0);
    int t = 1;
    cin>> t;
    while (t--)
        solve();
    return 0;
}",author,https://codeforces.com/contest/1873/problem/A,800
71,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    double a, b, c, mean;
    cin>> a >> b >> c;
    if (a == b) {
        cout<< 0 << ""\n"";
        return;
    } else if (abs(a-b) < c) {
        cout<< 1 << ""\n"";
        return;
    }
    mean = (a+b)/2.0;
    double mx = max(a, b);
    double mn = min(a, b);
    double diff = mx - mean;
    cout<< int(ceil(diff/c)) << ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    //cin.tie(0);
    int t = 1, i;
    cin>> t;
    while (t--)
        solve();
    return 0;
}",author,https://codeforces.com/contest/1872/problem/A,800
72,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n = 8, i, j, cnt[8], freq;
    char arr[8][8];
    for (i = 0; i < n; i++) {
        for (j = 0; j < n; j++)
            cin>> arr[i][j];
    }
    memset(cnt, 0, sizeof(cnt));
    for (j = 0; j < n; j++) {
        for (i = 0; i < n; i++) {
            if (arr[i][j] != '.')
                cnt[j]++;
        }
    }
    int idx;
    for (i = 0; i < n; i++) {
        if (cnt[i] > 0) {
            idx = i;
            break;
        }
    }
    for (i = 0; i < n; i++) {
        if (arr[i][idx] != '.')
            cout<< arr[i][idx];
    }
    cout<< ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    cin.tie(0);
    int t = 1, i;
    cin>> t;
    while (t--)
        solve();
    return 0;
}",author,https://codeforces.com/contest/1850/problem/C,800
73,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    priority_queue< pair<int, int> > pq;
    int a, b, i, j, n;
    cin>> n;
    for (i = 1; i <= n; i++) {
        cin>> a >> b;
        if (a <= 10) {
            pq.push(make_pair(b, i));
        }
    }
    cout<< pq.top().second << ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    cin.tie(0);
    int t = 1, i;
    cin>> t;
    while (t--)
        solve();
    return 0;
}",author,https://codeforces.com/contest/1850/problem/B,800
74,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int a, b, c;
    cin>> a >> b >> c;
    if (a+b >= 10 || a+c >= 10 || b+c >= 10)
        cout<< ""YES"" << ""\n"";
    else
        cout<< ""NO"" << ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    //cin.tie(0);
    int t = 1, i;
    cin>> t;
    while (t--)
        solve();
    return 0;
}",author,https://codeforces.com/contest/1850/problem/A,800
75,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    ll n, sum;
    cin>> n;
    sum = n;
    while (n / 2 > 0)
    {
        sum += (n/2);
        n /= 2;
    }
    cout<< sum << ""\n"";
}

int main()
{
    int i, T = 1;
    cin>> T;
    for (i = 0; i < T; i++)
        solve();
    return 0;
}
 ",author,https://codeforces.com/contest/1843/problem/C,800
76,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, i, j, pos = 0, neg = 0, zero = 0, num, step = 0, m;
    ll sum = 0;
    vector<int> v;
    cin>> n;
    for (i = 0; i < n; i++)
    {
        cin>> num;
        if (num < 0)
        {
            neg++;
            v.push_back(num);
        }
        else if (num > 0)
        {
            pos++;
            v.push_back(num);
        }
        else
            zero++;

        sum += ll(abs(num));
    }

    if (pos + zero == n)
    {
        cout<< sum << "" "" << 0 << ""\n"";
        return;
    }
    else if (neg + zero == n)
    {
        cout<< sum << "" "" << 1 << ""\n"";
        return;
    }

    m = v.size();
    for (i = 0; i < m; )
    {
        if (v[i] < 0)
        {
            step++;
            while (i < n && v[i] < 0)
                i++;
        }
        else
            i++;
    }
    cout<< sum << "" "" << step << ""\n"";
}

int main()
{
    int i, T = 1;
    cin>> T;
    for (i = 0; i < T; i++)
        solve();

    return 0;
}
 ",author,https://codeforces.com/contest/1843/problem/B,800
77,human,c++,"/**
* @author: Jakir Hasan
* 21-04-2023
* Large Integer Multiplication
*/

#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, i, j;
    string s;
    stack<char> a;
    char ch;
    cin>> n >> s;

    for (i = 0; i < n; i++)
    {
        ch = s[i];
        if (a.empty())
            a.push(ch);
        else
        {
            if (ch == a.top())
            {
                cout<< ch;
                a.pop();
            }
        }
    }
    cout<< ""\n"";
}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1840/problem/A,800
78,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, cost, mx1, mx2, mx3, mx4;
    string st;
    char a, b;
    cin>> n;

    int i, j;
    mx1 = mx2 = mx3 = INT_MAX;
    for (i = 0; i < n; i++)
    {
        cin>> cost >> st;
        a = st[0];
        b = st[1];

        if (a == '1' && b == '1')
        {
            mx1 = min(mx1, cost);
        }

        if (a == '1')
            mx2 = min(mx2, cost);

        if (b == '1')
            mx3 = min(mx3, cost);
    }

    if (mx2 == INT_MAX || mx3 == INT_MAX)
        cout<< -1 << ""\n"";
    else
    {
        mx4 = mx2 + mx3;
        cout<< min(mx1, mx4) << ""\n"";
    }

}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1829/problem/C,800
79,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, i, j, arr[500], cnt, mx = 0, num;
    cin>> n;

    cnt = 0;
    for (i = 0; i < n; i++)
    {
        cin>> num;
        if (num == 0)
        {
            cnt++;
            mx = max(mx, cnt);
        }
        else
        {
            cnt = 0;
        }
    }
    cout<< mx << ""\n"";
}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1829/problem/B,800
80,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    string st, target = ""codeforces"";
    int i, cnt = 0;
    cin>> st;

    for (i = 0; i < 10; i++)
    {
        if (st[i] != target[i])
            cnt++;
    }
    cout<< cnt << ""\n"";
}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1829/problem/A,800
81,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int a, b;
    cin>> a >> b;

    cout<< 2 << ""\n"";
    if (a == b) {
        printf(""%d %d\n"", a, b-1);
    }
    else {
        if (a < b) {
            printf(""%d %d\n"", a+1, 1);
        }
        else {
            printf(""%d %d\n"", 1, b+1);
        }
    }
    cout<< a << "" "" << b << ""\n"";
}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1816/problem/A,800
82,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, i, j, cnt, total;
    string s, ans = """", ans_rev;
    cin>> n >> s;

    cnt = 0;
    for (i = 0; i < n; i++) {
        if (s[i] == '1')
            cnt++;
    }
    cnt /= 2;

    total = 0;
    for (i = n-1; i > 0; i--) {
        if (s[i] == '1' && total < cnt) {
            ans += '-';
            total++;
        }
        else
            ans += '+';
    }

    reverse(ans.begin(), ans.end());
    cout<< ans << ""\n"";

}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1774/problem/A,800
83,human,c++,"#include<bits/stdc++.h>
using namespace std;

int main()
{
    int t, i, j;
    string s = ""codeforces"";
    char c;
    bool found;
    cin>> t;

    for (i = 0; i < t; i++) {
        cin>> c;
        found = false;

        for (j = 0; j < s.size(); j++) {
            if (c == s[j]) {
                found = true;
                break;
            }
        }
        if (found)
            cout<< ""YES"" << ""\n"";
        else
            cout<< ""NO"" << ""\n"";
    }


    return 0;
}",author,https://codeforces.com/contest/1791/problem/A,800
84,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, cnt1 = 0, cnt2 = 0, i, j, num;
    cin>> n;
    for (i = 1; i <= n; i++) {
        cin>> num;
        if (num == 1) 
            cnt1++;
        else
            cnt2++;
    }

    cout<< cnt2 + int(ceil(cnt1/2.0)) << ""\n"";
}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1792/problem/A,800
85,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int i, j, arr[4][4];
    for (i = 1; i <= 2; i++) {
        for (j = 1; j <= 2; j++)
            cin>> arr[i][j];
    }

    if ((arr[1][1] < arr[1][2] && arr[2][1] < arr[2][2]) && (arr[1][1] < arr[2][1] && arr[1][2] < arr[2][2]))
        cout<< ""YES"" << ""\n"";
    else if ((arr[2][1] < arr[1][1] && arr[2][2] < arr[1][2]) && (arr[2][1] < arr[2][2] && arr[1][1] < arr[1][2]))
        cout<< ""YES"" << ""\n"";
    else if ((arr[2][2] < arr[2][1] && arr[1][2] < arr[1][1]) && (arr[2][2] < arr[1][2] && arr[2][1] < arr[1][1]))
        cout<< ""YES"" << ""\n"";
    else if ((arr[1][2] < arr[2][2] && arr[1][1] < arr[2][1]) && (arr[1][2] < arr[1][1] && arr[2][2] < arr[2][1]))
        cout<< ""YES"" << ""\n"";
    else
        cout<< ""NO"" << ""\n"";
}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1772/problem/B,800
86,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int a, b;
    char c;
    scanf(""%d%c%d"", &a, &c, &b);
    cout<< a+b << ""\n"";
}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1772/problem/A,800
87,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, i, j;
    string s;
    cin>> n >> s;

    s = s + ""A"";
    s = s + ""A"";
    bool found = true;
     for (i = 0; i < n; i += 3) {
         if (s[i+1] != s[i+2]) {
             found = false;
             break;
         }
     }
    if (found)
        cout<< ""YES"" << ""\n"";
    else
        cout<< ""NO"" << ""\n"";
}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1765/problem/B,800
88,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, i, j, arr[200000];
    cin>> n;

    for (i = 1; i <= n; i++)
        cin>> arr[i];

    cout<< 1 << "" "" << n << ""\n"";
}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1764/problem/A,800
89,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int arr[26], i, j, id;
    string s, ans = """";
    cin>> s;

    sort(s.begin(), s.end());
    cout<< s;
    for (i = s.size()-1; i >= 0; i--)
        cout<< s[i];
    cout<< ""\n"";
}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1758/problem/A,800
90,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, a, b, i, j, rem;
    cin>> n >> a >> b;

    if (a == b && b == n) {
        cout<< ""YES"" << ""\n"";
        return;
    }

    if (n-a-b >= 2)
        cout<< ""YES"" << ""\n"";
    else
        cout<< ""NO"" << ""\n"";
}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1761/problem/A,800
91,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, i, j, arr[200005], f, s;
    priority_queue<int> pq;

    cin>> n;
    for (i = 1; i <= n; i++) {
        cin>> arr[i];
        pq.push(arr[i]);
    }

    for (i = 1; i <= n; i++) {
        f = pq.top();

        if (f != arr[i]) {
            cout<< arr[i] - f << "" "";
            continue;
        } 
        else
        {
            pq.pop();
            s = pq.top();
            cout<< arr[i] - s << "" "";
            pq.push(f);
        }
    }
    cout<< ""\n"";
}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1760/problem/C,800
92,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int arr[30], i, j, id, n;
    string s;

    cin>> n >> s;
    memset(arr, 0, sizeof(arr));
    for (i = 0; i < n; i++) {
        id = s[i] - 'a' + 1;
        arr[id] = 1;
    }

    for (i = 26; i >= 1; i--) {
        if (arr[i] == 1) {
            cout<< i << ""\n"";
            break;
        }
    }
}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1760/problem/B,800
93,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, i, j, num;
    vector<int> v;

    for (i = 0; i < 3; i++) {
        cin>> num;
        v.push_back(num);
    }
    sort(v.begin(), v.end());
    cout<< v[1] << ""\n"";
}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1760/problem/A,800
94,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, sum, arr[50000], num, total = 0, i, last, j, large = -1;
    cin>> n >> sum;

    memset(arr, 0, sizeof(arr));
    for (i = 0; i < n; i++) {
        cin>> num;
        large = max(large, num);
        arr[num] = 1;
    }

    for (i = large; i >= 1; i--) {
        if (arr[i] == 0)
            total += i;
    }

    if (total == sum)
    {
        cout<< ""YES"" << ""\n"";
        return;
    }

    bool found = false;
    for (i = large+1; i <= 10000; i++) {
        total += i;
        if (total < sum)
            continue;

        if (total == sum) {
            found = true;
        }
        break;
    }

    if (found)
        cout<< ""YES"" << ""\n"";
    else
        cout<< ""NO"" << ""\n"";
}

int main()
{
    // ios_base::sync_with_stdio(0);
    // cin.tie(0);
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1759/problem/B,800
95,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, m, i, j;
    string a, s, b;
    a = """";

    for (i = 0; i < 100; i++) {
        a += ""Yes"";
    }

    cin>> s;
    m = a.size();
    n = s.size();
    bool found = false;
    for (i = 0; i < m-n; i++) 
    {
        b = a.substr(i, n);
        if (b == s) {
            found = true;
            break;
        }
    }

    if (found)
        cout<< ""YES"" << ""\n"";
    else
        cout<< ""NO"" << ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    cin.tie(0);
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1759/problem/A,800
96,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, i, j, k, arr[20], tmp;
    cin>> n;

    for (i = 1; i <= n; i++)
        cin>> arr[i];

    if (arr[1] == 1)
        cout<< ""YES"" << ""\n"";
    else
        cout<< ""NO"" << ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    cin.tie(0);
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1750/problem/A,800
97,human,c++,"#include<bits/stdc++.h>
#define m 998244353
using namespace std;

typedef long long ll;

void solve()
{
    ll n, i, ans1;
    cin>> n;

    if (n%2 == 1) {
        cout<< ""0"" << ""\n"";
        return;
    }

    n /= 2;
    ans1 = 1;
    for (i = 1; i <= n; i++)
    {
        ans1 = (ans1*i)%m;
    }
    cout<< (ans1*ans1)%m << ""\n"";
}

int main()
{
    ios_base::sync_with_stdio(0);
    cin.tie(0);
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1658/problem/B,800
98,human,c++,"#include<bits/stdc++.h>
using namespace std;

void solve()
{
    int n, ans;
    cin>> n;
    ans = int(ceil(n/2.0));
    cout<< ans << ""\n"";
}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
    {
        solve();
    }

    return 0;
}",author,https://codeforces.com/contest/1748/problem/A,800
99,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, m, i, j, f, s;
    cin>> n;

    if (n%2 == 1) 
        m = n-1;
    else
        m = n;

    f = m/2;
    s = m;

    while (f > 0 && s > 0) {
        cout<< f << "" "" << s << "" "";
        f--;
        s--;
    }

    if (n%2 == 1)
        cout<< n << "" "";
    cout<< ""\n"";
}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1754/problem/B,800
100,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n, i, j, cnt0, cnt1, tmp_cnt;
    ll ans, x, y, ans1;
    string s;
    cin>> n >> s;

    cnt0 = cnt1 = 0;
    for (i = 0; i < n; ) {
        if (s[i] == '1') {
            tmp_cnt = 0;
            for (j = i; j < n; j++) {
                if (s[j] == '1')
                    tmp_cnt++;
                else
                    break;
            }

            cnt1 = max(cnt1, tmp_cnt);
            i = j;
        }
        else
            i++;
    }

    for (i = 0; i < n; ) {
        if (s[i] == '0') {
            tmp_cnt = 0;
            for (j = i; j < n; j++) {
                if (s[j] == '0')
                    tmp_cnt++;
                else
                    break;
            }

            cnt0 = max(cnt0, tmp_cnt);
            i = j;
        }
        else
            i++;
    }

    x = ll(cnt0) * ll(cnt0);
    y = ll(cnt1) * ll(cnt1);
    ans = max(x, y);

    cnt0 = cnt1 = 0;
    for (i = 0; i < n; i++) {
        if (s[i] == '0')
            cnt0++;
        else
            cnt1++;
    }

    ans1 = ll(cnt0) * ll(cnt1);
    ans = max(ans, ans1);
    cout<< ans << ""\n"";
}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1750/problem/B,800
101,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    ll a, b, mx = -1, sum = 0, mx1;
    int n, i, j;
    cin>> n;

    for (i = 0; i < n; i++) {
        cin>> a >> b;
        sum += min(a, b);
        mx1 = max(a, b);
        mx = max(mx, mx1);
    }
    cout<< 2*(mx+sum) << ""\n"";
}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1740/problem/B,800
102,human,c++,"#include<bits/stdc++.h>
using namespace std;

typedef long long ll;

void solve()
{
    int n;
    cin>> n;

    cout<< n << ""\n"";
}

int main()
{
    int t = 1;
    cin>> t;

    while (t--)
        solve();

    return 0;
}",author,https://codeforces.com/contest/1740/problem/A,800
103,human,java,"package com.reve.drc;

public class DynamicRangeCompressionAmplitudeHardKnee {

    private double threshold;
    private double ratio;

    public DynamicRangeCompressionAmplitudeHardKnee(double threshold, double ratio) {
        this.threshold = threshold;
        this.ratio = ratio;
    }

    private double amplitudeTodB(double amplitude) {
        return 20 * Math.log10(Math.abs((amplitude / 32768.0)));
    }

    private double dBToAmplitude(double db) {
        return Math.pow(10, (db / 20));
    }

    private int sign(double val) {
        if (val < 0) {
            return -1;
        } else {
            return 1;
        }
    }

    public void applyDynamicRangeCompression(short[] encodeShortBuffer, int inputOffset, int inputLength) {
        for (int i = 0; i < inputLength; i++) {
            short val = encodeShortBuffer[inputOffset + i];
            if (val == 0) {
                continue;
            }

            double db = amplitudeTodB(val);
            if (db <= threshold) {
                continue;
            }

            double newdB = threshold + (db - threshold) / ratio;
            double newAmplitude = dBToAmplitude(newdB);
            encodeShortBuffer[inputOffset + i] = (short) (sign(val) * (newAmplitude * 32767));
        }
    }
}",author,none,none
104,human,java,"package com.reve.drc;

public class DynamicRangeCompressionNarrowBand {

    private double lowerThreshold;
    private double upperThreshold;
    private double ratio;

    public DynamicRangeCompressionNarrowBand(double lowerThreshold, double upperThreshold, double ratio) {
        this.lowerThreshold = lowerThreshold;
        this.upperThreshold = upperThreshold;
        this.ratio = ratio;
    }

    private double amplitudeTodB(double amplitude) {
        return 20 * Math.log10(Math.abs((amplitude / 32768.0)));
    }

    private double dBToAmplitude(double db) {
        return Math.pow(10, (db / 20));
    }

    private int sign(double val) {
        if (val < 0) {
            return -1;
        } else {
            return 1;
        }
    }

    public void applyDynamicRangeCompressionNarrowBand(short[] encodeShortBuffer, int inputOffset, int inputLength) {
        for (int i = 0; i < inputLength; i++) {
            short val = encodeShortBuffer[inputOffset + i];
            if (val == 0) {
                continue;
            }

            double db = amplitudeTodB(val);
            if (db >= lowerThreshold && db <= upperThreshold) {
                double newdB = lowerThreshold + (db - lowerThreshold) / ratio;
                double newAmplitude = dBToAmplitude(newdB);
                encodeShortBuffer[inputOffset + i] = (short) (sign(val) * (newAmplitude * 32767));
            }
        }
    }
}",author,none,none
105,human,java,"package com.reve.drc;

public class DynamicRangeCompressionSoftKnee {

    private double threshold;
    private int ratio;
    private double width;

    public DynamicRangeCompressionSoftKnee(DynamicRangeCompressionSoftKneeConfig config) {
        this.threshold = config.getThreshold();
        this.ratio = config.getRatio();
        this.width = config.getWidth();
    }

    private int sign(double val) {
        if (val < 0) {
            return -1;
        } else {
            return 1;
        }
    }

    private double amplitudeTodB(double amplitude) {
        return 20 * Math.log10(Math.abs((amplitude / 32768.0)));
    }
    private double dBToAmplitude(double db) {
        return Math.pow(10, (db / 20));
    }

    public void applyDynamicRangeCompression(short[] encodeShortBuffer, int inputOffset, int inputLength) {
        for (int i = 0; i < inputLength; i++) {
            short val = encodeShortBuffer[inputOffset + i];
            if (val == 0) {
                continue;
            }

            double db = amplitudeTodB(val);
            double value = 2 * (db - threshold);
            double newdB = 0;

            if (value < -width) {
                continue;
            } else if (value <= width) {
                newdB = db + (1.0/ratio - 1) * (Math.pow((db - threshold + width/2), 2)) / (2 * width);
                System.out.println(""hi"");
            } else if (value > width) {
                newdB = threshold + (db - threshold) / ratio;
            }
            double newAmplitude = dBToAmplitude(newdB);
            encodeShortBuffer[inputOffset + i] = (short) (sign(val) * (newAmplitude * 32767));
        }
    }


}",author,none,none
